AnimID	Name	AinmName	Layer	WrapMode	PlayMode	QueueMode	SPEED	TransitTime	LoopTime	LoopOverAnimId	IsCanBreak	StartEffect01	IsStartEffectAutoEnd01	StartEffect02	IsStartEffectAutoEnd02	StartEffect03	IsStartEffectAutoEnd03	StartEffect04	IsStartEffectAutoEnd04	StartEffect05	IsStartEffectAutoEnd05	EndEffect	IsCallEnd	NextAnimId	SoundID	SoundBreakKeep	DelayFrameSpeed	DelayFrameTime	DelaySpeedTime
303	魔导师常规4	Skill04_01	2	1	4	2	1	0.1	-1	-1	0	462	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	297	1	0	0	0
304	魔导师常规4第2段	Skill04_02	2	1	4	2	1	0.1	-1	-1	0	463	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	298	1	0	0	0
305	改装型X5普攻特效	Attack	2	1	4	2	1	0.2	-1	-1	1	442	1	443	1	-1	0	-1	0	-1	0	-1	1	-1	252	1	0	0	0
306	双剑-3阶变身	Bianshen_2B_01	2	1	4	2	1	0.1	-1	-1	0	353	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	185	1	0	0	0
307	双剑-3阶变身	Bianshen_2B_02	2	1	4	2	1	0.1	-1	-1	0	-1	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
308	骑摩托站立男	Bike_W_Stand	1	2	4	0	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
309	骑摩托跑动男	Bike_W_Run	1	2	4	0	1	0.1	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
310	狂战士-夺魂之镰1段	Skill04_01	2	1	4	2	1	0.1	-1	-1	0	491	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	259	1	0	0	0
311	狂战士-夺魂之镰2段	Skill04_02	2	1	4	2	1	0.1	-1	-1	0	492	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	260	1	0	0	0
312	狂战士-PVE变身	Bianshen_1B_01	2	1	4	2	1	0.1	-1	-1	0	402	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	266	1	0	0	0
313	狂战士-PVP变身	Bianshen_2B_01	2	1	4	2	1	0.1	-1	-1	0	353	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	267	1	0	0	0
314	狂战士-PVP变身2	Bianshen_2B_02	2	1	4	2	1	0.1	-1	-1	0	353	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	267	1	0	0	0
315	狂战士-1变技能1段	Skill1B_04_01	2	1	4	2	1	0.1	-1	-1	0	493	1	495	1	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
316	狂战士-1变技能2段	Skill1B_04_02	2	1	4	2	1	0.1	-1	-1	0	494	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
317	狂战士-2变普攻1段	Attack2B_01	2	1	4	2	1	0.1	-1	-1	0	496	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
318	狂战士-2变普攻2段	Attack2B_02	2	1	4	2	1	0.1	-1	-1	0	497	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
319	狂战士-2变技能	Skill2B_01	2	1	4	2	1	0.1	-1	-1	0	498	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	267	1	0	0	0
320	魔导师-2变技能	Skill2B_03	2	1	4	2	1	0.1	-1	-1	0	506	1	507	1	-1	0	-1	0	-1	0	-1	1	-1	302	1	0	0	0
321	摩托车站立男	Motuo_M_Stand	1	2	4	0	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
322	摩托车站立女	Motuo_W_Stand	1	2	4	0	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
323	摩托车跑动男	Motuo_M_Run	1	2	4	0	1	0.1	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
324	摩托车跑动女	Motuo_W_Run	1	2	4	0	1	0.1	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
325	飞车站立男	Feiche_M_Stand	1	2	4	0	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
326	飞车站立女	Feiche_W_Stand	1	2	4	0	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
327	飞车跑动男	Feiche_M_Run	1	2	4	0	1	0.1	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
328	飞车跑动女	Feiche_W_Run	1	2	4	0	1	0.1	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
329	滑板站立男	Huaban_M_Stand	1	2	4	0	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
330	滑板站立女	Huaban_W_Stand	1	2	4	0	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
331	滑板跑动男	Huaban_M_Run	1	2	4	0	1	0.1	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
332	滑板跑动女	Huaban_W_Run	1	2	4	0	1	0.1	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
333	耀光摩托站立男	Bike_M_Stand	1	2	4	0	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
334	耀光摩托站立女	Bike_W_Stand	1	2	4	0	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
335	耀光摩托跑动男	Bike_M_Run	1	2	4	0	1	0.1	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
336	耀光摩托跑动女	Bike_W_Run	1	2	4	0	1	0.1	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	-1	1	0	0	0
337	魔导师-2变开始	Bianshen_2B_01	2	1	4	2	1	0.1	-1	-1	0	353	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	301	1	0	0	0
338	魔导师-2变结束	Bianshen_2B_02	2	1	4	2	1	0.1	-1	-1	0	353	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
339	魔导师-1变动作	Bianshen_1B_01	2	1	4	2	1	0.1	-1	-1	0	402	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	300	1	0	0	0
340	赤魔-攻击	Attack	2	1	4	2	1	0.2	-1	-1	1	514	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
341	蒂莉亚-攻击	Attack	2	1	4	2	1	0.2	-1	-1	1	515	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
342	蒂莉亚-技能1	Skill02	2	1	4	2	1	0.2	-1	-1	1	516	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
343	蒂莉亚-技能2	Skill03	2	1	4	2	1	0.2	-1	-1	1	517	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
344	废墟之主-攻击	Attack	2	1	4	2	1	0.2	-1	-1	1	518	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
345	废墟之主-技能1	Skill01	2	1	4	2	1	0.2	-1	-1	1	519	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
346	废墟之主-技能2	Skill02	2	1	4	2	1	0.2	-1	-1	1	520	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
347	火焰鹰仙子法师-攻击	Attack	2	1	4	2	1	0.2	-1	-1	1	521	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
348	火焰鹰仙子法师-技能1	Skill01	2	1	4	2	1	0.2	-1	-1	1	522	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
349	火焰鹰仙子法师-技能2	Skill02	2	1	4	2	1	0.2	-1	-1	1	523	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
350	废墟卫士-攻击	Attack	2	1	4	2	1	0.2	-1	-1	1	527	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
351	废墟卫士-技能1	Skill01	2	1	4	2	1	0.2	-1	-1	1	528	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
352	狂战士1变1技能狂怒	Skill1B_01	2	1	4	2	1	0.1	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
353	狂战士1变3技能旋风斩1段	Skill1B_03_01	2	1	4	2	1	0.1	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	342	1	0	0	0
354	狂战士1变3技能旋风斩2段	Skill1B_03_02	2	1	4	2	1	0.1	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	342	1	0	0	0
355	狂战士2变3技能天崩地裂	Skill2B_03	2	1	4	2	1	0.1	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	344	1	0	0	0
356	狂战士2变4技能开山憾地	Skill2B_04	2	1	4	2	1	0.1	-1	-1	1	267	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	343	1	0	0	0
357	魔导师1变1技能暴风龙卷	Skill1B_01	2	1	4	2	1	0.1	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
358	魔导师2变2技冰霜轰爆	Skill2B_02	2	1	4	2	1	0.1	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	347	1	0	0	0
359	双剑士PVP无敌斩	Skill2B_04	2	1	4	2	1	0.1	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
360	双剑士PVE冲击波	Skill1B_01	2	1	4	2	1	0.1	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
361	双剑士PVE双剑乱舞	Skill1B_02	2	1	4	2	1	0.1	-1	-1	0	543	1	544	1	545	1	-1	0	-1	0	-1	1	-1	350	1	0	0	0
362	双剑士PVE龙卷风暴	Skill1B_03	2	1	4	2	1	0.1	-1	-1	0	546	1	547	1	548	1	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
363	狂战士PVE旋风斩	Skill1B_03_01	2	1	4	2	1	0.1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	364	342	1	0	0	0
364	狂战士PVE旋风斩2段	Skill1B_03_02	2	1	4	2	1	0.1	-1	-1	0	530	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	342	1	0	0	0
365	狂战士PVE狂怒	Skill1B_01	2	1	4	2	1	0.1	-1	-1	0	529	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	341	1	0	0	0
366	狂战士PVP天崩地裂	Skill2B_03	2	1	4	2	1	0.1	-1	-1	0	531	1	532	1	-1	0	-1	0	-1	0	-1	1	-1	344	1	0	0	0
367	狂战士PVP开山憾地	Skill2B_04	2	1	4	2	1	0.1	-1	-1	0	533	1	534	1	-1	0	-1	0	-1	0	-1	1	-1	343	1	0	0	0
368	魔导师PVE龙卷风	Skill1B_01	2	1	4	2	1	0.1	-1	-1	0	535	1	536	1	-1	0	-1	0	-1	0	-1	1	-1	346	1	0	0	0
369	魔导师PVE流星风暴	Skill1B_04	2	1	4	2	1	0.1	-1	-1	0	538	1	539	1	-1	0	-1	0	-1	0	-1	1	-1	345	1	0	0	0
370	魔导师PVP冰霜轰爆	Skill2B_02	2	1	4	2	1	0.1	-1	-1	0	537	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	347	1	0	0	0
371	魔导师PVP制裁之雷	Skill2B_04	2	1	4	2	1	0.1	-1	-1	0	540	1	541	1	542	1	-1	0	-1	0	-1	1	-1	348	1	0	0	0
372	改装型X02普攻	Attack	2	1	4	2	1	0.1	-1	-1	1	552	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
373	改装型X02技能1	Skill01	2	1	4	2	1	0.1	-1	-1	1	554	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
374	改装型X02技能2	Skill02_X02	2	1	4	2	1	0.1	-1	-1	1	556	1	559	1	557	1	558	1	-1	0	-1	1	-1	-1	1	0	0	0
375	转换型普攻	Attack	2	1	4	2	1	0.1	-1	-1	1	560	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
376	转换型技能	Skill01	2	1	4	2	1	0.1	-1	-1	1	561	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
377	仲裁者普攻	Attack	2	1	4	2	1	0.1	-1	-1	1	562	1	563	1	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
378	仲裁者技能1	Skill01	2	1	4	2	1	0.1	-1	-1	1	564	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
379	仲裁者技能2	Skill02	2	1	4	2	1	0.1	-1	-1	1	565	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
380	改装型X03普攻	Attack	2	1	4	2	1	0.1	-1	-1	1	566	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
381	改装型X03技能1	Skill01	2	1	4	2	1	0.1	-1	-1	1	567	1	568	1	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
382	改装型X03技能2	Skill02_X03	2	1	4	2	1	0.1	-1	-1	1	569	1	570	1	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
383	黑伊尔普攻	Attack	2	1	4	2	1	0.1	-1	-1	1	572	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
384	黑伊尔技能	Skill01_heiyier	2	1	4	2	1	0.1	-1	-1	1	573	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
385	机械之灵攻击	Attack	2	1	4	2	1	0.1	-1	-1	1	574	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
386	机械之灵技能1	Skill01	2	1	4	2	1	0.1	-1	-1	1	575	1	576	1	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
387	巨石怪技能	Skill01_jushiguai	2	1	4	2	1	0.1	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
388	赤焰魔婴技能1	Skill_Diyuchiyan	2	1	4	2	1	0.1	-1	-1	1	419	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
389	赤焰魔婴技能3	Skill_Xumingbuqi	2	1	4	2	1	0.1	-1	-1	1	417	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
390	木乃伊技能	Skill01_munaiyi	2	1	4	2	1	0.1	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
391	眼魔技能	skill01_yanmo	2	1	4	2	1	0.1	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
392	改装型X05技能1	Skill01	2	1	4	2	1	0.1	-1	-1	1	444	1	445	1	446	1	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
393	改装型X05技能2	Skill02	2	1	4	2	1	0.1	-1	-1	1	447	1	448	1	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
394	冰冻鬼王技能	Skill01_bingdongguiwang	2	1	4	2	1	0.1	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
395	要塞领主技能	Skill01_yaosailingzhu	2	1	4	2	1	0.1	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
396	恶灵之王技能	Skill01_erlingzhiwang	2	1	4	2	1	0.1	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
397	要塞守卫技能	Skill01_yaosaishouwei	2	1	4	2	1	0.1	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
398	狂战士PVE结束变身	Bianshen_1B_02	2	1	4	2	1	0.1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
399	双剑-1阶变身2段	Bianshen_1B_02	2	1	4	2	1	0.1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
400	魔导师-1阶变身2段	Bianshen_1B_02	2	1	4	2	1	0.1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
401	冰冻鬼王-攻击	Attack	2	1	4	2	1	0.2	-1	-1	1	612	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
402	冰冻鬼王-技能1	Skill01_bingdongguiwang	2	1	4	2	1	0.2	-1	-1	1	613	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
403	木乃伊-攻击	Attack	2	1	4	2	1	0.2	-1	-1	1	612	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
404	木乃伊-技能	Skill01_munaiyi	2	1	4	2	1	0.2	-1	-1	1	614	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
405	幽灵爵士-攻击	Attack	2	1	4	2	1	0.2	-1	-1	1	615	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
406	幽灵爵士-技能	SKill02	2	1	4	2	1	0.2	-1	-1	1	616	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
407	恶灵之王-攻击	Attack	2	1	4	2	1	0.2	-1	-1	1	617	1	618	1	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
408	恶灵之王-技能	Skill01_erlingzhiwang	2	1	4	2	1	0.2	-1	-1	1	619	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
409	眼魔-普攻	Attack	2	1	4	2	1	0.2	-1	-1	1	624	1	625	1	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
410	眼魔-技能	Skill01_yanmo	2	1	4	2	1	0.2	-1	-1	1	626	1	627	1	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
411	要塞军师-普攻	Attack	2	1	4	2	1	0.2	-1	-1	1	629	1	630	1	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
412	要塞军师-技能一	Skill01	2	1	4	2	1	0.2	-1	-1	1	631	1	632	1	633	1	634	1	-1	0	-1	1	-1	-1	1	0	0	0
413	要塞军师技能二	Skill02	2	1	4	2	1	0.2	-1	-1	1	635	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
414	要塞领主-普攻	Attack	2	1	4	2	1	0.2	-1	-1	1	636	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
415	要塞领主-技能	Skill01_yaosailingzhu	2	1	4	2	1	0.2	-1	-1	1	637	1	638	1	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
416	要塞守卫-普攻	Attack	2	1	4	2	1	0.2	-1	-1	1	640	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
417	要塞守卫-技能第一段	Attack	2	1	4	2	1	0.2	-1	-1	1	640	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
418	要塞守卫-技能第二段	Skill01_yaosaishouwei	2	1	4	2	1	0.2	-1	-1	1	641	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
419	幽灵学者-普攻	Attack	2	1	4	2	1	0.2	-1	-1	1	643	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
420	幽灵学者-技能	Skill02	2	1	4	2	1	0.2	-1	-1	1	644	1	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
421	幽灵学者-技能	Skill01	2	1	4	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
422	击飞飞出	Knockback_02	2	1	4	2	1	0	-1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
423	赤焰魔婴技能3	Skill_Xumingbuqi	2	1	4	2	1	0.2	-1	-1	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	1	-1	-1	1	0	0	0
