EffectID	Name	Path	DelayTime	IsOnlyDeactive	Type	ParentName	IsFellowOwner	MaxOwnNum	IsCanHide	X	Y	Z	RotationX	RotationY	RotationZ	Duration	BindTargetType
366	双剑士-3变普攻2段特效2	Prefab/Effect/cb_sjs_3b_attack_02	0.6	1	0	EffectPoint	1	2	1	1	1.5	0.7	0	0	0	0.6	0
367	双剑士-3变技能特效1	Prefab/Effect/cb_sjs_2b_skill2B_01_01	0	1	0	EffectPoint	1	1	1	0	0.2	0	0	0	0	2	0
368	双剑士-3变技能特效2	Prefab/Effect/cb_sjs_2b_skill2B_02_01	0	1	0	EffectPoint	1	1	1	0	0.2	0	0	0	0	1.2	0
369	双剑士-3变技能特效3	Prefab/Effect/cb_sjs_2b_skill2B_03_01	0	1	0	EffectPoint	1	1	1	0	0.2	0	0	0	0	1.5	0
370	双剑士-普攻1段特效	Prefab/Effect/cb_sjs_attack_01_01	0.3	1	0	EffectPoint	1	1	1	-0.3	1	0.8	0	0	10	0.3	0
371	双剑士-普攻2段特效	Prefab/Effect/cb_sjs_attack_01_02	0.2	1	0	EffectPoint	1	1	1	0	1	1	0	0	10	0.4	0
372	双剑士-普攻3段特效	Prefab/Effect/cb_sjs_attack_01_03	0	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	0.7	0
373	双剑士-普攻4段特效	Prefab/Effect/cb_sjs_attack_01_04	0	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	0.7	0
374	骑乘自身特效	Prefab/Effect/cb_qc_bike_001	0	1	0	MountCenterPoint	1	-1	1	0.329	-0.7	0	359.387	270	0	0	1
375	通用受击特效	Prefab/Effect/ty_shouji	0	1	0	CenterPoint	1	-1	1	0	0	0	0	0	0	0.4	0
376	demo期boss大招特效1	Prefab/Effect/cb_boss_01_skill_03_01	1	1	0	EffectPoint	0	-1	1	1	0.1	0	0	0	0	1.3	0
377	demo期boss大招特效2	Prefab/Effect/cb_boss_01_skill_03_02	0	1	0	EffectPoint	0	-1	1	0	0.1	0	0	0	0	3.7	0
378	demo期boss普攻特效1	Prefab/Effect/cb_boss_attack_01	0.6	1	0	EffectPoint	0	-1	1	0	1	1	0	0	0	0.25	0
379	demo期boss武器特效1	Prefab/Effect/cb_boss_01_wuqi_01	0	1	0	AddonsPoint	1	-1	1	0.0102	-0.015	-0.004	-0.0009	-4.034	90.895	0	0
380	demo期boss武器特效2	Prefab/Effect/cb_boss_01_wuqi_02	0	1	0	SpecialWeapon	1	-1	1	-1.11	0.005	0.021	1.37	358.46	91.76	0	0
381	双剑士-3变过程特效2	Prefab/Effect/cb_ty_3b_02	0	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	0.4	0
382	demo期boss技能1特效1	Prefab/Effect/cb_boss_01_skill_01	0	1	0	EffectPoint	1	1	1	0	0.5	0.4	0	0	0	3.2	0
383	demo期boss技能1特效2	Prefab/Effect/cb_boss_01_skill_01_02	2.7	1	0	EffectPoint	0	-1	1	0	0.1	3	0	0	0	1.2	0
384	demo期boss技能1特效3	Prefab/Effect/cb_boss_01_skill_01_02	2.85	1	0	EffectPoint	0	-1	1	0	0.1	4.5	0	0	0	1.2	0
385	demo期boss技能1特效4	Prefab/Effect/cb_boss_01_skill_01_02	3	1	0	EffectPoint	0	-1	1	0	0.1	6	0	0	0	1.2	0
386	demo期boss技能2特效	Prefab/Effect/cb_boss_01_skill_02	0	1	0	EffectPoint	0	1	1	0	1	-1.5	0	0	0	3.2	0
387	上骑乘特效	Prefab/Effect/cb_qc_shang	0	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	1.7	0
388	下骑乘特效	Prefab/Effect/cb_qc_xia	0	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	1.6	0
389	demo期小怪出场特效	Prefab/Effect/cb_xiaoguaichusheng_01	0	0	0	EffectPoint	1	1	1	0	0	0	0	0	0	1.5	0
390	demo期boss出场特效1	Prefab/Effect/cb_boss_chuchang_01	0	0	0	EffectPoint	1	1	1	0	0.1	0.8	0	0	0	1.6	0
391	demo期boss出场特效2	Prefab/Effect/cb_boss_chuchang_02	0.5	0	0	EffectPoint	1	1	1	0	0.1	0.8	0	0	0	2.6	0
392	时空转换器爆炸	Prefab/Effect/cb_scene_jiqiren_baozha	0	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	1.7	0
393	主角眩晕特效	Prefab/Effect/cb_buff_xuanyun_001	0	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	0	0
394	火车爆炸特效	Prefab/Effect/cb_scene_baozha	0	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	1.6	0
395	山洞落石特效	Prefab/Effect/cb_scene_shandongluoshi	0	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	1.1	0
396	BOSS传送门持续	Prefab/Effect/cb_scene_csm_001	0	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	0	0
397	BOSS传送门关闭	Prefab/Effect/cb_scene_csm_002	0	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	1.1	0
398	BOSS传送门开启	Prefab/Effect/cb_scene_csm_003	0	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	1.4	0
399	火车爆炸特效持续	Prefab/Effect/cb_scene_baozha_01	0	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	8	0
400	挖掘机爆炸特效持续	Prefab/Effect/cb_scene_baozha_02	0	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	0	0
401	角色升级	Prefab/Effect/cb_shengji_ty	0	1	0	EffectPoint	1	-1	1	0	0.1	0	0	0	0	2.5	0
402	双剑-1变技能特效1	Prefab/Effect/cb_ty_bianshen_PVE	0	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	2.5	0
403	双剑-2变技能特效1	Prefab/Effect/cb_ty_2b_01	0	1	0	EffectPoint	1	1	1	0	0.2	0	0	0	0	2.5	0
404	双剑-1变特殊技能特效	Prefab/Effect/cb_sjs_skill01_01	0.4	1	0	EffectPoint	1	1	1	0	0.1	0	0	0	0	2.6	0
405	双剑-2变特殊技能隐身施法特效	Prefab/Effect/cb_sjs_skill2b_01	0.3	1	0	EffectPoint	1	1	1	0	0.1	0	0	0	0	1.2	0
406	双剑-2变特殊技能隐身状态特效下攻击特效	Prefab/Effect/cb_sjs_skill2b_02	0	1	0	EffectPoint	1	1	1	0	1	0	0	0	0	1.2	0
407	双剑-2变普攻技能第一段特效1	Prefab/Effect/cb_sjs_2b_attack_01	0.3	1	0	EffectPoint	1	1	1	0	1	-12	0	0	0	0.5	0
408	双剑-2变普攻技能第一段特效2	Prefab/Effect/cb_sjs_2b_attack_02	0.3	1	0	EffectPoint	1	1	1	0	1	0.5	340	290	105	2	0
409	双剑-2变普攻技能第一段特效3	Prefab/Effect/cb_sjs_2b_attack_02	0.3	1	0	EffectPoint	1	1	1	0	0.5	1	-27	80	235	2	0
410	双剑-2变普攻技能第二段特效	Prefab/Effect/cb_sjs_2b_attack_02	0.4	1	0	EffectPoint	1	1	1	-0.2	1	1	0	0	-50	2	0
411	双剑-2变普攻技能第三段特效	Prefab/Effect/cb_sjs_2b_attack_02	0.3	1	0	EffectPoint	1	1	1	-0.2	1	1	0	0	-20	2	0
412	双剑-2变普攻技能第四段特效1	Prefab/Effect/cb_sjs_2b_attack_04_02	0.2	1	0	EffectPoint	1	1	1	0	0.5	0	0	0	0	1	0
413	双剑-2变普攻技能第四段特效2	Prefab/Effect/cb_sjs_2b_attack_04_01	0.3	1	0	EffectPoint	1	1	1	0	0.1	-2	0	0	0	2	0
414	骑乘冲刺特效-滑板	Prefab/Effect/cb_qc_huaban_chongci_001	0	1	0	EffectPoint	1	1	1	0	0.6	-2.5	0	0	0	0	0
415	骑乘自身特效	Prefab/Effect/cb_qc_huaban_zs_001	0	1	0	MountCenterPoint	1	1	1	0.927	-0.018	0.004	359.387	270	0	0	1
416	赤炎魔普攻特效	Prefab/Effect/cb_boss_chiyanyingmo_attack_001	0.4	1	0	EffectPoint	1	1	1	0	1.8	1	0	0	-70	0.6	0
417	赤炎魔续命补气	Prefab/Effect/cb_boss_chiyanyingmo_xumingbuqi_001	0.85	1	0	EffectPoint	1	1	1	0	1.8	-0.2	0	0	0	2.5	0
418	赤炎魔地狱风暴	Prefab/Effect/cb_boss_chiyanyingmo_diyufengbao	1	1	0	EffectPoint	1	1	1	0	0.3	0.5	0	0	0	2	0
419	赤炎魔地狱赤焰	Prefab/Effect/cb_boss_chiyanyingmo_diyuchiyan	0.85	1	0	EffectPoint	1	1	1	0.2	1.3	1	0	0	0	2	0
420	女王蜂普通攻击	Prefab/Effect/cb_nvfengwang_attack_001	0.65	1	0	EffectPoint	1	1	1	0.5	1	1	0	0	0	0.5	0
421	枯树精普通攻击	Prefab/Effect/cb_boss_kushujing_attack_001	0.6	1	0	EffectPoint	1	1	1	0	2.2	1	0	0	0	0.3	0
422	枯树精技能1	Prefab/Effect/cb_boss_kushujing_skill_001	0.6	1	0	EffectPoint	1	1	1	0	0.1	1.5	0	0	0	1.5	0
423	赤炎魔火buff	Prefab/Effect/cb_boss_chiyanyingmo_buff_huo	0	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	0	0
424	赤炎魔续命补气buff	Prefab/Effect/cb_boss_chiyanyingmo_xumingbuqi_buff_qiu	0	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	0	0
425	赤炎魔续命补气链	Prefab/Effect/cb_boss_chiyanyingmo_xumingbuqi_lian	0	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	0	0
426	瑟克萨斯普通攻击	Prefab/Effect/cb_boss_sekesasi_attack_001	0.4	1	0	EffectPoint	1	1	1	0	1.5	0.5	20	50	-90	0.6	0
427	瑟克萨斯技能攻击1	Prefab/Effect/cb_boss_sekesasi_skill01_01	0.4	1	0	EffectPoint	1	1	1	0.4	1.5	-0.3	0	0	0	1	0
428	瑟克萨斯技能攻击2	Prefab/Effect/cb_boss_sekesasi_skill01_02	1.4	1	0	EffectPoint	1	1	1	0.4	0.1	0.7	0	0	0	1.2	0
429	骑乘冲刺特效-摩托	Prefab/Effect/cb_qc_huaban_chongci_001	0	1	0	EffectPoint	1	1	1	0	1.2	-2.5	10	0	0	0	0
430	双剑-2变特殊技能隐身状态特效	Prefab/Effect/cb_sjs_bianshenzhuangtai_01	0	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	0	0
431	采集点特效	Prefab/Effect/cb_scene_caocong_01	0	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	1.2	0
432	双剑士1变状态特效	Prefab/Effect/cb_sjs_1b_zhuangtai_ty	0	1	0	CenterPoint	1	1	1	1	0	0	0	0	90	0	0
433	双剑士2变状态特效	Prefab/Effect/cb_buff_PVE	0	1	0	CenterPoint	1	1	1	1.3	0	0	0	0	90	20	0
434	坐骑冲刺屏幕特效	Prefab/Effect/cb_qc_chongci_camera_001	0	0	0	EffectPoint	0	-1	1	0	0	4.5	0	90	0	3	0
435	组队传送特效	Prefab/Effect/cb_shengji_ty	0	1	0	EffectPoint	1	-1	1	0	0.1	0	0	0	0	2.5	0
436	狂战士-普攻1段特效	Prefab/Effect/cb_kuangzhanshi_attack_001	0.2	1	0	EffectPoint	1	1	1	0	1	0.5	0	0	0	0.4	0
437	狂战士-普攻2段特效	Prefab/Effect/cb_kuangzhanshi_attack_001	0.2	1	0	EffectPoint	1	1	1	0	1.2	1	344.16	397.82	231.85	0.4	0
438	狂战士-普攻3段特效	Prefab/Effect/cb_kuangzhanshi_attack_002	0.3	1	0	EffectPoint	1	1	1	0	0.2	0.3	375.73	-13.44	340	0.5	0
439	狂战士-普攻4段特效	Prefab/Effect/cb_kuangzhanshi_attack_003	0.35	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	0.5	0
440	魔导士-瞬移技能特效1	Prefab/Effect/cb_mds_skill03_01	0.2	1	0	EffectPoint	0	1	1	0	1	0	0	0	0	2	0
441	魔导士-瞬移技能特效2	Prefab/Effect/cb_mds_skill03_02	0.75	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	2	0
442	BOSS改装型X5-普攻特效1	Prefab/Effect/cb_boss_gaizhuangxingX05_attack	0.3	1	0	EffectPoint	1	1	1	0.8	1.8	-0.5	0	0	0	1	0
443	BOSS改装型X5-普攻特效2	Prefab/Effect/cb_boss_gaizhuangxingX05_attack	0.3	1	0	EffectPoint	1	1	1	-1	1.8	-0.5	0	0	0	1	0
444	BOSS改装型X5-技能1特效1	Prefab/Effect/cb_boss_gaizhuangxingX05_skill01_02	0.2	1	0	EffectPoint	1	1	1	0	1.5	0	0	0	0	0.6	0
445	BOSS改装型X5-技能1特效2	Prefab/Effect/cb_boss_gaizhuangxingX05_skill01_01	1.1	1	0	EffectPoint	1	1	1	0.7	2	-0.5	0	0	0	0.7	0
446	BOSS改装型X5-技能1特效3	Prefab/Effect/cb_boss_gaizhuangxingX05_skill01_01	1.1	1	0	EffectPoint	1	1	1	-0.7	2	-0.5	0	0	0	0.7	0
447	BOSS改装型X5-技能2特效1	Prefab/Effect/cb_boss_gaizhuangxingX05_skill02	0.8	1	0	EffectPoint	1	1	1	0.8	2	0	0	0	0	1	0
448	BOSS改装型X5-技能2特效2	Prefab/Effect/cb_boss_gaizhuangxingX05_skill02	0.8	1	0	EffectPoint	1	1	1	-0.8	2	0	0	0	0	1	0
449	双剑士-突刺特效2	Prefab/Effect/cb_sjs_skill_03_02	0	1	0	EffectPoint	0	-1	1	0	0	-2	0	0	0	1	0
450	双剑士-突刺特效3	Prefab/Effect/cb_sjs_skill_03_03	0	1	0	EffectPoint	0	-1	1	0	0	-2	0	0	0	1	0
451	摩托车骑乘展示特效	Prefab/Effect/cb_qc_zhanshi_01	0	1	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0	0
452	场景火焰特效	Prefab/Effect/cb_scene_huo_01	0	1	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0	0
453	场景空气墙	Prefab/Effect/cb_scene_kongqiqiang_01	0	1	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0	0
454	BOSS-混沌维护者技能特效	Prefab/Effect/cb_boss_hundunweihuzhe_skill_001	0.8	1	0	EffectPoint	0	-1	1	0	0	3	0	0	0	1.3	0
455	魔导士-3变普攻1段特效1	Prefab/Effect/cb_mds_2B_attack2B_01	0.5	1	0	EffectPoint	1	1	1	0	1.5	0	0	0	0	0.5	0
456	魔导士-3变普攻2段特效1	Prefab/Effect/cb_mds_2B_attack2B_02_01	0	1	0	EffectPoint	1	1	1	0	0	0.5	0	0	0	1	0
457	魔导士-3变普攻2段特效2	Prefab/Effect/cb_mds_2B_attack2B_02_02	0.5	1	0	EffectPoint	1	1	1	0	1.5	5	0	0	0	0.6	0
458	魔导士-3变普攻3段特效1	Prefab/Effect/cb_mds_2B_attack2B_03_01	0.3	1	0	EffectPoint	1	1	1	0	2.5	0	0	0	0	0.8	0
459	魔导士-3变普攻3段特效2	Prefab/Effect/cb_mds_2B_attack2B_03_02	1	1	0	EffectPoint	1	1	1	0	0	1	0	0	0	2.2	0
460	魔导士-技能2特效1	Prefab/Effect/cb_mds_skill02_01	0.3	1	0	EffectPoint	1	1	1	0	1.2	1.5	0	0	0	2.1	0
461	魔导士-技能2特效2	Prefab/Effect/cb_mds_skill02_02	2.5	1	0	EffectPoint	0	1	1	0	0	0	0	0	0	3.1	0
462	魔导士-技能4特效1	Prefab/Effect/cb_mds_skill04_01	0	1	0	EffectPoint	1	1	1	0	0.5	0	0	0	0	0.8	0
463	魔导士-技能4-2段特效2	Prefab/Effect/cb_mds_skill04_02	0.4	1	4	EffectPoint	0	1	1	0	0	0	0	0	0	2	0
464	场景传送门特效	Prefab/Effect/cb_scene_chuansong_001	0	1	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0	0
465	通用减速特效	Prefab/Effect/buff_cb_jiansu_001	0	1	0	EffectPoint	1	-1	1	0	0.1	0	0	0	0	0	0
466	魔导士-普攻1段特效	Prefab/Effect/cb_mds_attack_01	0.4	1	0	EffectPoint	1	-1	1	0	1.5	1	0	0	0	1.1	0
467	魔导士-普攻2段特效	Prefab/Effect/cb_mds_attack_02	0.3	1	0	EffectPoint	1	-1	1	0	1.5	1	0	0	0	1.3	0
468	魔导士-普攻3段特效	Prefab/Effect/cb_mds_attack_03	0.25	1	0	EffectPoint	1	-1	1	0	1.5	1.2	0	0	0	1.3	0
469	魔导士-普攻4段特效	Prefab/Effect/cb_mds_attack_04	0.2	1	0	EffectPoint	1	-1	1	0	0.5	0	0	0	0	1.6	0
470	魔导士-2变普攻1段特效	Prefab/Effect/cb_mds_attack2B_01	0.35	1	0	EffectPoint	1	-1	1	0	1.5	1	0	0	0	1.1	0
471	魔导士-2变普攻2段特效	Prefab/Effect/cb_mds_attack2B_02	0.3	1	0	EffectPoint	1	-1	1	0	1.5	1	0	0	0	1.3	0
472	魔导士-2变普攻3段特效	Prefab/Effect/cb_mds_attack2B_03	0.3	1	0	EffectPoint	1	-1	1	0	1.5	1	0	0	0	1.1	0
473	魔导士-2变普攻4段特效	Prefab/Effect/cb_mds_attack2B_04	0	1	0	EffectPoint	1	-1	1	0	1.5	1.2	0	0	0	0.9	0
474	剧情光点	Prefab/Effect/cb_juqing_huiqiguangdian_01	0	1	0	EffectPoint	0	-1	1	0	0	0	0	0	0	0	0
475	副本通关	Prefab/Effect/cb_ui_shengli_001	0	0	0	EffectPoint	0	-1	1	0	0	6	0	180	0	1.5	0
476	装备强化UI特效	Prefab/Effect/cb_ui_qianghua_001	0	0	0	EffectPoint	1	1	1	0	0	0	0	0	0	1.5	0
477	狂战士-普攻1段特效	Prefab/Effect/cb_kzs_Attack01_01	0.3	1	0	EffectPoint	1	1	1	0	1	0	0	0	0	0.6	0
478	狂战士-普攻2段特效	Prefab/Effect/cb_kzs_Attack01_02	0.25	1	0	EffectPoint	1	1	1	-0.1	1.5	-0.4	330	360	13	0.7	0
479	狂战士-普攻3段特效	Prefab/Effect/cb_kzs_Attack01_03	0.25	1	0	EffectPoint	1	1	1	0	1	0	90	90	190	0.7	0
480	狂战士-普攻4段特效	Prefab/Effect/cb_kzs_Attack01_03	0.25	1	0	EffectPoint	1	1	1	0	1.4	0	270	0	0	0.7	0
481	狂战士-连续斩1段特效	Prefab/Effect/cb_kzs_Skill01_01	0.6	1	0	EffectPoint	1	1	1	0	0	1	0	0	0	0.6	0
482	狂战士-连续斩2段特效1	Prefab/Effect/cb_kzs_Skill01_01	0.6	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	0.7	0
483	狂战士-连续斩2段特效2	Prefab/Effect/cb_kzs_Skill01_02	0.5	1	0	EffectPoint	1	1	1	0	1	0	0	0	0	0.8	0
484	狂战士-狂暴旋风2特效1	Prefab/Effect/cb_kzs_Skill02_01	0.3	1	0	EffectPoint	1	1	1	0	1.5	0	350	211	126	0.3	0
485	狂战士-狂暴旋风2特效2	Prefab/Effect/cb_kzs_Skill02_02	0.65	1	0	EffectPoint	1	1	1	-0.3	1.7	0	0	0	273	0.4	0
486	狂战士-狂暴旋风2特效3	Prefab/Effect/cb_kzs_Skill02_03	1.1	1	0	EffectPoint	1	1	1	0	1.5	0.8	0	0	0	0.35	0
487	狂战士-狂暴旋风2特效4	Prefab/Effect/cb_kzs_Skill02_04	1.5	1	0	EffectPoint	1	1	1	0	1.5	0	270	0	0	0.65	0
488	狂战士-狂暴旋风2特效5	Prefab/Effect/cb_kzs_Skill02_05	2.2	1	0	EffectPoint	1	1	1	0	1	1.5	0	0	0	0.5	0
489	狂战士-地裂斩3特效1	Prefab/Effect/cb_kzs_Skill03_01	0.6	1	0	EffectPoint	0	1	1	0	0.3	1	0	0	0	1.5	0
490	狂战士-地裂斩3特效2	Prefab/Effect/cb_kzs_Skill03_02	0.75	1	0	EffectPoint	0	1	1	0	0.1	1.5	0	0	0	1	0
491	狂战士-夺魂之镰4特效1	Prefab/Effect/cb_kzs_Skill04_01	0.25	1	0	EffectPoint	0	1	1	0	1.3	3	0	0	0	0.4	0
492	狂战士-夺魂之镰4特效2	Prefab/Effect/cb_kzs_Skill04_02	0.25	1	0	EffectPoint	1	1	1	0.05	1.25	2.4	0	90	0	0.7	0
493	狂战士-1变血之盾1段	Prefab/Effect/cb_kzs_Skill1B_01	0.4	1	0	EffectPoint	1	1	1	0	0.1	0	0	0	0	0.9	0
494	狂战士-1变血之盾2段	Prefab/Effect/cb_kzs_Skill1B_04	0.4	1	0	EffectPoint	1	1	1	0	0.1	0	0	0	0	0.7	0
495	狂战士-血盾特效	Prefab/Effect/cb_kzs_Skill1B_xuedun	0	1	0	EffectPoint	1	1	1	0	0.1	0	0	0	0	4	0
496	狂战士-2变普攻1段	Prefab/Effect/cb_kzs_Attack2B_01	0.35	1	0	EffectPoint	1	1	1	0	1.5	0	-60	90	220	0.9	0
497	狂战士-2变普攻2段	Prefab/Effect/cb_kzs_Attack2B_01	0.7	1	0	EffectPoint	1	1	1	0.2	1.1	0.25	307	245	110	0.65	0
498	狂战士-2变技能	Prefab/Effect/cb_kzs_Skill2B_01	0.6	1	0	EffectPoint	1	1	1	0	0.03	2.4	0	0	0	1.8	0
499	狂战士勇猛技能3	Prefab/Effect/cb_kzs_Skill03_yongmeng	0	1	0	EffectPoint	1	1	1	0	0.1	0	0	0	0	6	0
500	狂战士地陷技能1	Prefab/Effect/cb_kzs_Skill01_dixian	0	1	0	EffectPoint	0	1	1	0	0.1	0	0	0	0	6	0
501	骑乘自身特效_飞车	Prefab/Effect/cb_qc_feiche_001_001	0	1	0	MountCenterPoint	1	1	1	0.044	0.134	0	359.387	0	0	0	1
502	骑乘自身特效_摩托	Prefab/Effect/cb_qc_motuo_001_001	0	1	0	MountCenterPoint	1	1	1	0.6	0	0	1.0245	270	270	0	1
503	魔导师技能1-1段特效	Prefab/Effect/cb_mds_skill01_01	0.2	1	0	EffectPoint	0	1	1	0	1.5	0	0	0	0	0.45	0
504	魔导师技能1-2段特效	Prefab/Effect/cb_mds_skill01_02	0.05	1	0	EffectPoint	0	1	1	0	1.3	1	0	0	0	1.5	0
505	魔导师1变技能01	Prefab/Effect/cb_mds_skill1B_03_01	0.5	1	0	EffectPoint	0	1	1	0	0	1	0	0	0	1.5	0
506	魔导师2变附加技特效1	Prefab/Effect/cb_mds_skill2B_03_01	0.12	1	0	EffectPoint	0	1	1	0	1.5	1	0	0	0	0.5	0
507	魔导师2变附加技特效2	Prefab/Effect/cb_mds_skill2B_03_02	0	1	0	EffectPoint	0	1	1	0	0	0	0	0	0	0.5	0
508	魔导师普攻子弹特效	Prefab/Effect/cb_mds_attack_zidan_01	0	1	0	EffectPoint	0	1	1	0	0	0	0	0	0	0	0
509	魔导师攻击目标特效	Prefab/Effect/cb_mds_attack_mubiao_01	0	1	0	CenterPoint	1	1	1	0	0	0	0	0	0	0.2	0
510	魔导师攻击2变子弹特效	Prefab/Effect/cb_mds_2B_attack_zidan_01	0	1	0	EffectPoint	0	1	1	0	0	0	0	0	0	0	0
511	魔导师攻击2变目标特效	Prefab/Effect/cb_mds_attack2B_mubiao_01	0	1	0	CenterPoint	1	1	1	0	0	0	0	0	0	0.2	0
512	魔导师1段技能01火球	Prefab/Effect/cb_mds_skill01_huoqiu_01	0	1	0	EffectPoint	0	1	1	0	0	0	0	0	0	0	0
513	魔导师2段技能群伤	Prefab/Effect/cb_mds_skill01_02_qun	0.63	1	4	EffectPoint	0	1	1	0	0	0	0	0	0	2	0
514	赤魔攻击特效	Prefab/Effect/cb_boss_chimo_attack	0.55	1	0	EffectPoint	0	1	1	0	2	1	0	0	0	0.2	0
515	迪莉娅攻击	Prefab/Effect/cb_boss_diliya_attack_01	0.3	1	0	EffectPoint	0	1	1	0	1.5	1.5	0	0	0	0	0
516	迪莉娅技能1	Prefab/Effect/cb_boss_diliya_skill02_01	0.25	1	0	EffectPoint	0	1	1	0	1.3	0	0	0	0	1.5	0
517	迪莉娅技能2	Prefab/Effect/cb_boss_diliya_skill03_01	0.5	1	0	EffectPoint	0	1	1	0	2	1	0	0	0	1	0
518	废墟之主攻击	Prefab/Effect/cb_boss_feixuzhizhu_attack_01	0.5	1	0	EffectPoint	0	1	1	0	1.5	1	0	0	0	0.4	0
519	废墟之主技能1	Prefab/Effect/cb_boss_feixuzhizhu_skill01_01	0.2	1	0	EffectPoint	0	1	1	0	1.3	1.5	0	0	0	1.2	0
520	废墟之主技能2	Prefab/Effect/cb_boss_feixuzhizhu_skill02_01	0.8	1	0	EffectPoint	0	1	1	0	0	0	0	0	0	0.3	0
521	火焰鹰仙子法师攻击	Prefab/Effect/cb_boss_huoyanyingxianzifashi_attack_01	0.6	1	0	EffectPoint	0	1	1	0	1	3	0	0	0	0.5	0
522	火焰鹰仙子法师技能1	Prefab/Effect/cb_boss_huoyanyingxianzifashi_skill01_01	0.5	1	0	EffectPoint	0	1	1	0	0	1.5	0	0	0	1.3	0
523	火焰鹰仙子法师技能2	Prefab/Effect/cb_boss_huoyanyingxianzifashi_skill02_01	0.5	1	0	EffectPoint	0	1	1	0	1	1	0	0	0	0.4	0
524	魔导师沉默	Prefab/Effect/cb_buff_chenmo_01	0	1	0	HeadPoint	1	1	1	-0.854	-0.29	-0.066	0	0	0	0	0
525	魔导师寒冰	Prefab/Effect/cb_buff_hanbing	0	1	0	EffectPoint	0	1	1	0	0	0	0	0	0	0	0
526	魔导师冰甲	Prefab/Effect/cb_buff_bingjia	0	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	4	0
527	废墟卫士技能1	Prefab/Effect/cb_boss_feixuweishi_attack_01	0.15	1	0	EffectPoint	0	1	1	0.4	1	0.5	0	0	0	0.2	0
528	废墟卫士攻击	Prefab/Effect/cb_buff_bingjia	0.1	1	0	EffectPoint	0	1	1	0.4	1	0.5	0	0	0	1	0
529	狂战士PVE狂怒	Prefab/Effect/cb_kzs_Skill1B_01_xin	0.25	1	0	EffectPoint	1	1	1	0	0.05	0	0	0.1	1.5	1	0
530	狂战士PVE旋风斩2段	Prefab/Effect/cb_kzs_Skill1B_03_02	0.15	1	0	EffectPoint	1	1	1	0	1	0	90	-90	0	1.6	0
531	狂战士PVP天崩地裂1段	Prefab/Effect/cb_kzs_Skill2B_03_01	0	1	0	EffectPoint	1	1	1	0	0	0	0	0	0	0.7	0
532	狂战士PVP天崩地裂2段	Prefab/Effect/cb_kzs_Skill2B_03_02	1	1	0	EffectPoint	0	1	1	0	0.1	1.5	0	0	0	2	0
533	狂战士PVP开山憾地1段	Prefab/Effect/cb_kzs_Skill2B_04_01	0.3	1	0	EffectPoint	1	1	1	0	3.2	-0.4	0	0	0	1.9	0
534	狂战士PVP开山憾地2段	Prefab/Effect/cb_kzs_Skill2B_04_02	1.2	1	0	EffectPoint	0	1	1	0	0.1	2.3	0	0	0	1.9	0
535	魔导师PVE龙卷风自身	Prefab/Effect/cb_mds_skill1B_01_01	0.3	1	0	EffectPoint	0	1	1	0	1.3	2	0	0	0	0.8	0
536	魔导师PVE龙卷风持续	Prefab/Effect/cb_mds_skill1B_01_02	0.3	0	4	EffectPoint	0	1	1	0	0	0	0	0	0	1.3	0
537	魔导师PVP冰霜轰爆	Prefab/Effect/cb_mds_skill2B_02_01	0.5	1	4	EffectPoint	0	1	1	0	0	1	0	0	0	1.5	0
538	魔导师PVE流星风暴	Prefab/Effect/cb_mds_skill1B_04_01	0.3	1	0	EffectPoint	0	1	1	0	0	0	0	0	0	2	0
539	魔导师PVE流星风暴群	Prefab/Effect/cb_mds_skill1B_04_01_qun	0.3	1	4	EffectPoint	0	1	1	0	0	0	0	0	0	2	0
540	魔导师PVP制裁之雷1段	Prefab/Effect/cb_mds_skill2B_04_01	0.1	1	0	EffectPoint	0	1	1	-0.5	1.3	0	0	0	0	1.8	0
