Id	Name	Name	Title	ResPath	AnimPath	HeadPic	NPCSpriteName	HeadInfoHeight	Scale	DeadSound01	DeadSound02	DeadSound03	ModelType	EffectId01	EffectId02	EffectId03	EffectId04	EffectId05	SelectCircleSize	BornEffect1	BornEffect2
159	废墟之主	废墟之主	遗忘废墟剧情副本boss	Npc_feixuzhizhu_001	Animation/NPC/niaoren/danshoujian	FeiXuZhiZhu	FeiXuZhiZhu	3	1.5	20	20	20	1	-1	-1	-1	-1	-1	1	-1	-1
160	钢铁巨猿	钢铁巨猿	雷纳堡边境副本boss	Npc_gangtiejuyuan_001	Animation/NPC/dongwu/xingxing	head-role	heiyiren	2	1	20	20	20	1	-1	-1	-1	-1	-1	1	-1	-1
161	狮鹫兽	狮鹫兽	雷纳堡边境副本精英	Npc_shijiushou_001	Animation/NPC/dongwu/dagou	head-role	heiyiren	3	1.5	20	20	20	3	-1	-1	-1	-1	-1	1	-1	-1
162	赤翼翔狮	赤翼翔狮	雷纳堡边境副本boss	Npc_chiyixiangshi_001	Animation/NPC/dongwu/dagou	ChiYiShiJiu	ChiYiShiJiu	3	1.5	20	20	20	3	-1	-1	-1	-1	-1	1	-1	-1
163	机械长炮怪	转换型B01	雷纳堡副本1	Npc_jixiechangpaoguai_001	Animation/NPC/niaoren/kongshou	head-role	heiyiren	2	1	20	20	20	1	-1	-1	-1	-1	-1	1	-1	-1
164	雷纳堡副本改装型X05小怪	转换型X01	雷纳堡副本1	Npc_zhuanhuanxing_001	Animation/NPC/niaoren/kongshou	head-role	GaiZhuangXingX03	2	1	20	20	20	1	-1	-1	-1	-1	-1	1	-1	-1
165	机械牛头怪	转换型B03	雷纳堡副本1	Npc_jixieniutouguai_001	Animation/NPC/dongwu/dagou	head-role	heiyiren	2	1	20	20	20	3	-1	-1	-1	-1	-1	1	-1	-1
166	雷纳堡副本改装型X02小怪	仲裁者	副本npc	Npc_zhongcaizhe_001	Animation/NPC/jixie/renxing	head-role	ShouHuZheR10	3	1.5	20	20	20	1	-1	-1	-1	-1	-1	1	-1	-1
167	墓地守卫	冰塔僵尸	副本npc	Npc_mudishouwei_001	Animation/NPC/biaonan/danshoujianxiaoguai	head-role	heiyiren	2	1	20	20	20	1	-1	-1	-1	-1	-1	1	-1	-1
168	墓地领队	黑杰克	副本npc	Npc_mudilingdui_001	Animation/NPC/biaonan/danshoujian	head-role	heiyiren	3	1.5	20	20	20	1	-1	-1	-1	-1	-1	1	-1	-1
169	三头犬	地狱三头犬	副本npc	Npc_diyusantouquan_001	Animation/NPC/dongwu/dagou	head-role	heiyiren	2	1	20	20	20	3	-1	-1	-1	-1	-1	1	-1	-1
170	艾琳娜	艾琳娜	副本npc	Npc_ailinna_001	Animation/NPC/biaonv/feixing	Elena	Elena	2	1	20	20	20	1	-1	-1	-1	-1	-1	1	-1	-1
171	亡灵皮亚索拉	亡灵皮亚索拉	副本npc	Npc_youlingjueshi_001	Animation/NPC/zhuru/kongshou	head-role	heiyiren	2	1	20	20	20	2	-1	-1	-1	-1	-1	1	-1	-1
172	亡灵之塔小怪	地狱猎犬	副本npc	Npc_diyuliequan_001	Animation/NPC/dongwu/dagou	head-role	heiyiren	2	1	20	20	20	3	-1	-1	-1	-1	-1	1	-1	-1
173	陨石巨人	陨石巨人	精英野外	Npc_yunshijuren_Boss_001	Animation/NPC/juren/kongshou	head-role	heiyiren	3	1	20	20	20	2	-1	-1	-1	-1	-1	1	-1	-1
174	仓库北	琳	副本npc	NPC_lin_001	Animation/NPC/biaonv/kongshou	Lin	Lin	2	1	20	20	20	1	-1	-1	-1	-1	-1	1	-1	-1
175	仓库南	梅里娅	npc	Npc_meiliya_001	Animation/NPC/biaonv/kongshou	MeiLiYa	MeiLiYa	2	1	171	171	171	1	-1	-1	-1	-1	-1	1	-1	-1
176	顶角豹	顶角豹	副本npc	Npc_dingjiaobao_001	Animation/NPC/dongwu/dagou	head-role	heiyiren	2	1	20	20	20	3	-1	-1	-1	-1	-1	1	-1	-1
177	demo阶段小怪	demo阶段小怪	副本npc	Npc_xiaoguai_001	Animation/NPC/biaonan/danshoujianxiaoguai	head-role	heiyiren	3	1.5	20	20	20	1	-1	-1	-1	-1	-1	1	389	-1
178	失控机器人	刺杀进化者换色	雷纳堡小怪	Npc_cishajinhuazhe_002	Animation/NPC/jixie/renxing	head-role	heiyiren	2	1	20	20	20	1	-1	-1	-1	-1	-1	1	-1	-1
179	雷纳堡副本改装型X02小怪	仲裁者换色	副本npc	Npc_zhongcaizhe_003	Animation/NPC/jixie/renxing	head-role	ShouHuZheR10	2	1	20	20	20	1	-1	-1	-1	-1	-1	1	-1	-1
180	墓地守卫	冰塔僵尸	副本npc	Npc_mudishouwei_002	Animation/NPC/biaonan/danshoujianxiaoguai	head-role	heiyiren	2	1	20	20	20	1	-1	-1	-1	-1	-1	1	-1	-1
181	冰冻墓地小怪2	墓地守卫	副本npc	Npc_mudishouwei_002	Animation/NPC/biaonan/danshoujianxiaoguai	head-role	heiyiren	2	1	20	20	20	1	-1	-1	-1	-1	-1	1	-1	-1
504	宠物修理工	修理工	宠物	Pet_airen_001_001	Animation/NPC/pet/jiqiren	head-role	heiyiren	1.7	1.5	20	20	20	1	-1	-1	-1	-1	-1	1	-1	-1
505	宠物变异修理工	变异修理工	宠物	Pet_airen_001_002	Animation/NPC/pet/jiqiren	head-role	heiyiren	1.7	1.5	20	20	20	1	-1	-1	-1	-1	-1	1	-1	-1
506	宠物机械战士	机械战士	宠物	Pet_airen_002_001	Animation/NPC/pet/jiqiren	head-role	heiyiren	1.7	1.5	20	20	20	1	-1	-1	-1	-1	-1	1	-1	-1
507	宠物变异机械战士	变异机械战士	宠物	Pet_pate_002_001	Animation/NPC/pet/jiqiren	head-role	heiyiren	1.7	1.5	20	20	20	1	-1	-1	-1	-1	-1	1	-1	-1
508	宠物路障	路障	宠物	Pet_pate_001_002	Animation/NPC/pet/jiqiren	head-role	heiyiren	1.7	1.5	20	20	20	1	-1	-1	-1	-1	-1	1	-1	-1
509	宠物变异路障	变异路障	宠物	Pet_pate_001_001	Animation/NPC/pet/jiqiren	head-role	heiyiren	1.7	1.5	20	20	20	1	-1	-1	-1	-1	-1	1	-1	-1
510	宠物座狼	座狼	宠物	Pet_zuolang_001_001	Animation/NPC/dongwu/dagou	head-role	heiyiren	1.5	1	20	20	20	3	-1	-1	-1	-1	-1	1	-1	-1
511	宠物变异座狼	变异座狼	宠物	Pet_zuolang_002_001	Animation/NPC/dongwu/dagou	head-role	heiyiren	1.5	1	20	20	20	3	-1	-1	-1	-1	-1	1	-1	-1
512	飞车	飞车	骑乘	Qc_feiche_001_001	Animation/NPC/Ride/Bike	head-role	heiyiren	1.5	1	20	20	20	-1	-1	-1	-1	-1	-1	1	-1	-1
513	有翅膀的斯卡伊德	有翅膀的斯卡伊德	npc	Npc_sikayide_chibang	Animation/NPC/biaonan/kongshou		JiCheShi	2	1	20	20	20	1	-1	-1	-1	-1	-1	1	-1	-1
514	贝蕾格莉	贝蕾格莉	npc	Npc_beileigeli_chibang	Animation/NPC/biaonv/kongshou	BeiLeiGeLi	BeiLeiGeLi	2	1	171	171	171	1	-1	-1	-1	-1	-1	1	-1	-1
515	骑乘-次日那个	骑乘-次日那个	骑乘	Qc_bike_01	Animation/NPC/Ride/Bike	head-role	heiyiren	1.5	1	20	20	20	-1	-1	-1	-1	-1	-1	1	-1	-1
516	鸟兽	鸟兽	副本npc	Npc_duyanniaoguai_001	Animation/NPC/niaoren/kongshou	head-role	heiyiren	2	1	20	20	20	1	-1	-1	-1	-1	-1	1	-1	-1
517	机械长炮怪	转换型B01	雷纳堡边境小怪	Npc_jixiechangpaoguai_001	Animation/NPC/niaoren/kongshou	head-role	heiyiren	3	1.5	20	20	20	1	-1	-1	-1	-1	-1	1	-1	-1
518	亡灵之塔小怪	黄金豹	小怪	Npc_huangjinbao_001	Animation/NPC/dongwu/dagou	head-role	heiyiren	2	1.2	20	20	20	3	-1	-1	-1	-1	-1	1	-1	-1
519	赤魔	赤魔	小怪	Npc_chimo_001	Animation/NPC/guihun/kongshou	head-role	heiyiren	2	1	20	20	20	1	-1	-1	-1	-1	-1	1	-1	-1
520	卡里安	卡里安	副本boss	Npc_kalian_001	Animation/NPC/zhuangnan/danshoujian	head-role	heiyiren	3.4	1.2	171	171	171	1	-1	-1	-1	-1	-1	1	-1	-1
521	梦魇	梦魇	副本npc	Npc_mengyan_001	Animation/NPC/biaonv/feixing	head-role	heiyiren	2	1	20	20	20	1	-1	-1	-1	-1	-1	1	-1	-1
