Id	DESC	szString	type_1	type_2
2269		劉永川	1	1
2270		六.四	1	1
2271		六。四	1	1
2272		六合彩	1	1
2273		六盘水	1	1
2274		六四	1	1
2275		六-四	1	1
2276		六四事件	1	1
2277		六四运动	1	1
2278		六四真相	1	1
2279		鷚	1	1
2280		龙虎靠	1	1
2281		龙首	1	1
2282		龙新民	1	1
2283		龍虎豹	1	1
2284		龍首	1	1
2285		娄底娄星广场	1	1
2286		陆委会	1	1
2287		陸委會	1	1
2288		輅	1	1
2289		卵	1	1
2290		卵巢	1	1
2291		乱交	1	1
2292		乱砍人	1	1
2293		乱伦	1	1
2294		乱轮	1	1
2295		亂交	1	1
2296		亂倫	1	1
2297		亂輪	1	1
2298		掄功	1	1
2299		轮干	1	1
2300		轮功	1	1
2301		轮奸	1	1
2302		轮流干	1	1
2303		轮盘赌	1	1
2304		倫功	1	1
2305		輪大	1	1
2306		輪功	1	1
2307		輪奸	1	1
2308		论坛管理员	1	1
2309		論壇管理員	1	1
2310		腡	1	1
2311		骡干	1	1
2312		羅福助	1	1
2313		羅幹	1	1
2314		羅禮詩	1	1
2315		羅文嘉	1	1
2316		羅志明	1	1
2317		濼	1	1
2318		吕秀莲	1	1
2319		呂京花	1	1
2320		呂秀蓮	1	1
2321		旅游局	1	1
2322		鋝	1	1
2323		妈B	1	1
2324		妈逼	1	1
2325		妈逼靠	1	1
2326		妈比	1	1
2327		妈的	1	1
2328		妈的靠	1	1
2329		妈卖妈屁	1	1
2330		妈批	1	1
2331		妈祖	1	1
2332		媽B	1	1
2333		媽比	1	1
2334		媽的	1	1
2335		媽批	1	1
2336		麻醉钢枪	1	1
2337		麻醉枪	1	1
2338		麻醉药	1	1
2339		麻醉乙醚	1	1
2340		嗎的	1	1
2341		嗎啡	1	1
2342		马克思	1	1
2343		马卖马屁	1	1
2344		马英九	1	1
2345		馬大維	1	1
2346		馬克思	1	1
2347		馬良駿	1	1
2348		馬三家	1	1
2349		馬時敏	1	1
2350		馬特斯	1	1
2351		馬英九	1	1
2352		馬永成	1	1
2353		瑪雅	1	1
2354		吗的	1	1
2355		吗的靠	1	1
2356		吗啡	1	1
2357		吗啡碱	1	1
2358		吗啡片	1	1
2359		买财富	1	1
2360		买卖枪支	1	1
2361		麦角酸	1	1
2362		卖.国	1	1
2363		卖B	1	1
2364		卖ID	1	1
2365		卖QQ	1	1
2366		卖逼	1	1
2367		卖比	1	1
2368		卖财富	1	1
2369		卖党求荣	1	1
2370		卖国	1	1
2371		卖国求荣	1	1
2372		卖号	1	1
2373		卖号靠	1	1
2374		卖卡	1	1
2375		卖软件	1	1
2376		卖骚	1	1
2377		卖药	1	1
2378		卖淫	1	1
2379		麥克斯	1	1
2380		勱	1	1
2381		賣逼	1	1
2382		賣比	1	1
2383		賣國	1	1
2384		賣騷	1	1
2385		賣淫	1	1
2386		瞞報	1	1
2387		慢性毒药	1	1
2388		毛XX	1	1
2389		毛厕洞	1	1
2390		毛厠洞	1	1
2391		毛东突暴动和独立	1	1
2392		毛东突组织	1	1
2393		毛东亚病夫	1	1
2394		毛董建华	1	1
2395		毛董贱华	1	1
2396		毛董文华	1	1
2397		毛懂文华	1	1
2398		毛独立	1	1
2399		毛独立台湾会	1	1
2400		毛短信群发器	1	1
2401		毛对日强硬	1	1
2402		毛多维社	1	1
2403		毛多维网	1	1
2404		毛多维新闻	1	1
2405		毛多维周刊	1	1
2406		毛恶搞晚会	1	1
2407		毛恩格斯	1	1
2408		毛二B	1	1
2409		毛二屄	1	1
2410		毛二逼	1	1
2411		毛二乙基酰胺	1	1
2412		毛发改委	1	1
2413		毛发奖使者	1	1
2414		毛发抡	1	1
2415		毛发抡功	1	1
2416		毛发伦	1	1
2417		毛发伦功	1	1
2418		毛发轮	1	1
2419		毛发论	1	1
2420		毛发论公	1	1
2421		毛发论功	1	1
2422		毛发骚	1	1
2423		毛发展研究中心	1	1
2424		毛发正念	1	1
2425		毛法(轮)功	1	1
2426		毛法*轮*功	1	1
2427		毛法功	1	1
2428		毛法愣	1	1
2429		毛法仑	1	1
2430		毛法轮	1	1
2431		毛法轮大法	1	1
2432		毛法轮功	1	1
2433		毛法西斯	1	1
2434		毛法制办	1	1
2435		毛反动	1	1
2436		毛反封锁技术	1	1
2437		毛反革命	1	1
2438		毛反共	1	1
2439		毛反华	1	1
2440		毛反恐委员会	1	1
2441		毛反日	1	1
2442		毛反政府	1	1
2443		毛分裂祖国	1	1
2444		毛佛教	1	1
2445		毛佛展千手法	1	1
2446		毛佛祖	1	1
2447		毛斧头镰刀	1	1
2448		毛傅鹏	1	1
2449		毛傅作义	1	1
2450		毛干GM	1	1
2451		毛干拎娘	1	1
2452		毛干你	1	1
2453		毛干你妈	1	1
2454		毛干你妈b	1	1
2455		毛干你妈逼	1	1
2456		毛干你娘	1	1
2457		毛干妳	1	1
2458		毛干妳老母	1	1
2459		毛干妳妈	1	1
2460		毛干妳娘	1	1
2461		毛干七八	1	1
2462		毛干死你	1	1
2463		毛肛	1	1
2464		毛肛交	1	1
2465		毛肛门	1	1
2466		毛港澳办	1	1
2467		毛高俊	1	1
2468		毛高丽棒子	1	1
2469		毛高校暴乱	1	1
2470		毛高校群体事件	1	1
2471		毛高校骚乱	1	1
2472		毛睾	1	1
2473		毛睾丸	1	1
2474		毛膏药旗	1	1
2475		毛工力	1	1
2476		毛工商局	1	1
2477		毛工作人员	1	1
2478		毛弓虽女干	1	1
2479		毛公安	1	1
2480		毛公安部	1	1
2481		毛公安局	1	1
2482		毛共产党	1	1
2483		毛共产主义	1	1
2484		毛共匪	1	1
2485		毛共狗	1	1
2486		毛共青团员	1	1
2487		毛狗b	1	1
2488		毛狗操	1	1
2489		毛狗卵	1	1
2490		毛狗娘	1	1
2491		毛狗屁	1	1
2492		毛狗日	1	1
2493		毛狗日的	1	1
2494		毛狗屎	1	1
2495		毛狗养	1	1
2496		毛古方迷香	1	1
2497		毛观世音	1	1
2498		毛官逼民反	1	1
2499		毛官商勾结	1	1
2500		毛管理人员	1	1
2501		毛管理员	1	1
2502		毛光明日报	1	1
2503		毛广电局	1	1
2504		毛龟儿子	1	1
2505		毛龟公	1	1
2506		毛龟孙子	1	1
2507		毛龟头	1	1
2508		毛鬼村	1	1
2509		毛滚	1	1
2510		毛郭伯雄	1	1
2511		毛国安局	1	1
2512		毛国防部	1	1
2513		毛国防科工委	1	1
2514		毛国管局	1	1
2515		毛国际法院	1	1
2516		毛国家民委	1	1
2517		毛国家主席	1	1
2518		毛国家主要部委	1	1
2519		毛国民党	1	1
2520		毛国民党万岁	1	1
2521		毛国土资源部	1	1
2522		毛国务院	1	1
2523		毛国研室	1	1
2524		毛国资委	1	1
2525		毛哈批	1	1
2526		毛海关总署	1	1
2527		毛海洛因	1	1
2528		毛海洋局	1	1
2529		毛何候华	1	1
2530		毛贺国强	1	1
2531		毛贺龙	1	1
2532		毛黑社会	1	1
2533		毛黑手党	1	1
2534		毛红卫兵	1	1
2535		毛洪兴	1	1
2536		毛洪志	1	1
2537		毛后庭	1	1
2538		毛胡XX	1	1
2539		毛胡紧涛	1	1
2540		毛胡紧掏	1	1
2541		毛胡紧套	1	1
2542		毛胡锦涛	1	1
2543		毛胡锦淘	1	1
2544		毛胡乔木	1	1
2545		毛胡耀邦	1	1
2546		毛胡主席	1	1
2547		毛花柳	1	1
2548		毛华国锋	1	1
2549		毛华建敏	1	1
2550		毛欢城	1	1
2551		毛欢城互动	1	1
2552		毛环保总局	1	1
2553		毛换妻	1	1
2554		毛黄　菊	1	1
2555		毛黄菊	1	1
2556		毛黄色电影	1	1
2557		毛黄色小电影	1	1
2558		毛回回	1	1
2559		毛回教	1	1
2560		毛回良玉	1	1
2561		毛回民暴动	1	1
2562		毛回族人吃猪肉	1	1
2563		毛昏药	1	1
2564		毛火棒	1	1
2565		毛机八	1	1
2566		毛机巴	1	1
2567		毛鸡	1	1
2568		毛鸡八	1	1
2569		毛鸡巴	1	1
2570		毛鸡叭	1	1
2571		毛鸡芭	1	1
2572		毛鸡掰	1	1
2573		毛鸡鸡	1	1
2574		毛鸡奸	1	1
2575		毛基地组织	1	1
2576		毛基督	1	1
2577		毛基督教	1	1
2578		毛激情电影	1	1
2579		毛激情小电影	1	1
2580		毛几届中央政治局委员	1	1
2581		毛计牌软件	1	1
2582		毛计生委	1	1
2583		毛妓	1	1
2584		毛妓女	1	1
2585		毛妓院	1	1
2586		毛佳静安定片	1	1
2587		毛贾庆林	1	1
2588		毛奸	1	1
2589		毛奸夫淫妇	1	1
2590		毛奸你	1	1
2591		毛奸淫	1	1
2592		毛监察部	1	1
2593		毛监管局	1	1
2594		毛监听王	1	1
2595		毛检察院	1	1
2596		毛建设部	1	1
2597		毛贱	1	1
2598		毛贱逼	1	1
2599		毛贱货	1	1
2600		毛贱人	1	1
2601		毛江Core	1	1
2602		毛江八	1	1
2603		毛江八点	1	1
2604		毛江独裁	1	1
2605		毛江核心	1	1
2606		毛江青	1	1
2607		毛江戏子	1	1
2608		毛江择民	1	1
2609		毛江泽民	1	1
2610		毛江贼民	1	1
2611		毛江折民	1	1
2612		毛江猪	1	1
2613		毛江猪媳	1	1
2614		毛江主席	1	1
2615		毛僵贼民	1	1
2616		毛疆独	1	1
2617		毛蒋介石	1	1
2618		毛蒋经国	1	1
2619		毛蒋中正	1	1
2620		毛酱猪媳	1	1
2621		毛交通部	1	1
2622		毛姣西	1	1
2623		毛叫床	1	1
2624		毛叫鸡	1	1
2625		毛叫小姐	1	1
2626		毛教育部	1	1
2627		毛届中央政治局委员	1	1
2628		毛金日成	1	1
2629		毛金正日	1	1
2630		毛禁书	1	1
2631		毛经济社会理事会	1	1
2632		毛经社理事会	1	1
2633		毛精液	1	1
2634		毛精子	1	1
2635		毛警匪一家	1	1
2636		毛敬国神社	1	1
2637		毛靖国神社	1	1
2638		毛静坐	1	1
2639		毛纠察员	1	1
2640		毛鸠	1	1
2641		毛鸠屎	1	1
2642		毛军国主义	1	1
2643		毛军妓	1	1
2644		毛军事委员会	1	1
2645		毛军委	1	1
2646		毛军长发威	1	1
2647		毛看牌器	1	1
2648		毛看牌软件	1	1
2649		毛看棋器	1	1
2650		毛看棋软件	1	1
2651		毛抗日	1	1
2652		毛尻	1	1
2653		毛靠	1	1
2654		毛靠你妈	1	1
2655		毛靠腰	1	1
2656		毛可待因	1	1
2657		毛可卡叶	1	1
2658		毛可卡因	1	1
2659		毛克林顿	1	1
2660		毛客服	1	1
2661		毛客户服务人员	1	1
2662		毛恐怖份子	1	1
2663		毛恐怖主义	1	1
2664		毛口交	1	1
2665		毛寇晓伟	1	1
2666		毛狂操	1	1
2667		毛狂操你全家	1	1
2668		毛拉登	1	1
2669		毛拉姆斯菲尔德	1	1
2670		毛懒教	1	1
2671		毛烂B	1	1
2672		毛烂屄	1	1
2673		毛烂逼	1	1
2674		毛烂比	1	1
2675		毛烂屌	1	1
2676		毛烂货	1	1
2677		毛劳+教+所	1	1
2678		毛劳动保障部	1	1
2679		毛老逼	1	1
2680		毛老毛子	1	1
2681		毛老母	1	1
2682		毛黎阳评	1	1
2683		毛李登辉	1	1
2684		毛李弘旨	1	1
2685		毛李红志	1	1
2686		毛李宏旨	1	1
2687		毛李宏志	1	1
2688		毛李洪志	1	1
2689		毛李岚清	1	1
2690		毛李鹏	1	1
2691		毛李鹏*	1	1
2692		毛李瑞环	1	1
2693		毛李山	1	1
2694		毛李铁映	1	1
2695		毛李先念	1	1
2696		毛李长春	1	1
2697		毛连战	1	1
2698		毛联大	1	1
2699		毛联合国	1	1
2700		毛联合国大会	1	1
2701		毛联易	1	1
2702		毛联易互动	1	1
2703		毛粮食局	1	1
2704		毛两腿之间	1	1
2705		毛列宁	1	1
2706		毛林彪	1	1
2707		毛林业局	1	1
2708		毛刘　淇	1	1
2709		毛刘军	1	1
2710		毛刘淇	1	1
2711		毛刘少奇	1	1
2712		毛刘云山	1	1
2713		毛流氓	1	1
2714		毛六.四	1	1
2715		毛六。四	1	1
2716		毛六合彩	1	1
2717		毛六四	1	1
2718		毛六-四	1	1
2719		毛六四事件	1	1
2720		毛六四真相	1	1
2721		毛龙新民	1	1
2722		毛卵	1	1
2723		毛轮功	1	1
2724		毛轮奸	1	1
2725		毛罗　干	1	1
2726		毛罗干	1	1
2727		毛骡干	1	1
2728		毛吕秀莲	1	1
2729		毛旅游局	1	1
2730		毛妈B	1	1
2731		毛妈逼	1	1
2732		毛妈比	1	1
2733		毛妈的	1	1
2734		毛妈卖妈屁	1	1
2735		毛妈批	1	1
2736		毛妈祖	1	1
2737		毛麻醉钢枪	1	1
2738		毛麻醉枪	1	1
2739		毛麻醉药	1	1
2740		毛麻醉乙醚	1	1
2741		毛马克思	1	1
2742		毛马卖马屁	1	1
2743		毛马英九	1	1
2744		毛吗啡	1	1
2745		毛吗啡碱	1	1
2746		毛吗啡片	1	1
2747		毛买财富	1	1
2748		毛买卖枪支	1	1
2749		毛麦角酸	1	1
2750		毛卖.国	1	1
2751		毛卖B	1	1
2752		毛卖ID	1	1
2753		毛卖QQ	1	1
2754		毛卖逼	1	1
2755		毛卖比	1	1
2756		毛卖财富	1	1
2757		毛卖党求荣	1	1
2758		毛卖国	1	1
2759		毛卖国求荣	1	1
2760		毛卖号	1	1
2761		毛卖卡	1	1
2762		毛卖软件	1	1
2763		毛卖淫	1	1
2764		毛毛XX	1	1
2765		毛毛厕洞	1	1
2766		毛毛一鲜	1	1
2767		毛毛泽东	1	1
2768		毛毛贼东	1	1
2769		毛毛主席	1	1
2770		毛梅花网	1	1
2771		毛美国	1	1
2772		毛美国佬	1	1
2773		毛美国之音	1	1
2774		毛美利坚	1	1
2775		毛蒙尘药	1	1
2776		毛蒙独	1	1
2777		毛蒙古达子	1	1
2778		毛蒙古独立	1	1
2779		毛迷魂药	1	1
2780		毛迷奸药	1	1
2781		毛迷歼药	1	1
2782		毛迷药	1	1
2783		毛密洞	1	1
2784		毛密宗	1	1
2785		毛民航局	1	1
2786		毛民进党	1	1
2787		毛民运	1	1
2788		毛民政部	1	1
2789		毛明慧网	1	1
2790		毛摩门教	1	1
2791		毛莫索里尼	1	1
2792		毛穆罕默德	1	1
2793		毛穆斯林	1	1
2794		毛奶子	1	1
2795		毛南联盟	1	1
2796		毛南蛮子	1	1
2797		毛嫩B	1	1
2798		毛伱妈	1	1
2799		毛你爸	1	1
2800		毛你大爷	1	1
2801		毛你二大爷	1	1
2802		毛你老母	1	1
2803		毛你老味	1	1
2804		毛你姥	1	1
2805		毛你姥姥的	1	1
2806		毛你妈	1	1
2807		毛你妈逼	1	1
2808		毛你妈的	1	1
2809		毛你娘	1	1
2810		毛你爷爷的	1	1
2811		毛妳老母的	1	1
2812		毛妳妈的	1	1
2813		毛妳马的	1	1
2814		毛妳娘的	1	1
2815		毛鸟GM	1	1
2816		毛鸟你	1	1
2817		毛牛逼	1	1
2818		毛牛比	1	1
2819		毛农业部	1	1
2820		毛虐待	1	1
2821		毛拍肩神药	1	1
2822		毛喷你	1	1
2823		毛彭真	1	1
2824		毛皮条	1	1
2825		毛屁眼	1	1
2826		毛嫖客	1	1
2827		毛苹果日报	1	1
2828		毛破坏	1	1
2829		毛破鞋	1	1
2830		毛仆街	1	1
2831		毛普京	1	1
2832		毛气象局	1	1
2833		毛钱其琛	1	1
2834		毛枪决女犯	1	1
2835		毛枪决现场	1	1
2836		毛枪支弹药	1	1
2837		毛强奸	1	1
2838		毛强奸犯	1	1
2839		毛强卫	1	1
2840		毛强效失意药	1	1
2841		毛强硬发言	1	1
2842		毛抢劫	1	1
2843		毛乔石	1	1
2844		毛侨办	1	1
2845		毛切七	1	1
2846		毛窃听器	1	1
2847		毛窃听器材	1	1
2848		毛亲民党	1	1
2849		毛青天白日	1	1
2850		毛情色	1	1
2851		毛去你妈的	1	1
2852		毛去死	1	1
2853		毛全国人大	1	1
2854		毛瘸腿帮	1	1
2855		毛人大	1	1
2856		毛人大代表	1	1
2857		毛人代会	1	1
2858		毛人弹	1	1
2859		毛人民	1	1
2860		毛人民大会堂	1	1
2861		毛人民广场	1	1
2862		毛人民日报	1	1
2863		毛人民银行	1	1
2864		毛人体炸弹	1	1
2865		毛日GM	1	1
2866		毛日X妈	1	1
2867		毛日本RING	1	1
2868		毛日本鬼子	1	1
2869		毛日你	1	1
2870		毛日你妈	1	1
2871		毛日你娘	1	1
2872		毛日他娘	1	1
2873		毛肉棒	1	1
2874		毛肉壁	1	1
2875		毛肉洞	1	1
2876		毛肉缝	1	1
2877		毛肉棍	1	1
2878		毛肉棍子	1	1
2879		毛肉穴	1	1
2880		毛乳	1	1
2881		毛乳波臀浪	1	1
2882		毛乳房	1	1
2883		毛乳交	1	1
2884		毛乳头	1	1
2885		毛撒尿	1	1
2886		毛萨达姆	1	1
2887		毛塞白	1	1
2888		毛塞你爸	1	1
2889		毛塞你公	1	1
2890		毛塞你老母	1	1
2891		毛塞你老师	1	1
2892		毛塞你母	1	1
2893		毛塞你娘	1	1
2894		毛三个呆婊	1	1
2895		毛三个代婊	1	1
2896		毛三级片	1	1
2897		毛三民主义	1	1
2898		毛三陪	1	1
2899		毛三陪女	1	1
2900		毛三去车仑	1	1
2901		毛三唑仑	1	1
2902		毛氵去	1	1
2903		毛骚	1	1
2904		毛骚B	1	1
2905		毛骚逼	1	1
2906		毛骚货	1	1
2907		毛色情	1	1
2908		毛色情电影	1	1
2909		毛色情服务	1	1
2910		毛色情小电影	1	1
2911		毛杀人犯	1	1
2912		毛傻B	1	1
2913		毛傻屄	1	1
2914		毛傻逼	1	1
2915		毛傻比	1	1
2916		毛傻吊	1	1
2917		毛傻卵	1	1
2918		毛傻子	1	1
2919		毛煞逼	1	1
2920		毛商务部	1	1
2921		毛上你	1	1
2922		毛上妳	1	1
2923		毛社.会.正.义.力.量	1	1
2924		毛社保基金会	1	1
2925		毛社会主义	1	1
2926		毛社科院	1	1
2927		毛射精	1	1
2928		毛身份生成器	1	1
2929		毛神经病	1	1
2930		毛神通加持法	1	1
2931		毛审计署	1	1
2932		毛升达毕业证	1	1
2933		毛生春袋	1	1
2934		毛生孩子没屁眼	1	1
2935		毛生鸦片	1	1
2936		毛圣女峰	1	1
2937		毛湿透的内裤	1	1
2938		毛十八摸	1	1
2939		毛十年动乱	1	1
2940		毛十五周年	1	1
2941		毛石进	1	1
2942		毛食捻屎	1	1
2943		毛食屎	1	1
2944		毛驶你爸	1	1
2945		毛驶你公	1	1
2946		毛驶你老母	1	1
2947		毛驶你老师	1	1
2948		毛驶你母	1	1
2949		毛驶你娘	1	1
2950		毛世界日报	1	1
2951		毛是鸡	1	1
2952		毛手机复制	1	1
2953		毛手淫	1	1
2954		毛受虐狂	1	1
2955		毛售ID	1	1
2956		毛售号	1	1
2957		毛售软件	1	1
2958		毛双峰微颤	1	1
2959		毛水利部	1	1
2960		毛水去车仑	1	1
2961		毛税务总局	1	1
2962		毛司法部	1	1
2963		毛私/服	1	1
2964		毛私\\服	1	1
2965		毛私服	1	1
2966		毛私-服	1	1
2967		毛私—服	1	1
2968		毛斯大林	1	1
2969		毛死gd	1	1
2970		毛死gm	1	1
2971		毛死全家	1	1
2972		毛四川独立	1	1
2973		毛四人帮	1	1
2974		毛宋楚瑜	1	1
2975		毛宋祖英	1	1
2976		毛孙文	1	1
2977		毛孙逸仙	1	1
2978		毛孙中山	1	1
2979		毛他爹	1	1
2980		毛他妈	1	1
2981		毛他妈的	1	1
2982		毛他马的	1	1
2983		毛他母亲	1	1
2984		毛他祖宗	1	1
2985		毛她妈的	1	1
2986		毛台办	1	1
2987		毛台独	1	1
2988		毛台联	1	1
2989		毛台湾党	1	1
2990		毛台湾帝国	1	1
2991		毛台湾独立	1	1
2992		毛台湾共产党	1	1
2993		毛台湾共和国	1	1
2994		毛台湾狗	1	1
2995		毛台湾国	1	1
2996		毛台湾民国	1	1
2997		毛太监	1	1
2998		毛太子党	1	1
2999		毛唐家璇	1	1
3000		毛特别公告	1	1
3001		毛特码	1	1
3002		毛体育总局	1	1
3003		毛天安门	1	1
3004		毛天安门档案	1	1
3005		毛天安门录像带	1	1
3006		毛天安门事件	1	1
3007		毛天安门屠杀	1	1
3008		毛天安门一代	1	1
3009		毛天鹅之旅	1	1
3010		毛天皇	1	1
3011		毛天皇陛下	1	1
3012		毛田纪云	1	1
3013		毛舔西	1	1
3014		毛铁道部	1	1
3015		毛统计局	1	1
3016		毛投毒杀人	1	1
3017		毛透视软件	1	1
3018		毛透视眼镜	1	1
3019		毛推油	1	1
3020		毛退党	1	1
3021		毛托管理事会	1	1
3022		毛外　挂	1	1
3023		毛外/挂	1	1
3024		毛外\\挂	1	1
3025		毛外_挂	1	1
3026		毛外挂	1	1
3027		毛外-挂	1	1
3028		毛外—挂	1	1
3029		毛外汇局	1	1
3030		毛外交部	1	1
3031		毛外专局	1	1
3032		毛晚年周恩来	1	1
3033		毛万税	1	1
3034		毛王八蛋	1	1
3035		毛王宝森	1	1
3036		毛王刚	1	1
3037		毛王昊	1	1
3038		毛王乐泉	1	1
3039		毛王岐山	1	1
3040		毛王太华	1	1
3041		毛王兆国	1	1
3042		毛王震	1	1
3043		毛网管	1	1
3044		毛威而钢	1	1
3045		毛威而柔	1	1
3046		毛卫生部	1	1
3047		毛尉健行	1	1
3048		毛温加宝	1	1
3049		毛温家宝	1	1
3050		毛温家保	1	1
3051		毛温馨	1	1
3052		毛温总理	1	1
3053		毛文化部	1	1
3054		毛文物局	1	1
3055		毛倭国	1	1
3056		毛倭寇	1	1
3057		毛我操	1	1
3058		毛我操你	1	1
3059		毛我干	1	1
3060		毛我妳老爸	1	1
3061		毛我日	1	1
3062		毛我日你	1	1
3063		毛无界浏览器	1	1
3064		毛吴　仪	1	1
3065		毛吴邦国	1	1
3066		毛吴官正	1	1
3067		毛吴仪	1	1
3068		毛五星红旗	1	1
3069		毛西藏独立	1	1
3070		毛西藏天葬	1	1
3071		毛希拉克	1	1
3072		毛希特勒	1	1
3073		毛希望之声	1	1
3074		毛洗脑班	1	1
3075		毛系统	1	1
3076		毛系统公告	1	1
3077		毛系统讯息	1	1
3078		毛鲜族	1	1
3079		毛乡巴佬	1	1
3080		毛想上你	1	1
3081		毛小鸡鸡	1	1
3082		毛小泉	1	1
3083		毛小泉纯一郎	1	1
3084		毛小日本	1	1
3085		毛小肉粒	1	1
3086		毛小乳头	1	1
3087		毛小穴	1	1
3088		毛邪教	1	1
3089		毛新党	1	1
3090		毛新光明	1	1
3091		毛新华内情	1	1
3092		毛新华社	1	1
3093		毛新疆独立	1	1
3094		毛新生网	1	1
3095		毛新手指导员	1	1
3096		毛新唐人	1	1
3097		毛新闻办	1	1
3098		毛新闻出版	1	1
3099		毛新闻出版署	1	1
3100		毛新闻出版总署	1	1
3101		毛新闻管制	1	1
3102		毛新义安	1	1
3103		毛信访局	1	1
3104		毛信息产业部	1	1
3105		毛兴奋剂	1	1
3106		毛性爱	1	1
3107		毛性交	1	1
3108		毛性虐待	1	1
3109		毛性无能	1	1
3110		毛性欲	1	1
3111		毛徐光春	1	1
3112		毛学潮	1	1
3113		毛血逼	1	1
3114		毛血腥图片	1	1
3115		毛巡查员	1	1
3116		毛丫的	1	1
3117		毛丫头养的	1	1
3118		毛鸦片	1	1
3119		毛鸦片液	1	1
3120		毛鸦片渣	1	1
3121		毛烟草局	1	1
3122		毛严方军	1	1
3123		毛燕玲论坛	1	1
3124		毛阳精	1	1
3125		毛阳具	1	1
3126		毛摇头丸	1	1
3127		毛摇头玩	1	1
3128		毛耶和华	1	1
3129		毛耶苏	1	1
3130		毛耶稣	1	1
3131		毛叶剑英	1	1
3132		毛夜情	1	1
3133		毛一党专制	1	1
3134		毛一贯道	1	1
3135		毛一国两制	1	1
3136		毛一鲜	1	1
3137		毛一夜情	1	1
3138		毛一中一台	1	1
3139		毛伊拉克	1	1
3140		毛伊朗	1	1
3141		毛伊斯兰	1	1
3142		毛以茎至洞	1	1
3143		毛抑制剂	1	1
3144		毛阴部	1	1
3145		毛阴唇	1	1
3146		毛阴道	1	1
3147		毛阴蒂	1	1
3148		毛阴核	1	1
3149		毛阴户	1	1
3150		毛阴茎	1	1
3151		毛阴毛	1	1
3152		毛阴水	1	1
3153		毛阴小撕大	1	1
3154		毛淫	1	1
3155		毛淫荡	1	1
3156		毛淫秽	1	1
3157		毛淫货	1	1
3158		毛淫贱	1	1
3159		毛淫叫	1	1
3160		毛淫毛	1	1
3161		毛淫靡	1	1
3162		毛淫水	1	1
3163		毛淫娃	1	1
3164		毛淫语连连	1	1
3165		毛淫欲	1	1
3166		毛英雄纪念碑	1	1
3167		毛硬挺	1	1
3168		毛邮政局	1	1
3169		毛游行	1	1
3170		毛游戏发奖员	1	1
3171		毛游戏宫理员	1	1
3172		毛游戏管理员	1	1
3173		毛俞正声	1	1
3174		毛舆论钳制	1	1
3175		毛玉杵	1	1
3176		毛欲火焚身	1	1
3177		毛原子能机构	1	1
3178		毛泽东	1	1
3179		毛泽东靠	1	1
3180		毛贼东	1	1
3181		毛賊	1	1
3182		毛賊東	1	1
3183		毛主席	1	1
3184		毛阝月	1	1
3185		梅毒	1	1
3186		梅花网	1	1
3187		美国	1	1
3188		美国参考	1	1
3189		美国佬	1	1
3190		美国之音	1	1
3191		美國參考	1	1
3192		美國佬	1	1
3193		美國之音	1	1
3194		美利坚	1	1
3195		蒙尘药	1	1
3196		蒙独	1	1
3197		蒙獨	1	1
3198		蒙古达子	1	1
3199		蒙古達子	1	1
3200		蒙古鞑子	1	1
3201		蒙古独	1	1
3202		蒙古独立	1	1
3203		蒙古獨	1	1
3204		蒙古獨立	1	1
3205		蒙面	1	1
3206		蒙自	1	1
3207		蒙族	1	1
3208		梦遗	1	1
3209		迷幻药	1	1
3210		迷魂药	1	1
3211		迷奸药	1	1
3212		迷歼药	1	1
3213		迷药	1	1
3214		禰	1	1
3215		羋	1	1
3216		密洞	1	1
3217		密集人群	1	1
3218		密宗	1	1
3219		綿恒	1	1
3220		面包车	1	1
3221		灭	1	1
3222		民國	1	1
3223		民航局	1	1
3224		民进党	1	1
3225		民進黨	1	1
3226		民聯	1	1
3227		民意論壇	1	1
3228		民运	1	1
3229		民阵	1	1
3230		民陣	1	1
3231		民政部	1	1
3232		民猪	1	1
3233		民主潮	1	1
3234		民主党	1	1
3235		民主墻	1	1
3236		民族	1	1
3237		緡	1	1
3238		湣	1	1
3239		黽	1	1
3240		鰵	1	1
3241		明慧网	1	1
3242		摸咪咪	1	1
3243		摸你鶏巴	1	1
3244		摩门教	1	1
3245		茉莉花革命	1	1
3246		莫索里尼	1	1
3247		莫偉强	1	1
3248		谋杀	1	1
3249		嘸	1	1
3250		木子论坛	1	1
3251		木子論壇	1	1
3252		穆罕默德	1	1
3253		穆斯林	1	1
3254		那嗎B	1	1
3255		那嗎逼	1	1
3256		那嗎錯比	1	1
3257		那嗎老比	1	1
3258		那嗎瘟比	1	1
3259		那吗B	1	1
3260		那吗逼	1	1
3261		那吗错比	1	1
3262		那吗老比	1	1
3263		那吗瘟比	1	1
3264		那娘错比	1	1
3265		那娘錯比	1	1
3266		纳粹	1	1
3267		納粹	1	1
3268		奶娘	1	1
3269		奶头	1	1
3270		奶頭	1	1
3271		奶子	1	1
3272		南大自由论坛	1	1
3273		南大自由論壇	1	1
3274		南华早报	1	1
3275		南联盟	1	1
3276		南蛮	1	1
3277		南蛮子	1	1
3278		南蠻子	1	1
3279		南蠻子）	1	1
3280		鬧事	1	1
3281		內褲	1	1
3282		內衣	1	1
3283		嫩b	1	1
3284		能樣	1	1
3285		尼奧夫	1	1
3286		倪育賢	1	1
3287		鯢	1	1
3288		伱妈	1	1
3289		你爸	1	1
3290		你大爷	1	1
3291		你二大爷	1	1
3292		你老母	1	1
3293		你老味	1	1
