SkillExID	Desc	BaseId	SkillDesc	level	CombatValue	SkillLogic	LogicParam01	LogicParam02	LogicParam03	LogicParam04	RefixThreat	Radius	CDTimeId	SkillDelayTime	SkillContinueTime	YinChangTime	DelType_01	DelNum_01	DelType_02	DelNum_02	GainsType_01	GainsNum_01	GainsType_02	GainsNum_02	NextSkillId	Impact_01	Impact_2	Impact_03	Impact_04	Impact_05	Impact_06	SatrtMotionId	EndMotionId	CameraRockId	CameraRockRate	SceneEffectId	BulletEffectID_01	BulletEffectID_02	BulletEffectID_03	RangeEffectType	RangeEffectTarType	RangeEffectSize01	RangeEffectSize02	NextSkillEffectTime	NextSkillDisabledTime	SkillCacheTime	HasRangeWarning	NextContinueSkillId
110088	突刺3段88级	211	[a2ff00]3[-]段连续技，每次突刺会移动到目标身后并对突进路径上所有单位造成[a2ff00]70.27%[-]的物理伤害，每次释放都给自身附加“轻灵”效果，提高自身闪避几率[a2ff00]38.7%[-]，持续[a2ff00]2[-]秒	88	0	3	3000	-3	-1	-1	0	7	170	0	200	0	201	0	-1	0	301	8	-1	0	-1	1081088	1083088	-1	-1	-1	-1	280	280	29	100	-1	-1	-1	-1	-1	-1	-1	-1	0	200	1000	0	108088
110089	突刺3段89级	211	[a2ff00]3[-]段连续技，每次突刺会移动到目标身后并对突进路径上所有单位造成[a2ff00]70.67%[-]的物理伤害，每次释放都给自身附加“轻灵”效果，提高自身闪避几率[a2ff00]38.8%[-]，持续[a2ff00]2[-]秒	89	0	3	3000	-3	-1	-1	0	7	170	0	200	0	201	0	-1	0	301	8	-1	0	-1	1081089	1083089	-1	-1	-1	-1	280	280	29	100	-1	-1	-1	-1	-1	-1	-1	-1	0	200	1000	0	108089
110090	突刺3段90级	211	[a2ff00]3[-]段连续技，每次突刺会移动到目标身后并对突进路径上所有单位造成[a2ff00]71.06%[-]的物理伤害，每次释放都给自身附加“轻灵”效果，提高自身闪避几率[a2ff00]38.9%[-]，持续[a2ff00]2[-]秒	90	0	3	3000	-3	-1	-1	0	7	170	0	200	0	201	0	-1	0	301	8	-1	0	-1	1081090	1083090	-1	-1	-1	-1	280	280	29	100	-1	-1	-1	-1	-1	-1	-1	-1	0	200	1000	0	108090
110091	突刺3段91级	211	[a2ff00]3[-]段连续技，每次突刺会移动到目标身后并对突进路径上所有单位造成[a2ff00]71.45%[-]的物理伤害，每次释放都给自身附加“轻灵”效果，提高自身闪避几率[a2ff00]39%[-]，持续[a2ff00]2[-]秒	91	0	3	3000	-3	-1	-1	0	7	170	0	200	0	201	0	-1	0	301	8	-1	0	-1	1081091	1083091	-1	-1	-1	-1	280	280	29	100	-1	-1	-1	-1	-1	-1	-1	-1	0	200	1000	0	108091
110092	突刺3段92级	211	[a2ff00]3[-]段连续技，每次突刺会移动到目标身后并对突进路径上所有单位造成[a2ff00]71.85%[-]的物理伤害，每次释放都给自身附加“轻灵”效果，提高自身闪避几率[a2ff00]39.1%[-]，持续[a2ff00]2[-]秒	92	0	3	3000	-3	-1	-1	0	7	170	0	200	0	201	0	-1	0	301	8	-1	0	-1	1081092	1083092	-1	-1	-1	-1	280	280	29	100	-1	-1	-1	-1	-1	-1	-1	-1	0	200	1000	0	108092
110093	突刺3段93级	211	[a2ff00]3[-]段连续技，每次突刺会移动到目标身后并对突进路径上所有单位造成[a2ff00]72.24%[-]的物理伤害，每次释放都给自身附加“轻灵”效果，提高自身闪避几率[a2ff00]39.2%[-]，持续[a2ff00]2[-]秒	93	0	3	3000	-3	-1	-1	0	7	170	0	200	0	201	0	-1	0	301	8	-1	0	-1	1081093	1083093	-1	-1	-1	-1	280	280	29	100	-1	-1	-1	-1	-1	-1	-1	-1	0	200	1000	0	108093
110094	突刺3段94级	211	[a2ff00]3[-]段连续技，每次突刺会移动到目标身后并对突进路径上所有单位造成[a2ff00]72.64%[-]的物理伤害，每次释放都给自身附加“轻灵”效果，提高自身闪避几率[a2ff00]39.3%[-]，持续[a2ff00]2[-]秒	94	0	3	3000	-3	-1	-1	0	7	170	0	200	0	201	0	-1	0	301	8	-1	0	-1	1081094	1083094	-1	-1	-1	-1	280	280	29	100	-1	-1	-1	-1	-1	-1	-1	-1	0	200	1000	0	108094
110095	突刺3段95级	211	[a2ff00]3[-]段连续技，每次突刺会移动到目标身后并对突进路径上所有单位造成[a2ff00]73.03%[-]的物理伤害，每次释放都给自身附加“轻灵”效果，提高自身闪避几率[a2ff00]39.4%[-]，持续[a2ff00]2[-]秒	95	0	3	3000	-3	-1	-1	0	7	170	0	200	0	201	0	-1	0	301	8	-1	0	-1	1081095	1083095	-1	-1	-1	-1	280	280	29	100	-1	-1	-1	-1	-1	-1	-1	-1	0	200	1000	0	108095
110096	突刺3段96级	211	[a2ff00]3[-]段连续技，每次突刺会移动到目标身后并对突进路径上所有单位造成[a2ff00]73.42%[-]的物理伤害，每次释放都给自身附加“轻灵”效果，提高自身闪避几率[a2ff00]39.5%[-]，持续[a2ff00]2[-]秒	96	0	3	3000	-3	-1	-1	0	7	170	0	200	0	201	0	-1	0	301	8	-1	0	-1	1081096	1083096	-1	-1	-1	-1	280	280	29	100	-1	-1	-1	-1	-1	-1	-1	-1	0	200	1000	0	108096
110097	突刺3段97级	211	[a2ff00]3[-]段连续技，每次突刺会移动到目标身后并对突进路径上所有单位造成[a2ff00]73.82%[-]的物理伤害，每次释放都给自身附加“轻灵”效果，提高自身闪避几率[a2ff00]39.6%[-]，持续[a2ff00]2[-]秒	97	0	3	3000	-3	-1	-1	0	7	170	0	200	0	201	0	-1	0	301	8	-1	0	-1	1081097	1083097	-1	-1	-1	-1	280	280	29	100	-1	-1	-1	-1	-1	-1	-1	-1	0	200	1000	0	108097
110098	突刺3段98级	211	[a2ff00]3[-]段连续技，每次突刺会移动到目标身后并对突进路径上所有单位造成[a2ff00]74.21%[-]的物理伤害，每次释放都给自身附加“轻灵”效果，提高自身闪避几率[a2ff00]39.7%[-]，持续[a2ff00]2[-]秒	98	0	3	3000	-3	-1	-1	0	7	170	0	200	0	201	0	-1	0	301	8	-1	0	-1	1081098	1083098	-1	-1	-1	-1	280	280	29	100	-1	-1	-1	-1	-1	-1	-1	-1	0	200	1000	0	108098
110099	突刺3段99级	211	[a2ff00]3[-]段连续技，每次突刺会移动到目标身后并对突进路径上所有单位造成[a2ff00]74.61%[-]的物理伤害，每次释放都给自身附加“轻灵”效果，提高自身闪避几率[a2ff00]39.8%[-]，持续[a2ff00]2[-]秒	99	0	3	3000	-3	-1	-1	0	7	170	0	200	0	201	0	-1	0	301	8	-1	0	-1	1081099	1083099	-1	-1	-1	-1	280	280	29	100	-1	-1	-1	-1	-1	-1	-1	-1	0	200	1000	0	108099
110100	突刺3段100级	211	[a2ff00]3[-]段连续技，每次突刺会移动到目标身后并对突进路径上所有单位造成[a2ff00]75%[-]的物理伤害，每次释放都给自身附加“轻灵”效果，提高自身闪避几率[a2ff00]40%[-]，持续[a2ff00]2[-]秒	100	0	3	3000	-3	-1	-1	0	7	170	0	200	0	201	0	-1	0	301	8	-1	0	-1	1081100	1083100	-1	-1	-1	-1	280	280	29	100	-1	-1	-1	-1	-1	-1	-1	-1	0	200	1000	0	108100
111001	双刀1阶变身1级	223	立即化身为杀戮修罗，激活[a2ff00]双剑乱舞[-]，提高团队暴击[a2ff00]20%[-]，持续20秒	1	300	0	-1	-1	-1	-1	0	1	171	0	1000	0	301	100	-1	0	-1	0	-1	0	-1	2211	311001	-1	-1	-1	-1	254	254	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	0	-1
111002	双刀1阶变身2级	223	立即化身为杀戮修罗，激活[a2ff00]双剑乱舞[-]，提高团队暴击[a2ff00]21%[-]，持续20秒	2	500	0	-1	-1	-1	-1	0	1	171	0	1000	0	301	100	-1	0	-1	0	-1	0	-1	2211	311002	-1	-1	-1	-1	254	254	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	0	-1
111003	双刀1阶变身3级	223	立即化身为杀戮修罗，激活[a2ff00]双剑乱舞[-]，提高团队暴击[a2ff00]22%[-]，持续20秒	3	700	0	-1	-1	-1	-1	0	1	171	0	1000	0	301	100	-1	0	-1	0	-1	0	-1	2211	311003	-1	-1	-1	-1	254	254	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	0	-1
111004	双刀1阶变身4级	223	立即化身为杀戮修罗，激活[a2ff00]双剑乱舞[-]，提高团队暴击[a2ff00]23%[-]，持续20秒	4	1000	0	-1	-1	-1	-1	0	1	171	0	1000	0	301	100	-1	0	-1	0	-1	0	-1	2211	311004	-1	-1	-1	-1	254	254	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	0	-1
111005	双刀1阶变身5级	223	立即化身为杀戮修罗，激活[a2ff00]双剑乱舞[-]，提高团队暴击[a2ff00]24%[-]，持续20秒	5	1300	0	-1	-1	-1	-1	0	1	171	0	1000	0	301	100	-1	0	-1	0	-1	0	-1	2211	311005	-1	-1	-1	-1	254	254	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	0	-1
111006	双刀1阶变身6级	223	立即化身为杀戮修罗，激活[a2ff00]双剑乱舞[-]，提高团队暴击[a2ff00]25%[-]，持续20秒	6	1700	0	-1	-1	-1	-1	0	1	171	0	1000	0	301	100	-1	0	-1	0	-1	0	-1	2211	311006	-1	-1	-1	-1	254	254	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	0	-1
111007	双刀1阶变身7级	223	立即化身为杀戮修罗，激活[a2ff00]双剑乱舞[-]，提高团队暴击[a2ff00]26%[-]，持续20秒	7	2200	0	-1	-1	-1	-1	0	1	171	0	1000	0	301	100	-1	0	-1	0	-1	0	-1	2211	311007	-1	-1	-1	-1	254	254	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	0	-1
111008	双刀1阶变身8级	223	立即化身为杀戮修罗，激活[a2ff00]双剑乱舞[-]，提高团队暴击[a2ff00]27%[-]，持续20秒	8	2800	0	-1	-1	-1	-1	0	1	171	0	1000	0	301	100	-1	0	-1	0	-1	0	-1	2211	311008	-1	-1	-1	-1	254	254	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	0	-1
111009	双刀1阶变身9级	223	立即化身为杀戮修罗，激活[a2ff00]双剑乱舞[-]，提高团队暴击[a2ff00]28%[-]，持续20秒	9	3600	0	-1	-1	-1	-1	0	1	171	0	1000	0	301	100	-1	0	-1	0	-1	0	-1	2211	311009	-1	-1	-1	-1	254	254	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	0	-1
111010	双刀1阶变身10级	223	立即化身为杀戮修罗，激活[a2ff00]双剑乱舞[-]，提高团队暴击[a2ff00]30%[-]，持续20秒	10	4500	0	-1	-1	-1	-1	0	1	171	0	1000	0	301	100	-1	0	-1	0	-1	0	-1	2211	311010	-1	-1	-1	-1	254	254	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	0	-1
112001	剑刃龙卷1级	225	[a2ff00]3[-]秒内对自身圆形中范围内的敌人造成总计[a2ff00]304.64%[-](额外+[a2ff00]7798[-])的物理伤害，释放过程中可以移动	1	22370	8	-1	-1	-1	-1	0	4	166	0	3000	0	201	10	-1	0	-1	0	-1	0	-1	1091001	-1	-1	-1	-1	-1	262	262	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	0	-1
112002	剑刃龙卷2级	225	[a2ff00]3[-]秒内对自身圆形中范围内的敌人造成总计[a2ff00]338.52%[-](额外+[a2ff00]8638[-])的物理伤害，释放过程中可以移动	2	28320	8	-1	-1	-1	-1	0	4	166	0	3000	0	201	20	-1	0	-1	0	-1	0	-1	1091002	-1	-1	-1	-1	-1	262	262	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	0	-1
112003	剑刃龙卷3级	225	[a2ff00]3[-]秒内对自身圆形中范围内的敌人造成总计[a2ff00]372.4%[-](额外+[a2ff00]9772[-])的物理伤害，释放过程中可以移动	3	34270	8	-1	-1	-1	-1	0	4	166	0	3000	0	201	30	-1	0	-1	0	-1	0	-1	1091003	-1	-1	-1	-1	-1	262	262	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	0	-1
112004	剑刃龙卷4级	225	[a2ff00]3[-]秒内对自身圆形中范围内的敌人造成总计[a2ff00]406.28%[-](额外+[a2ff00]10976[-])的物理伤害，释放过程中可以移动	4	40220	8	-1	-1	-1	-1	0	4	166	0	3000	0	201	40	-1	0	-1	0	-1	0	-1	1091004	-1	-1	-1	-1	-1	262	262	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	0	-1
112005	剑刃龙卷5级	225	[a2ff00]3[-]秒内对自身圆形中范围内的敌人造成总计[a2ff00]440.16%[-](额外+[a2ff00]12278[-])的物理伤害，释放过程中可以移动	5	46170	8	-1	-1	-1	-1	0	4	166	0	3000	0	201	50	-1	0	-1	0	-1	0	-1	1091005	-1	-1	-1	-1	-1	262	262	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	0	-1
112006	剑刃龙卷6级	225	[a2ff00]3[-]秒内对自身圆形中范围内的敌人造成总计[a2ff00]473.9%[-](额外+[a2ff00]13692[-])的物理伤害，释放过程中可以移动	6	52120	8	-1	-1	-1	-1	0	4	166	0	3000	0	201	60	-1	0	-1	0	-1	0	-1	1091006	-1	-1	-1	-1	-1	262	262	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	0	-1
112007	剑刃龙卷7级	225	[a2ff00]3[-]秒内对自身圆形中范围内的敌人造成总计[a2ff00]507.78%[-](额外+[a2ff00]15218[-])的物理伤害，释放过程中可以移动	7	58070	8	-1	-1	-1	-1	0	4	166	0	3000	0	201	70	-1	0	-1	0	-1	0	-1	1091007	-1	-1	-1	-1	-1	262	262	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	0	-1
112008	剑刃龙卷8级	225	[a2ff00]3[-]秒内对自身圆形中范围内的敌人造成总计[a2ff00]541.66%[-](额外+[a2ff00]16856[-])的物理伤害，释放过程中可以移动	8	64020	8	-1	-1	-1	-1	0	4	166	0	3000	0	201	80	-1	0	-1	0	-1	0	-1	1091008	-1	-1	-1	-1	-1	262	262	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	0	-1
112009	剑刃龙卷9级	225	[a2ff00]3[-]秒内对自身圆形中范围内的敌人造成总计[a2ff00]575.54%[-](额外+[a2ff00]18620[-])的物理伤害，释放过程中可以移动	9	69970	8	-1	-1	-1	-1	0	4	166	0	3000	0	201	90	-1	0	-1	0	-1	0	-1	1091009	-1	-1	-1	-1	-1	262	262	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	0	-1
112010	剑刃龙卷10级	225	[a2ff00]3[-]秒内对自身圆形中范围内的敌人造成总计[a2ff00]609.42%[-](额外+[a2ff00]20496[-])的物理伤害，释放过程中可以移动	10	75930	8	-1	-1	-1	-1	0	4	166	0	3000	0	201	100	-1	0	-1	0	-1	0	-1	1091010	-1	-1	-1	-1	-1	262	262	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1000	0	-1
118001	幻影击1段1级	230	立即进入隐身状态，同时提高自身移动速度[a2ff00]20%[-]持续[a2ff00]6[-]秒，再次释放对目标造成[a2ff00]36%[-]的物理伤害，并使目标眩晕，持续[a2ff00]3[-]秒	1	330	0	-1	-1	-1	-1	0	1	167	0	1000	0	201	20	-1	0	-1	0	-1	0	-1	1141001	1142001	-1	-1	-1	-1	260	260	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	6000	1000	1000	0	119001
118002	幻影击1段2级	230	立即进入隐身状态，同时提高自身移动速度[a2ff00]20%[-]持续[a2ff00]6[-]秒，再次释放对目标造成[a2ff00]36.39%[-]的物理伤害，并使目标眩晕，持续[a2ff00]3[-]秒	2	370	0	-1	-1	-1	-1	0	1	167	0	1000	0	201	28	-1	0	-1	0	-1	0	-1	1141002	1142002	-1	-1	-1	-1	260	260	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	6000	1000	1000	0	119002
118003	幻影击1段3级	230	立即进入隐身状态，同时提高自身移动速度[a2ff00]20%[-]持续[a2ff00]6[-]秒，再次释放对目标造成[a2ff00]36.79%[-]的物理伤害，并使目标眩晕，持续[a2ff00]3[-]秒	3	410	0	-1	-1	-1	-1	0	1	167	0	1000	0	201	34	-1	0	-1	0	-1	0	-1	1141003	1142003	-1	-1	-1	-1	260	260	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	6000	1000	1000	0	119003
118004	幻影击1段4级	230	立即进入隐身状态，同时提高自身移动速度[a2ff00]20%[-]持续[a2ff00]6[-]秒，再次释放对目标造成[a2ff00]37.18%[-]的物理伤害，并使目标眩晕，持续[a2ff00]3[-]秒	4	450	0	-1	-1	-1	-1	0	1	167	0	1000	0	201	39	-1	0	-1	0	-1	0	-1	1141004	1142004	-1	-1	-1	-1	260	260	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	6000	1000	1000	0	119004
118005	幻影击1段5级	230	立即进入隐身状态，同时提高自身移动速度[a2ff00]20%[-]持续[a2ff00]6[-]秒，再次释放对目标造成[a2ff00]37.58%[-]的物理伤害，并使目标眩晕，持续[a2ff00]3[-]秒	5	495	0	-1	-1	-1	-1	0	1	167	0	1000	0	201	44	-1	0	-1	0	-1	0	-1	1141005	1142005	-1	-1	-1	-1	260	260	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	6000	1000	1000	0	119005
118006	幻影击1段6级	230	立即进入隐身状态，同时提高自身移动速度[a2ff00]21.5%[-]持续[a2ff00]6[-]秒，再次释放对目标造成[a2ff00]37.97%[-]的物理伤害，并使目标眩晕，持续[a2ff00]3[-]秒	6	540	0	-1	-1	-1	-1	0	1	167	0	1000	0	201	48	-1	0	-1	0	-1	0	-1	1141006	1142006	-1	-1	-1	-1	260	260	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	6000	1000	1000	0	119006
118007	幻影击1段7级	230	立即进入隐身状态，同时提高自身移动速度[a2ff00]21.5%[-]持续[a2ff00]6[-]秒，再次释放对目标造成[a2ff00]38.36%[-]的物理伤害，并使目标眩晕，持续[a2ff00]3[-]秒	7	585	0	-1	-1	-1	-1	0	1	167	0	1000	0	201	53	-1	0	-1	0	-1	0	-1	1141007	1142007	-1	-1	-1	-1	260	260	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	6000	1000	1000	0	119007
118008	幻影击1段8级	230	立即进入隐身状态，同时提高自身移动速度[a2ff00]21.5%[-]持续[a2ff00]6[-]秒，再次释放对目标造成[a2ff00]38.76%[-]的物理伤害，并使目标眩晕，持续[a2ff00]3[-]秒	8	630	0	-1	-1	-1	-1	0	1	167	0	1000	0	201	57	-1	0	-1	0	-1	0	-1	1141008	1142008	-1	-1	-1	-1	260	260	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	6000	1000	1000	0	119008
118009	幻影击1段9级	230	立即进入隐身状态，同时提高自身移动速度[a2ff00]21.5%[-]持续[a2ff00]6[-]秒，再次释放对目标造成[a2ff00]39.15%[-]的物理伤害，并使目标眩晕，持续[a2ff00]3[-]秒	9	680	0	-1	-1	-1	-1	0	1	167	0	1000	0	201	61	-1	0	-1	0	-1	0	-1	1141009	1142009	-1	-1	-1	-1	260	260	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	6000	1000	1000	0	119009
118010	幻影击1段10级	230	立即进入隐身状态，同时提高自身移动速度[a2ff00]21.5%[-]持续[a2ff00]6[-]秒，再次释放对目标造成[a2ff00]39.55%[-]的物理伤害，并使目标眩晕，持续[a2ff00]3[-]秒	10	730	0	-1	-1	-1	-1	0	1	167	0	1000	0	201	65	-1	0	-1	0	-1	0	-1	1141010	1142010	-1	-1	-1	-1	260	260	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	6000	1000	1000	0	119010
118011	幻影击1段11级	230	立即进入隐身状态，同时提高自身移动速度[a2ff00]23%[-]持续[a2ff00]6[-]秒，再次释放对目标造成[a2ff00]39.94%[-]的物理伤害，并使目标眩晕，持续[a2ff00]3[-]秒	11	780	0	-1	-1	-1	-1	0	1	167	0	1000	0	201	69	-1	0	-1	0	-1	0	-1	1141011	1142011	-1	-1	-1	-1	260	260	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	6000	1000	1000	0	119011
118012	幻影击1段12级	230	立即进入隐身状态，同时提高自身移动速度[a2ff00]23%[-]持续[a2ff00]6[-]秒，再次释放对目标造成[a2ff00]40.33%[-]的物理伤害，并使目标眩晕，持续[a2ff00]3[-]秒	12	830	0	-1	-1	-1	-1	0	1	167	0	1000	0	201	73	-1	0	-1	0	-1	0	-1	1141012	1142012	-1	-1	-1	-1	260	260	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	6000	1000	1000	0	119012
118013	幻影击1段13级	230	立即进入隐身状态，同时提高自身移动速度[a2ff00]23%[-]持续[a2ff00]6[-]秒，再次释放对目标造成[a2ff00]40.73%[-]的物理伤害，并使目标眩晕，持续[a2ff00]3[-]秒	13	880	0	-1	-1	-1	-1	0	1	167	0	1000	0	201	76	-1	0	-1	0	-1	0	-1	1141013	1142013	-1	-1	-1	-1	260	260	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	6000	1000	1000	0	119013
118014	幻影击1段14级	230	立即进入隐身状态，同时提高自身移动速度[a2ff00]23%[-]持续[a2ff00]6[-]秒，再次释放对目标造成[a2ff00]41.12%[-]的物理伤害，并使目标眩晕，持续[a2ff00]3[-]秒	14	935	0	-1	-1	-1	-1	0	1	167	0	1000	0	201	80	-1	0	-1	0	-1	0	-1	1141014	1142014	-1	-1	-1	-1	260	260	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	6000	1000	1000	0	119014
118015	幻影击1段15级	230	立即进入隐身状态，同时提高自身移动速度[a2ff00]23%[-]持续[a2ff00]6[-]秒，再次释放对目标造成[a2ff00]41.52%[-]的物理伤害，并使目标眩晕，持续[a2ff00]3[-]秒	15	990	0	-1	-1	-1	-1	0	1	167	0	1000	0	201	84	-1	0	-1	0	-1	0	-1	1141015	1142015	-1	-1	-1	-1	260	260	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	6000	1000	1000	0	119015
118016	幻影击1段16级	230	立即进入隐身状态，同时提高自身移动速度[a2ff00]24.5%[-]持续[a2ff00]6[-]秒，再次释放对目标造成[a2ff00]41.91%[-]的物理伤害，并使目标眩晕，持续[a2ff00]3[-]秒	16	1045	0	-1	-1	-1	-1	0	1	167	0	1000	0	201	88	-1	0	-1	0	-1	0	-1	1141016	1142016	-1	-1	-1	-1	260	260	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	6000	1000	1000	0	119016
118017	幻影击1段17级	230	立即进入隐身状态，同时提高自身移动速度[a2ff00]24.5%[-]持续[a2ff00]6[-]秒，再次释放对目标造成[a2ff00]42.3%[-]的物理伤害，并使目标眩晕，持续[a2ff00]3[-]秒	17	1100	0	-1	-1	-1	-1	0	1	167	0	1000	0	201	92	-1	0	-1	0	-1	0	-1	1141017	1142017	-1	-1	-1	-1	260	260	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	6000	1000	1000	0	119017
118018	幻影击1段18级	230	立即进入隐身状态，同时提高自身移动速度[a2ff00]24.5%[-]持续[a2ff00]6[-]秒，再次释放对目标造成[a2ff00]42.7%[-]的物理伤害，并使目标眩晕，持续[a2ff00]3[-]秒	18	1160	0	-1	-1	-1	-1	0	1	167	0	1000	0	201	96	-1	0	-1	0	-1	0	-1	1141018	1142018	-1	-1	-1	-1	260	260	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	6000	1000	1000	0	119018
118019	幻影击1段19级	230	立即进入隐身状态，同时提高自身移动速度[a2ff00]24.5%[-]持续[a2ff00]6[-]秒，再次释放对目标造成[a2ff00]43.09%[-]的物理伤害，并使目标眩晕，持续[a2ff00]3[-]秒	19	1220	0	-1	-1	-1	-1	0	1	167	0	1000	0	201	99	-1	0	-1	0	-1	0	-1	1141019	1142019	-1	-1	-1	-1	260	260	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	6000	1000	1000	0	119019
118020	幻影击1段20级	230	立即进入隐身状态，同时提高自身移动速度[a2ff00]24.5%[-]持续[a2ff00]6[-]秒，再次释放对目标造成[a2ff00]43.48%[-]的物理伤害，并使目标眩晕，持续[a2ff00]3[-]秒	20	1280	0	-1	-1	-1	-1	0	1	167	0	1000	0	201	103	-1	0	-1	0	-1	0	-1	1141020	1142020	-1	-1	-1	-1	260	260	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	6000	1000	1000	0	119020
118021	幻影击1段21级	230	立即进入隐身状态，同时提高自身移动速度[a2ff00]26%[-]持续[a2ff00]6[-]秒，再次释放对目标造成[a2ff00]43.88%[-]的物理伤害，并使目标眩晕，持续[a2ff00]3[-]秒	21	1340	0	-1	-1	-1	-1	0	1	167	0	1000	0	201	107	-1	0	-1	0	-1	0	-1	1141021	1142021	-1	-1	-1	-1	260	260	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	6000	1000	1000	0	119021
118022	幻影击1段22级	230	立即进入隐身状态，同时提高自身移动速度[a2ff00]26%[-]持续[a2ff00]6[-]秒，再次释放对目标造成[a2ff00]44.27%[-]的物理伤害，并使目标眩晕，持续[a2ff00]3[-]秒	22	1405	0	-1	-1	-1	-1	0	1	167	0	1000	0	201	111	-1	0	-1	0	-1	0	-1	1141022	1142022	-1	-1	-1	-1	260	260	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	6000	1000	1000	0	119022
118023	幻影击1段23级	230	立即进入隐身状态，同时提高自身移动速度[a2ff00]26%[-]持续[a2ff00]6[-]秒，再次释放对目标造成[a2ff00]44.67%[-]的物理伤害，并使目标眩晕，持续[a2ff00]3[-]秒	23	1470	0	-1	-1	-1	-1	0	1	167	0	1000	0	201	115	-1	0	-1	0	-1	0	-1	1141023	1142023	-1	-1	-1	-1	260	260	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	6000	1000	1000	0	119023
118024	幻影击1段24级	230	立即进入隐身状态，同时提高自身移动速度[a2ff00]26%[-]持续[a2ff00]6[-]秒，再次释放对目标造成[a2ff00]45.06%[-]的物理伤害，并使目标眩晕，持续[a2ff00]3[-]秒	24	1535	0	-1	-1	-1	-1	0	1	167	0	1000	0	201	119	-1	0	-1	0	-1	0	-1	1141024	1142024	-1	-1	-1	-1	260	260	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	6000	1000	1000	0	119024
118025	幻影击1段25级	230	立即进入隐身状态，同时提高自身移动速度[a2ff00]26%[-]持续[a2ff00]6[-]秒，再次释放对目标造成[a2ff00]45.45%[-]的物理伤害，并使目标眩晕，持续[a2ff00]3[-]秒	25	1600	0	-1	-1	-1	-1	0	1	167	0	1000	0	201	123	-1	0	-1	0	-1	0	-1	1141025	1142025	-1	-1	-1	-1	260	260	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	6000	1000	1000	0	119025
118026	幻影击1段26级	230	立即进入隐身状态，同时提高自身移动速度[a2ff00]27.5%[-]持续[a2ff00]6[-]秒，再次释放对目标造成[a2ff00]45.85%[-]的物理伤害，并使目标眩晕，持续[a2ff00]3[-]秒	26	1670	0	-1	-1	-1	-1	0	1	167	0	1000	0	201	127	-1	0	-1	0	-1	0	-1	1141026	1142026	-1	-1	-1	-1	260	260	44	-1	-1	-1	-1	-1	-1	-1	-1	-1	6000	1000	1000	0	119026
