Id	Desc	StrDictionary
4241	充值_UI	强化EXP:
4242	排行榜_UI	确定
4243	排行榜_UI	战力提升
4244	排行榜_UI	成长等级
4245	排行榜_UI	装备评分
4246	排行榜_UI	魔灵评分
4247	排行榜_UI	符文评分
4248	排行榜_UI	侠客评分
4249	排行榜_UI	技能评分
4250	排行榜_UI	宠物评分
4251	排行榜_UI	当前没有你可以参加的活动或功能，加油做主线任务吧！！
4252	排行榜_UI	排名
4253	排行榜_UI	名字
4254	排行榜_UI	战斗力
4255	排行榜_UI	兑换
4256	排行榜_UI	雇佣
4257	排行榜_UI	姓名
4258	排行榜_UI	职业
4259	排行榜_UI	战力
4260	排行榜_UI	佣金
4261	排行榜_UI	剩余次数
4262	排行榜_UI	我的排名:
4263	排行榜_UI	我的声望:
4264	排行榜_UI	奖励描述
4265	排行榜_UI	冲级排行榜
4266	排行榜_UI	战斗力排行榜
4267	排行榜_UI	攻击排行榜
4268	排行榜_UI	生命值排行榜
4269	排行榜_UI	金币排行榜
4270	排行榜_UI	充值排行榜
4271	排行榜_UI	消费排行榜
4272	排行榜_UI	华山论剑排名
4273	排行榜_UI	金腰带排行榜
4274	排行榜_UI	战绩排行榜
4275	排行榜_UI	混沌之地排行榜
4276	排行榜_UI	公会实力榜
4277	排行榜_UI	宗师排行榜
4278	排行榜_UI	门派大弟子
4279	排行榜_UI	师门战力榜
4280	排行榜_UI	遗忘废墟排行榜
4281	排行榜_UI	累积在线排行榜
4282	排行榜_UI	个人圣诞排行榜
4283	排行榜_UI	公会圣诞排行榜
4284	排行榜_UI	活动场景：[b7280c]雪原[-]       活动坐标：（[b7280c]15[-]，[b7280c]23[-])#r请注意：活动期间在本场景击杀其他玩家不会增加怨恨
4285	排行榜_UI	对嫉妒与血之魔的伤害排名：
4286	排行榜_UI	世界BOSS
4287	排行榜_UI	武林排行榜
4288	职业展示_UI	血高防厚，近战物理职业，适合冲锋陷阵
4289	职业展示_UI	近战物理职业，高暴击，适合秒杀脆皮贫血目标
4290	职业展示_UI	远程魔法职业，适合输出和辅助控制
4291	职业展示_UI	远程物理职业，机动性高，适合走位风骚选手
4292	职业展示_UI	左右滑动可以切换不同职业
4293	跑商_提示	公会等级不足2级，无法领取跑商
4294	世界地图_UI	点击场景名字即可传送到该场景
4295	领奖UI_20141106	首周
4296	领奖UI_20141107	在线
4297	领奖UI_20141108	登录
4298	领奖UI_20141109	活动
4299	领奖UI_20141110	分享
4300	领奖UI_20141111	激活
4301	领奖UI_20141112	限时
4302	领奖UI_20141113	首周内累计领取4次奖励后方能领取第7日奖励
4303	领奖UI_20141114	每天在线一定时间，可以领取奖励
4304	领奖UI_20141115	每日登录即可领取奖励
4305	领奖UI_20141116	领取
4306	领奖UI_20141117	确定
4307	领奖UI_20141118	南瓜分享
4308	领奖UI_20141119	奖励次数:
4309	领奖UI_20141120	请输入分享码
4310	领奖UI_20141121	请输入礼包兑换码
4311	分享_UI	分享奖励
4312	分享_UI	成长奖励
4313	分享_UI	分享
4314	分享_UI	微信好友
4315	分享_UI	新浪微博
4316	分享_UI	腾讯微博
4317	分享_UI	恭喜冒险者开始闯荡世界~还不快和好友们分享一下！#r好友进入游戏时输入此分享码，您和TA都会获得金钱及道具奖励！#r当TA升至30级时，双方会得更多奖励哦！#r每天分享游戏到任意平台一次，可得10绑定点券。#r（次日凌晨4时刷新）
4318	分享_UI	次数:
4319	分享_UI	奖励码
4320	分享_UI	下方输入奖励码，得高额奖励携友同行
4321	魔灵_UI	详细信息
4322	魔灵_UI	获得途径:
4323	聊天_UI	聊天频道设置
4324	聊天_UI	世界频道
4325	聊天_UI	完成并发送
4326	聊天_UI	队伍频道
4327	聊天_UI	公会频道
4328	聊天_UI	密聊频道
4329	聊天_UI	附近频道
4330	聊天_UI	退出编辑
4331	聊天_UI	编辑
4332	聊天_UI	切换
4333	聊天_UI	完成
4334	聊天_UI	发送
4335	聊天_UI	师门频道
4336	聊天_UI	系统
4337	聊天_UI	小喇叭
4338	聊天_UI	师门
4339	聊天_UI	好友
4340	聊天_UI	屏蔽交互菜单
4341	聊天_UI	系统频道
4342	聊天_UI	世界
4343	聊天_UI	好友频道
4344	聊天_UI	其他设置
4345	聊天_UI	队伍
4346	聊天_UI	公会
4347	聊天_UI	密聊
4348	聊天_UI	附近
4349	聊天_UI	关闭
4350	聊天_UI	请输入
4351	聊天_UI	设置
4352	聊天_UI	申请入队
4353	聊天_UI	举报玩家
4354	聊天_UI	邀请入队
4355	聊天_UI	查看信息
4356	聊天_UI	邀请入帮
4357	聊天_UI	申请入帮
4358	聊天_UI	寄售信息
4359	聊天_UI	屏蔽玩家
4360	聊天_UI	聊天
4361	聊天_UI	综合
4362	聊天_UI	设置密聊
4363	聊天_UI	添加好友
4364	聊天_UI	请选择显示哪些消息
4365	聊天_UI	发送数量
4366	分享_UI	每天将《Cabal》推送到朋友圈都可以得到以下精美奖励：Lv*100金币
4367	分享_UI	微信朋友圈
4368	主角_UI	替换装备，不会把符文替换掉
4369	主角_UI	吸收：
4370	主角_UI	点击装备 → 点击符文孔 → 点击吸收
4371	主角_UI	凝取：
4372	主角_UI	点击装备 → 点击符文孔 → 点击凝取
4373	主角_UI	孔位1
4374	主角_UI	孔位2
4375	主角_UI	孔位3
4376	主角_UI	孔位1
4377	主角_UI	凝取
4378	主角_UI	7级生命符文
4379	主角_UI	已吸收的符文可以无损凝取，凝取后符文会回到背包中。
4380	主角_UI	已吸收符文
4381	主角_UI	张三
4382	主角_UI	属性
4383	主角_UI	符文
4384	主角_UI	主角
4385	主角_UI	是否推送
4386	科技苑_UI	返回
4387	科技苑_UI	全部收录
4388	科技苑_UI	全部完成
4389	科技苑_UI	造访好友
4390	科技苑_UI	全部制作
4391	科技苑_UI	Lv
4392	科技苑_UI	等级收益
4393	科技苑_UI	帮助好友
4394	科技苑_UI	晶体Lv.
4395	科技苑_UI	奖励
4396	科技苑_UI	玩家经验值
4397	科技苑_UI	科技苑经验
4398	科技苑_UI	制作时间：
4399	科技苑_UI	制作这种晶体
4400	科技苑_UI	全部
4401	科技苑_UI	Lv1
4402	科技苑_UI	Lv2
4403	科技苑_UI	Lv3
4404	科技苑_UI	Lv4
4405	科技苑_UI	增加金币
4406	科技苑_UI	增加经验
4407	科技苑_UI	增加晶体
4408	侠客_UI	筛选
4409	侠客_UI	侠客
4410	侠客_UI	Lv.
4411	侠客_UI	下一Lv.
4412	侠客_UI	升级
4413	侠客_UI	锁定
4414	侠客_UI	解锁
4415	侠客_UI	装备
4416	侠客_UI	卸载
4417	侠客_UI	当前积分:
4418	侠客_UI	公会改名
4419	侠客_UI	取消
4420	侠客_UI	确定
4421	领奖UI_20141121	领奖
4422	领奖UI_20141122	兑换
4423	组队UI_2014116	组队
4424	组队UI_2014116	离队
4425	公会师门_UI	公会财富
4426	公会师门_UI	可接取次数:
4427	公会师门_UI	可开启次数:
4428	公会师门_UI	帮主开启
4429	公会师门_UI	前往接取
4430	公会师门_UI	生产腰带
4431	公会师门_UI	生产
4432	公会师门_UI	[FF8F02]暮色雨林→黄昏要塞[ffffff] / [-][0dfefe]暮色雨林→黄昏边境[-]
4433	公会师门_UI	时间：早9点→晚12点 等级：47级以上
4434	公会师门_UI	个人每天跑商次数:
4435	公会师门_UI	自动开启
4436	公会师门_UI	生产数量:
4437	公会师门_UI	消耗公会财富:
4438	公会师门_UI	每日个人金币劫持上限
4439	公会师门_UI	战力
4440	公会师门_UI	公会财产
4441	公会师门_UI	技能名称
4442	公会师门_UI	师门技能
4443	公会师门_UI	师门商城
4444	公会师门_UI	师门薪火
4445	公会师门_UI	情义：
4446	关系界面_UI	追踪
4447	关系界面_UI	解散队伍
4448	关系界面_UI	组队跟随
4449	关系界面_UI	跟随队长
4450	关系界面_UI	邀请入队
4451	关系界面_UI	申请入队
4452	关系界面_UI	请离队伍
4453	关系界面_UI	任命队长
4454	关系界面_UI	离开队伍
4455	关系界面_UI	删除
4456	关系界面_UI	设为密聊
4457	关系界面_UI	移出名单
4458	关系界面_UI	邀请组队
4459	关系界面_UI	查看信息
4460	关系界面_UI	取消
4461	关系界面_UI	社交
4462	关系界面_UI	加为好友
4463	武道之巅_UI	Lv.
4464	武道之巅_UI	战力：
4465	武道之巅_UI	排名：
4466	公会_UI	约战
4467	充值_UI	元
4468	聊天_UI	…
4469	公告_UI	公告
4470	公告_UI	更新公告
4471	公告_UI	当前活动
4472	功能_UI	装备
4473	功能_UI	魔灵
4474	功能_UI	符文
4475	功能_UI	侠客
4476	功能_UI	技能
4477	功能_UI	宠物
4478	充值_UI	如果您充值未到账，请不要着急，可能是网络问题，稍等片刻后点击手动收账
4479	充值_UI	充值记录
4480	充值_UI	手动收账
4481	充值_UI	充值
4482	PK_UI_文字	无法攻击其他玩家#r被杀戮模式的玩家攻击可合法反击
4483	PK_UI_文字	可以攻击所有玩家#r击杀杀戮模式的玩家不受到惩罚
4484	PK_UI_文字	击杀单个玩家增加1点怨恨
4485	PK_UI_文字	当前PK值
4486	寄售行_UI_文字	吆喝
4487	寄售行_UI_文字	下架
4488	寄售行_UI_文字	物品成功出售后系统将收取10%#r([ffffff]最低1点券[-])的交易税
4489	寄售行_UI_文字	搜索
4490	寄售行_UI_文字	点击输入关键字
4491	寄售行_UI_文字	物品信息
4492	寄售行_UI_文字	Lv
4493	寄售行_UI_文字	数量
4494	寄售行_UI_文字	总价
4495	寄售行_UI_文字	未找到此类上架物品信息
4496	寄售行_UI_文字	点击查看上一页
4497	寄售行_UI_文字	点击查看下一页
4498	寄售行_UI_文字	购买
4499	寄售行_UI_文字	出售
4500	寄售行_UI_文字	已寄售
4501	寄售行_UI_文字	寄售物品
4502	寄售行_UI_文字	你还未上架过物品
4503	寄售行_UI_文字	当前分类无可以寄售的物品
4504	寄售行_UI_文字	全部
4505	寄售行_UI_文字	装备
4506	寄售行_UI_文字	药品
4507	寄售行_UI_文字	材料
4508	寄售行_UI_文字	上架
4509	寄售行_UI_文字	请选择一个需要上架的物品
4510	寄售行_UI_文字	购买
4511	寄售行_UI_文字	详细信息
4512	寄售行_UI_文字	取消
4513	寄售行_UI_文字	寄售
4514	属性_UI	韧性:
4515	属性_UI	Lv.
4516	属性_UI	魔法攻击:
4517	属性_UI	物理攻击:
4518	属性_UI	物理防御:
4519	属性_UI	穿透:
4520	属性_UI	暴伤加成:
4521	属性_UI	暴伤减免:
4522	属性_UI	命中:
4523	属性_UI	魔法防御:
4524	属性_UI	职业:
4525	属性_UI	暴击:
4526	属性_UI	暴击抗性:
4527	属性_UI	角色ID:
4528	属性_UI	闪避:
4529	属性_UI	体检
4530	属性_UI	显示时装
4531	属性_UI	称号
4532	属性_UI	穿戴
4533	属性_UI	续费
4534	属性_UI	脱下
4535	属性_UI	凝取
4536	属性_UI	孔位2
4537	属性_UI	时装商店
4538	属性_UI	我的时装
4539	属性_UI	吸收
4540	属性_UI	属性
4541	属性_UI	孔位1
4542	属性_UI	孔位3
4543	属性_UI	时装
4544	属性_UI	使用称号
4545	属性_UI	MP:
4546	属性_UI	HP:
4547	属性_UI	EXP:
4548	属性_UI	详细属性
4549	属性_UI	购买
4550	属性_UI	主角
4551	属性_UI	返回
4552	属性_UI	符文
4553	属性_UI	删除称号
4554	属性_UI	吸收：点击符文空位，选择可吸收符文，点击按钮即可吸收成功。#r#r凝取：选择已吸收的符文，点击凝取即将符文无损凝取到背包中。#r#r符文存在于装备位上，即使替换装备，符文仍然存在。
4555	属性_UI	可吸收符文
4556	属性_UI	点击装备 → 点击符文孔 → 点击吸收
4557	属性_UI	点击装备 → 点击符文孔 → 点击凝取
4558	属性_UI	替换装备，不会把符文替换掉
4559	属性_UI	已吸收的符文可以无损凝取，凝取后符文会回到背包中。
4560	属性_UI	已吸收符文:
4561	属性_UI	提示信息
4562	属性_UI	称号描述:
4563	属性_UI	称号列表:
4564	功能_UI	复活
4565	功能_UI	当前没有你可以参加的活动或功能，加油做主线任务吧！
4566	功能_UI	宗师
4567	功能_UI	成长Lv
4568	功能_UI	返回暮色雨林
4569	侠客_UI	当前EXP：
4570	tips_UI	吸收
4571	tips_UI	使用
4572	tips_UI	批量使用
4573	tips_UI	放入
4574	tips_UI	批量购买
4575	tips_UI	分享
4576	tips_UI	取出
4577	tips_UI	求购
4578	tips_UI	出售
4579	tips_UI	丢弃
4580	符文_UI	吸收：点击符文空位，选择可吸收符文，点击按钮即可吸收成功。#r凝取：选择已吸收的符文，点击凝取即将符文无损凝取到背包中。#r符文存在于装备位上，即使替换装备，符文仍然存在。
4581	轻功_UI	当前场景无法使用
4582	轻功_UI	当前状态无法使用轻功
4583	轻功_UI	轻功状态无法使用技能
4584	轻功_教学	初级轻功
4585	轻功_教学	高级轻功
4586	轻功_教学	初级职业轻功技能，可轻松纵越8码范围，每次消耗20%战意。
4587	许愿池_公告	传说许愿池灵气最高，对着许愿池喊出自己的愿望就能被神仙姐姐听到，愿望便可成真！史上良心活动：“许愿池”盛大开启，点击充值按钮即可看到活动页面，充多少返多少，还有惊喜大奖等你拿，快和小宠物许个愿吧！
4588	火狐宠物_提示_20141107	<a>【{0}】</a>打开【火狐锦囊】，一只乖巧可爱的<a>【{1}】</a>宠物跳了出来！
4589	火狐宠物_提示_20141107	<a>【{0}】</a>打开【火狐福袋】，一只乖巧可爱的<a>【{1}】</a>宠物跳了出来！
4590	排行榜_UI_20141108	当前榜单奖励
4591	充值_UI显示_20141108	当前返利状态：[a2ff00]无[-]
4592	点券商店_UI	精品
4593	点券商店_UI	限时
4594	公会生产_UI显示_20141110	以各种麻类植物纤维制成的布，强度极高、吸湿、导热、透气性甚佳，缺点则是穿著不甚舒适，外观较为粗糙。
4595	公会生产_UI显示_20141110	以棉纱线为原料的机织物，柔软舒适、保暖、吸湿、透气性强。
4596	公会生产_UI显示_20141110	以动物毛皮加工而成，其表面有一种特殊的粒面层，具有自然的粒纹和光泽，手感舒适。
4597	公会生产_UI显示_20141110	以蚕丝纺织而成，轻薄、柔软、高贵典雅
4598	宠物升星_公告_20141111	<a>【{0}】</a>认真养育，每日训练，终于让他的宠物升到了蓝色12星！
4599	宠物升星_公告_20141112	<a>【{0}】</a>耐心养育，刻苦训练，终于让他的宠物升到了紫色12星！
4600	宠物升星_公告_20141113	<a>【{0}】</a>悉心养育，严格训练，终于让他的宠物升到了橙色12星！
4601	凤凰宠物_提示_20141111	<a>【{0}】</a>开启【凤凰福袋】，威风凛凛的<a>【{1}】</a>宠物浴火重生！
4602	公会生产_公告提示_20141112	在大家的共同努力下，公会积攒了足够财富并生产了【{0}】，数量为{1}，大家快去公会商店抢购吧！
4603	轻功_提示	距离障碍物太近，无法使用轻功
4604	公会_提示	只有帮主才有权限更改公告
4605	组队_提示_20141117	当前已有队伍，是否退队？
4606	排行榜_UI	防御排行榜奖励描述
4607	排行榜_UI	职业
4608	排行榜_UI	魔法防御
4609	排行榜_UI	物理防御
4610	月度活动_UI_20141118	本周活动
4611	月度活动_UI_20141118	全服野怪掉落{0}倍
4612	月度活动_UI_20141118	全服野怪EXP{0}倍
4613	月度活动_UI_20141118	地下研究所组队副本掉落{0}倍
4614	月度活动_UI_20141118	地下研究所单人副本掉落{0}倍
4615	月度活动_UI_20141118	废弃都市副本掉落{0}倍
4616	月度活动_UI_20141118	黄昏要塞组队副本掉落{0}倍
4617	月度活动_UI_20141118	黄昏要塞单人副本掉落{0}倍
4618	月度活动_UI_20141118	雷纳堡组队副本掉落{0}倍
4619	月度活动_UI_20141118	雷纳堡单人副本掉落{0}倍
4620	月度活动_UI_20141118	珍珑黄金棋局组队副本掉落{0}倍
4621	月度活动_UI_20141118	珍珑黄金棋局单人副本掉落{0}倍
4622	月度活动_UI_20141118	地下研究所组队副本掉落{0}倍
4623	月度活动_UI_20141118	地下研究所单人副本掉落{0}倍
4624	月度活动_UI_20141118	遗忘废墟副本掉落{0}倍
4625	月度活动_UI_20141118	华山论剑
4626	月度活动_UI_20141118	帮战预赛
4627	月度活动_UI_20141118	周一
4628	月度活动_UI_20141118	周二
4629	月度活动_UI_20141118	周三
4630	月度活动_UI_20141118	周四
4631	月度活动_UI_20141118	周五
4632	月度活动_UI_20141118	周六
4633	月度活动_UI_20141118	周日
4634	人物属性_UI_20141118	公会:
4635	称号_公告提示_20141118	您已经获得该称号，物品无法使用
4636	招财进宝_公告提示_20141118	您已经购买了招财进宝，{0}天后才可再次购买
4637	排行榜_UI	防御排行榜
4638	每日签到_UI_20141118	签到
4639	每日签到_UI_20141118	奖励说明
4640	每日签到_UI_20141118	{0}月签到奖励
4641	每日签到_UI_20141118	本月已累计签到[33cc66]{0}[-]天
4642	每日签到_UI_20141118	领取
4643	每日签到_提示_20141118	◆每月会根据累计签到次数发放奖励，最大可签到次数为28次#r◆每日可进行一次签到，下次可签到刷新时间为次日0:00#r◆当日未完成签到，累计签到次数不会清零，本月内可花费点券补签#r◆累计签到至特定次数会有VIP额外奖励#r◆VIP等级不足时可先领取一份奖励，本月内提升VIP等级后可补领
4644	每日签到_提示_20141118	点击确定领取当日普通奖励；本月内提升VIP等级后可补领双倍奖励
4645	每日签到_提示_20141118	V{0}双倍
4646	轻功_UI	轻功状态无法使用寻路
4647	更新_提示	检测到更新文件，系统已断开连接，请重新登录
4648	設置_UI_20141119	遊戲官網
4649	設置_UI_20141120	巴哈姆特
4650	設置_UI_20141121	Facebook
4651	二次确认_提示_20141118	吸收材料中的{0}侠客为橙色品质的侠客，确定继续吸收么？
4652	二次确认_提示_20141118	吸收材料中的{0}等{1}个侠客为橙色品质的侠客，确定继续吸收么？
4653	二次确认_提示_20141118	吸收材料中的{0}侠客为紫色品质的侠客，确定继续吸收么？
4654	二次确认_提示_20141118	吸收材料中的{0}等{1}个侠客为紫色品质的侠客，确定继续吸收么？
4655	更新_提示	连接服务器失败，请检查网络连接，点击确定重试。
4656	每日签到_提示_20141118	您的VIP等级不足，无法领取VIP额外奖励；本月内充值提升VIP等级后可补领第二份额外奖励
4657	点券商店_UI	本分页仅可使用不绑定点券购买
4658	二次确认_提示_20141121	您当前宠物将要吸收[{0}]
4659	二次确认_提示_20141121	等{0}个贵重宠物
4660	二次确认_提示_20141121	，宠物[{0}]等级高于吸收者
4661	二次确认_提示_20141121	，确认继续吸收么？
4662	跑商提示	本次副本开启失败，发起玩家处于跑商状态无法开启副本
4663	帮战提示	宣战功能在{0}天后开放，敬请期待！
4664	点券商店_公告_20141121	<a>【{0}】</a>从点券商店购买了<a>【{1}】</a>，吸收后战力大幅提升！
4665	回流礼包邮件_提示_20141121	我们特奉上大礼恭喜冒险者回归！还请继续支持我们呢，祝游戏愉快！
4666	装备强化_提示_20141124	该装备已强化至满级，继续强化将不提升属性
4667	装备强化_提示_20141125	该装备已强化至满级，不可继续使用强化材料
4668	物品出售_提示_20141126	确定出售吗？出售后可在商城回购
4669	武林大会_提示_20141125	精英竞技场即将在{0}开始，40级以上的精英请前往精英竞技场分页报名！
4670	武林大会_提示_20141125	精英竞技场即将在{0}开始，40级以上的精英请前往精英竞技场分页报名！
4671	武林大会_提示_20141125	成功报名精英竞技场{0}级别赛事
4672	武林大会_提示_20141125	40级以后方可报名参加！
4673	武林大会_提示_20141125	江山代有才人出，经过9轮激烈的角逐，恭喜本届精英竞技场{0}级别组比武状元{1}、榜眼{2}、探花{3}取得的夺目成就！
4674	武林大会_提示_20141125	恭喜冒险者在本届精英竞技场{0}级别组中获得第{1}名！奖励将通过邮件发放，请注意查收！
4675	武林大会_邮件_20141125	恭喜冒险者在本届精英竞技场{0}级别组中获得第{1}名！附件为您获得的奖励，希望冒险者再接再厉，祝游戏愉快！
4676	武林大会_UI_20141125	精英竞技场
4677	武林大会_UI_20141125	活动未开启
4678	武林大会_UI_20141125	每{0}{1}—{2}为报名时间，{3}比赛正式开始#r每{4}{5}—{6}为报名时间，{7}比赛正式开始
4679	武林大会_UI_20141125	40级
4680	武林大会_UI_20141125	50级
4681	武林大会_UI_20141125	60级
4682	武林大会_UI_20141125	70级
4683	武林大会_UI_20141125	80级
4684	武林大会_UI_20141125	90级
4685	武林大会_UI_20141125	100级
4686	武林大会_UI_20141125	排名
4687	武林大会_UI_20141125	姓名
4688	武林大会_UI_20141125	战力
4689	武林大会_UI_20141125	匹配剩余时间：
4690	武林大会_UI_20141125	匹配成功
4691	武林大会_UI_20141125	正在为您匹配对手…
4692	武林大会_UI_20141125	比赛进度：1/{0}
4693	武林大会_UI_20141125	HP:
4694	武林大会_UI_20141125	MP:
4695	武林大会_UI_20141125	攻击力:
4696	武林大会_UI_20141125	物理防御:
4697	武林大会_UI_20141125	魔法防御:
4698	武林大会_UI_20141125	命中：
4699	武林大会_UI_20141125	闪避:
4700	武林大会_UI_20141125	暴击：
4701	武林大会_UI_20141125	
4702	每日签到_提示_20141118	您的VIP等级已满足要求，点击确定免费补领第二份额外奖励
4703	每日签到_提示_20141118	您确定花费{0}点券进行补领么？
4704	月度活动_UI_20141126	珍珑黄金棋局
4705	月度活动_UI_20141126	当前未开放活动
4706	月度活动_UI_20141126	无
4707	成长基金_公告提示_20141127	成长基金只有低于50级才可以购买哦，欲购从速啦
4708	物品_公告提示_20141127	任务物品不可丢弃
4709	月度活动_UI_20141126	公会跑商金币{0}倍
4710	邮件_提示_20141201	{0}与你不是好友关系，对方将忽略你的邮件。
4711	公会_提示_20141202	需要先将会长禅让给他人才能申请退会。
4712	二次确认_提示_20141202	吸收材料中的{0}为更强力的装备，确定继续吸收么？
4713	二次确认_提示_20141202	吸收材料中的{0}等{1}个装备为更强力的装备，确定继续吸收么？
4714	二次确认_提示_20141202	吸收材料中的{0}可以进行寄售，确定继续吸收么？
4715	二次确认_提示_20141202	吸收材料中的{0}等{1}个装备可以进行寄售，确定继续吸收么？
4716	宠物界面_描述	潜质:
4717	VIP_UI_20140225	再充值{0}点券升级为VIP{1}
4718	许愿池_UI_20141020	1、活动期间累计充值{0}点券即可获得许愿特权，许愿时更有机会获得最高1000绑定点券的幸运大奖哦，试试你的手气吧。#r2、活动期间累计充值超过{1}点券，充值全部金额将额外生成等额的许愿基金，活动结束后续{2}日内发放，每天可以领取一次许愿基金，多充多得，这样的好机会不容错过。#r3、活动时间：{3}—{4}
4719	许愿池_提示_20141103	活动期间充值满{0}点券方可获得许愿特权
4720	充值_UI	[-]◆50级以下◆[-][000000]可购买成长基金套餐[-]
4721	充值_UI	通过充值购买招财进宝套餐
4722	每日签到_提示_20141203	补领
4723	社交_提示_20141203	该玩家已被您拉黑，无法添加好友。
4724	组队跟随_提示_20141204	队伍集合
4725	组队跟随_提示_20141204	只有队长才能使用此功能
4726	组队跟随_提示_20141204	集合功能每30秒使用一次，请{0}秒后尝试。
4727	组队跟随_提示_20141204	[e90000]当前场景及副本中无法使用。
4728	组队跟随_提示_20141204	已向队伍其他成员发送邀请，等待对方确认。
4729	组队跟随_提示_20141204	队长{0}邀请大家在{1}集合，是否传送
4730	组队跟随_提示_20141204	队员{0}未执行传送
4731	组队跟随_提示_20141204	由于目标场景已满，已将队员集体放在新线程。
4732	组队跟随_提示_20141204	组队跟随
4733	组队跟随_提示_20141204	跟
4734	组队跟随_提示_20141204	当前场景无法执行组队跟随
4735	组队跟随_提示_20141204	队长{0}邀请你加入组队跟随，是否接受？
4736	组队跟随_提示_20141204	{0}秒后自动跟随
4737	组队跟随_提示_20141204	确认
4738	组队跟随_提示_20141204	拒绝
4739	组队跟随_提示_20141204	当前处于传送受限状态，无法组队跟随。
4740	组队跟随_提示_20141204	你已进入组队跟随状态。
4741	组队跟随_提示_20141204	{0}已经入组队跟随状态
4742	组队跟随_提示_20141204	你已脱离组队跟随状态
4743	组队跟随_提示_20141204	当前队伍少于2人，不能进入组队跟随状态。
4744	组队跟随_提示_20141204	目标场景人数已满，请解除组队跟随分别进入。
4745	组队跟随_提示_20141204	组队跟随状态下无法执行，可点击跟随按钮解除。
4746	商店赠送_描述	找我支付
4747	商店赠送_描述	赠送给我
4748	商店赠送_描述	商品保管
4749	商店赠送_描述	数量
4750	商店赠送_描述	赠送规则
4751	商店赠送_描述	领取
4752	商店赠送_描述	选择一位好友
4753	商店赠送_描述	{0}小时后清空
4754	商店赠送_描述	上限:{0}/5
4755	商店赠送_描述	赠送
4756	商店赠送_描述	代付
4757	商店赠送_描述	确定将这些物品赠送给好友:{0}
4758	商店赠送_描述	确定让好友:{0}代付这些物品？
4759	商店赠送_描述	总价值:
4760	聊天_提示_20141205	输入的文字长度超过128个汉字限制
4761	舞林大会_描述	第一名
4762	舞林大会_描述	第二名
4763	舞林大会_描述	第三名
4764	舞林大会_描述	40级别组
4765	舞林大会_描述	50级别组
4766	舞林大会_描述	60级别组
4767	舞林大会_描述	70级别组
4768	舞林大会_描述	80级别组
4769	舞林大会_描述	90级别组
4770	舞林大会_描述	100级别组
4771	舞林大会_描述	排名
4772	魔灵_UI	取消激活
4773	组队跟随_提示_20141206	死亡状态下不能使用
4774	组队跟随_提示_20141207	队长不在附近，无法进入组队跟随
4775	组队跟随_提示_20141208	队长跟随队员太多，无法进入组队跟随
4776	组队跟随_提示_20141209	进入组队跟随失败
4777	组队跟随_提示_20141210	你已拒绝组队跟随
4778	组队跟随_提示_20141211	队员【{0}】已拒绝组队跟随
4779	武林大会_提示_20141125	您已报名，请等待开赛。
4780	武林大会_提示_20141125	冒险者切勿气馁，勤练武功后再来吧。
4781	武林大会_提示_20141125	江山代有人才出，经过激励角逐，恭喜本届精英竞技场{0}级别组比武状元{1}。
4782	武林大会_提示_20141125	江山代有人才出，经过激励角逐，恭喜本届精英竞技场{0}级别组比武榜眼{1}。
4783	武林大会_提示_20141125	江山代有人才出，经过激励角逐，恭喜本届精英竞技场{0}级别组比武探花{1}。
4784	武林大会_邮件_20141208	您报名{0}级别组比赛，但您当前等级为{1}，系统判定您违规，很遗憾，下次别这样。
4785	武林大会_邮件_20141208	您报名{0}级别组比赛，但您的对手当前等级为{1}，系统判定您获胜，恭喜你，继续前进。
4786	武林大会_邮件_20141208	很遗憾您止步{0}级别决赛
4787	武林大会_邮件_20141208	很遗憾您止步{0}级别半决赛
4788	武林大会_邮件_20141208	很遗憾您止步{0}级别1/{1}赛
4789	武林大会_邮件_20141208	恭喜您武功盖世，所向披靡，摘得精英竞技场{0}级别第一名
4790	武林大会_邮件_20141208	恭喜您武功深厚，更胜一筹，击败对手，迈进{0}级别决赛
4791	武林大会_邮件_20141208	恭喜您武艺高强，技艺精湛，赢得{0}级别1/{1}赛
4792	商店赠送_描述	赠送/代付
4793	商店赠送_描述	是否删除此条信息？
4794	商店赠送_描述	来自{0}
4795	商店赠送_描述	{0}天后删除
4796	商店赠送_描述	{0}/{1}
4797	商店赠送_描述	支付
4798	组队跟随_提示_20141208	[e90000]当前状态下不能使用
4799	组队跟随_提示_20141208	当前处于跑商状态，不能使用
4800	组队跟随_提示_20141208	当前队伍少于2个人，不能使用
4801	组队跟随_提示_20141208	当前场景不可使用
4802	月度活动_UI_20141209	帮战半决赛
4803	月度活动_UI_20141209	帮战决赛
4804	武林大会论剑_UI_20141209	正在查询，请稍候
4805	武林大会论剑_UI_20141209	请等待本轮比赛结束
4806	武林大会论剑_UI_20141209	您当前排名为：{0}
4807	武林大会论剑_UI_20141209	您的战力太弱，请继续修炼
4808	武林大会论剑_UI_20141209	精英竞技场已经开赛。
4809	武林大会论剑_UI_20141209	匹配时间还剩余{0}秒
4810	武林大会论剑_UI_20141209	正在为您匹配对手…
4811	武林大会论剑_UI_20141209	半决赛
4812	武林大会论剑_UI_20141209	决赛
4813	武林大会论剑_UI_20141209	恭喜获得决赛胜利
4814	武林大会论剑_UI_20141209	恭喜您，直接进入{0}，请等待开始。
4815	武林大会论剑_UI_20141209	匹配成功
4816	武林大会论剑_UI_20141209	{0}强
