Id	Desc	ModelId	EffectId	Component	SetId	Durable	HP	HP_Per	MP	MP_Per	PhysicsAttack	PhysicsAttack_Per	MagicAttack	MagicAttack_Per	PhysicsDefence	PhysicsDefence_Per	MagicDefence	MagicDefence_Per	AttackSpeed	AttackSpeed_Per	AllAttack	AllAttack_Per	AllDefence	AllDefence_Per	AddAttrType1	AddAttrValue1	AddAttrPer1	AddAttrType2	AddAttrValue2	AddAttrPer2	AddAttrType3	AddAttrValue3	AddAttrPer3	AddAttrType4	AddAttrValue4	AddAttrPer4	AttrFactorMin	AttrFactorMax
34709	散件紫狂战士饰品1(90)	-1	-1	7	-1	-1	0	0	0	0	781	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	552	0	-1	0	0	9	892	0	-1	0	0	-0.2	0.2
34710	散件紫狂战士饰品1(100)	-1	-1	7	-1	-1	0	0	0	0	923	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	609	0	-1	0	0	9	986	0	-1	0	0	-0.2	0.2
34801	散件紫狂战士饰品2(10)	-1	-1	8	-1	-1	384	0	0	0	87	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	115	0	-1	0	0	9	70	0	-1	0	0	-0.2	0.2
34802	散件紫狂战士饰品2(20)	-1	-1	8	-1	-1	630	0	0	0	141	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	170	0	-1	0	0	9	103	0	-1	0	0	-0.2	0.2
34803	散件紫狂战士饰品2(30)	-1	-1	8	-1	-1	911	0	0	0	202	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	224	0	-1	0	0	9	136	0	-1	0	0	-0.2	0.2
34804	散件紫狂战士饰品2(40)	-1	-1	8	-1	-1	1230	0	0	0	271	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	279	0	-1	0	0	9	169	0	-1	0	0	-0.2	0.2
34805	散件紫狂战士饰品2(50)	-1	-1	8	-1	-1	1592	0	0	0	351	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	334	0	-1	0	0	9	202	0	-1	0	0	-0.2	0.2
34806	散件紫狂战士饰品2(60)	-1	-1	8	-1	-1	2000	0	0	0	440	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	388	0	-1	0	0	9	235	0	-1	0	0	-0.2	0.2
34807	散件紫狂战士饰品2(70)	-1	-1	8	-1	-1	2461	0	0	0	541	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	443	0	-1	0	0	9	268	0	-1	0	0	-0.2	0.2
34808	散件紫狂战士饰品2(80)	-1	-1	8	-1	-1	2979	0	0	0	654	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	497	0	-1	0	0	9	301	0	-1	0	0	-0.2	0.2
34809	散件紫狂战士饰品2(90)	-1	-1	8	-1	-1	3560	0	0	0	781	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	552	0	-1	0	0	9	335	0	-1	0	0	-0.2	0.2
34810	散件紫狂战士饰品2(100)	-1	-1	8	-1	-1	4211	0	0	0	923	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	609	0	-1	0	0	9	370	0	-1	0	0	-0.2	0.2
35101	散件紫双剑士头部(10)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	76	0	90	0	-1	0	0	0	0	0	-1	0	0	8	90	0	-1	0	0	10	96	0	-0.2	0.2
35102	散件紫双剑士头部(20)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	114	0	132	0	-1	0	0	0	0	0	-1	0	0	8	132	0	-1	0	0	10	142	0	-0.2	0.2
35103	散件紫双剑士头部(30)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	159	0	182	0	-1	0	0	0	0	0	-1	0	0	8	174	0	-1	0	0	10	188	0	-0.2	0.2
35104	散件紫双剑士头部(40)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	209	0	238	0	-1	0	0	0	0	0	-1	0	0	8	217	0	-1	0	0	10	233	0	-0.2	0.2
35105	散件紫双剑士头部(50)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	266	0	302	0	-1	0	0	0	0	0	-1	0	0	8	259	0	-1	0	0	10	279	0	-0.2	0.2
35106	散件紫双剑士头部(60)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	329	0	373	0	-1	0	0	0	0	0	-1	0	0	8	302	0	-1	0	0	10	325	0	-0.2	0.2
35107	散件紫双剑士头部(70)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	402	0	454	0	-1	0	0	0	0	0	-1	0	0	8	344	0	-1	0	0	10	370	0	-0.2	0.2
35108	散件紫双剑士头部(80)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	483	0	545	0	-1	0	0	0	0	0	-1	0	0	8	386	0	-1	0	0	10	416	0	-0.2	0.2
35109	散件紫双剑士头部(90)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	575	0	647	0	-1	0	0	0	0	0	-1	0	0	8	429	0	-1	0	0	10	462	0	-0.2	0.2
35110	散件紫双剑士头部(100)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	677	0	762	0	-1	0	0	0	0	0	-1	0	0	8	471	0	-1	0	0	10	508	0	-0.2	0.2
35201	散件紫双剑士上衣(10)	9	-1	3	-1	-1	625	0	297	0	0	0	0	0	62	0	60	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
35202	散件紫双剑士上衣(20)	9	-1	3	-1	-1	991	0	482	0	0	0	0	0	93	0	88	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
35203	散件紫双剑士上衣(30)	9	-1	3	-1	-1	1408	0	692	0	0	0	0	0	130	0	121	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
35204	散件紫双剑士上衣(40)	7	-1	3	-1	-1	1882	0	932	0	0	0	0	0	171	0	159	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
35205	散件紫双剑士上衣(50)	7	-1	3	-1	-1	2419	0	1204	0	0	0	0	0	217	0	201	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
35206	散件紫双剑士上衣(60)	7	-1	3	-1	-1	3026	0	1509	0	0	0	0	0	269	0	249	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
35207	散件紫双剑士上衣(70)	7	-1	3	-1	-1	3711	0	1855	0	0	0	0	0	329	0	303	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
35208	散件紫双剑士上衣(80)	7	-1	3	-1	-1	4480	0	2243	0	0	0	0	0	395	0	364	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
35209	散件紫双剑士上衣(90)	7	-1	3	-1	-1	5344	0	2680	0	0	0	0	0	470	0	432	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
35210	散件紫双剑士上衣(100)	7	-1	3	-1	-1	6310	0	3168	0	0	0	0	0	554	0	508	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
35301	散件紫双剑士下衣(10)	-1	-1	4	-1	-1	938	0	255	0	0	0	0	0	55	0	67	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
35302	散件紫双剑士下衣(20)	-1	-1	4	-1	-1	1486	0	413	0	0	0	0	0	83	0	99	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
35303	散件紫双剑士下衣(30)	-1	-1	4	-1	-1	2111	0	593	0	0	0	0	0	115	0	136	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
35304	散件紫双剑士下衣(40)	-1	-1	4	-1	-1	2823	0	799	0	0	0	0	0	152	0	179	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
35305	散件紫双剑士下衣(50)	-1	-1	4	-1	-1	3629	0	1032	0	0	0	0	0	193	0	226	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
35306	散件紫双剑士下衣(60)	-1	-1	4	-1	-1	4540	0	1294	0	0	0	0	0	240	0	280	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
35307	散件紫双剑士下衣(70)	-1	-1	4	-1	-1	5566	0	1590	0	0	0	0	0	292	0	341	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
35308	散件紫双剑士下衣(80)	-1	-1	4	-1	-1	6720	0	1923	0	0	0	0	0	351	0	409	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
35309	散件紫双剑士下衣(90)	-1	-1	4	-1	-1	8015	0	2297	0	0	0	0	0	418	0	485	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
35310	散件紫双剑士下衣(100)	-1	-1	4	-1	-1	9465	0	2715	0	0	0	0	0	492	0	572	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
35401	散件紫双剑士鞋子(10)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	37	0	-1	0	0	0	0	0	-1	0	0	8	519	0	-1	0	0	10	77	0	-0.2	0.2
35402	散件紫双剑士鞋子(20)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	55	0	-1	0	0	0	0	0	-1	0	0	8	765	0	-1	0	0	10	114	0	-0.2	0.2
35403	散件紫双剑士鞋子(30)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	76	0	-1	0	0	0	0	0	-1	0	0	8	1011	0	-1	0	0	10	150	0	-0.2	0.2
35404	散件紫双剑士鞋子(40)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	99	0	-1	0	0	0	0	0	-1	0	0	8	1257	0	-1	0	0	10	187	0	-0.2	0.2
35405	散件紫双剑士鞋子(50)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	126	0	-1	0	0	0	0	0	-1	0	0	8	1503	0	-1	0	0	10	223	0	-0.2	0.2
35406	散件紫双剑士鞋子(60)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	156	0	-1	0	0	0	0	0	-1	0	0	8	1749	0	-1	0	0	10	260	0	-0.2	0.2
35407	散件紫双剑士鞋子(70)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	189	0	-1	0	0	0	0	0	-1	0	0	8	1995	0	-1	0	0	10	296	0	-0.2	0.2
35408	散件紫双剑士鞋子(80)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	227	0	-1	0	0	0	0	0	-1	0	0	8	2241	0	-1	0	0	10	333	0	-0.2	0.2
35409	散件紫双剑士鞋子(90)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	270	0	-1	0	0	0	0	0	-1	0	0	8	2487	0	-1	0	0	10	369	0	-0.2	0.2
35410	散件紫双剑士鞋子(100)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	318	0	-1	0	0	0	0	0	-1	0	0	8	2733	0	-1	0	0	10	406	0	-0.2	0.2
35501	散件紫双剑士手腕(10)	-1	-1	5	-1	-1	938	0	0	0	0	0	0	0	41	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	154	0	-0.2	0.2
35502	散件紫双剑士手腕(20)	-1	-1	5	-1	-1	1486	0	0	0	0	0	0	0	62	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	227	0	-0.2	0.2
35503	散件紫双剑士手腕(30)	-1	-1	5	-1	-1	2111	0	0	0	0	0	0	0	87	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	300	0	-0.2	0.2
35504	散件紫双剑士手腕(40)	-1	-1	5	-1	-1	2823	0	0	0	0	0	0	0	114	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	374	0	-0.2	0.2
35505	散件紫双剑士手腕(50)	-1	-1	5	-1	-1	3629	0	0	0	0	0	0	0	145	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	447	0	-0.2	0.2
35506	散件紫双剑士手腕(60)	-1	-1	5	-1	-1	4540	0	0	0	0	0	0	0	180	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	520	0	-0.2	0.2
35507	散件紫双剑士手腕(70)	-1	-1	5	-1	-1	5566	0	0	0	0	0	0	0	219	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	593	0	-0.2	0.2
35508	散件紫双剑士手腕(80)	-1	-1	5	-1	-1	6720	0	0	0	0	0	0	0	264	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	666	0	-0.2	0.2
35509	散件紫双剑士手腕(90)	-1	-1	5	-1	-1	8015	0	0	0	0	0	0	0	314	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	739	0	-0.2	0.2
35510	散件紫双剑士手腕(100)	-1	-1	5	-1	-1	9465	0	0	0	0	0	0	0	369	0	0	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	812	0	-0.2	0.2
35601	散件紫双剑士武器(10)	-1	-1	1	-1	-1	0	0	0	0	373	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	223	0	-1	0	0	9	182	0	-1	0	0	-0.2	0.2
35602	散件紫双剑士武器(20)	9	-1	1	-1	-1	0	0	0	0	625	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	329	0	-1	0	0	9	268	0	-1	0	0	-0.2	0.2
35603	散件紫双剑士武器(30)	9	-1	1	-1	-1	0	0	0	0	911	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	435	0	-1	0	0	9	354	0	-1	0	0	-0.2	0.2
35604	散件紫双剑士武器(40)	7	-1	1	-1	-1	0	0	0	0	1238	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	540	0	-1	0	0	9	440	0	-1	0	0	-0.2	0.2
35605	散件紫双剑士武器(50)	9	-1	1	-1	-1	0	0	0	0	1606	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	646	0	-1	0	0	9	526	0	-1	0	0	-0.2	0.2
35606	散件紫双剑士武器(60)	9	-1	1	-1	-1	0	0	0	0	2024	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	752	0	-1	0	0	9	612	0	-1	0	0	-0.2	0.2
35607	散件紫双剑士武器(70)	9	-1	1	-1	-1	0	0	0	0	2495	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	857	0	-1	0	0	9	699	0	-1	0	0	-0.2	0.2
35608	散件紫双剑士武器(80)	9	-1	1	-1	-1	0	0	0	0	3024	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	963	0	-1	0	0	9	785	0	-1	0	0	-0.2	0.2
35609	散件紫双剑士武器(90)	9	-1	1	-1	-1	0	0	0	0	3617	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	1069	0	-1	0	0	9	871	0	-1	0	0	-0.2	0.2
35610	散件紫双剑士武器(100)	9	-1	1	-1	-1	0	0	0	0	4281	0	0	0	0	0	0	0	0.6	0	0	0	0	0	7	1175	0	-1	0	0	9	957	0	-1	0	0	-0.2	0.2
35701	散件紫双剑士饰品1(10)	-1	-1	7	-1	-1	0	0	0	0	102	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	99	0	-1	0	0	9	242	0	-1	0	0	-0.2	0.2
35702	散件紫双剑士饰品1(20)	-1	-1	7	-1	-1	0	0	0	0	171	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	146	0	-1	0	0	9	357	0	-1	0	0	-0.2	0.2
35703	散件紫双剑士饰品1(30)	-1	-1	7	-1	-1	0	0	0	0	248	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	193	0	-1	0	0	9	472	0	-1	0	0	-0.2	0.2
35704	散件紫双剑士饰品1(40)	-1	-1	7	-1	-1	0	0	0	0	338	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	240	0	-1	0	0	9	587	0	-1	0	0	-0.2	0.2
35705	散件紫双剑士饰品1(50)	-1	-1	7	-1	-1	0	0	0	0	438	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	287	0	-1	0	0	9	702	0	-1	0	0	-0.2	0.2
35706	散件紫双剑士饰品1(60)	-1	-1	7	-1	-1	0	0	0	0	552	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	334	0	-1	0	0	9	817	0	-1	0	0	-0.2	0.2
35707	散件紫双剑士饰品1(70)	-1	-1	7	-1	-1	0	0	0	0	680	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	381	0	-1	0	0	9	931	0	-1	0	0	-0.2	0.2
35708	散件紫双剑士饰品1(80)	-1	-1	7	-1	-1	0	0	0	0	825	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	428	0	-1	0	0	9	1046	0	-1	0	0	-0.2	0.2
35709	散件紫双剑士饰品1(90)	-1	-1	7	-1	-1	0	0	0	0	987	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	475	0	-1	0	0	9	1161	0	-1	0	0	-0.2	0.2
35710	散件紫双剑士饰品1(100)	-1	-1	7	-1	-1	0	0	0	0	1168	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	522	0	-1	0	0	9	1276	0	-1	0	0	-0.2	0.2
35801	散件紫双剑士饰品2(10)	-1	-1	8	-1	-1	313	0	0	0	102	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	99	0	-1	0	0	9	91	0	-1	0	0	-0.2	0.2
35802	散件紫双剑士饰品2(20)	-1	-1	8	-1	-1	495	0	0	0	171	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	146	0	-1	0	0	9	134	0	-1	0	0	-0.2	0.2
35803	散件紫双剑士饰品2(30)	-1	-1	8	-1	-1	704	0	0	0	248	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	193	0	-1	0	0	9	177	0	-1	0	0	-0.2	0.2
35804	散件紫双剑士饰品2(40)	-1	-1	8	-1	-1	941	0	0	0	338	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	240	0	-1	0	0	9	220	0	-1	0	0	-0.2	0.2
35805	散件紫双剑士饰品2(50)	-1	-1	8	-1	-1	1210	0	0	0	438	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	287	0	-1	0	0	9	263	0	-1	0	0	-0.2	0.2
35806	散件紫双剑士饰品2(60)	-1	-1	8	-1	-1	1513	0	0	0	552	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	334	0	-1	0	0	9	306	0	-1	0	0	-0.2	0.2
35807	散件紫双剑士饰品2(70)	-1	-1	8	-1	-1	1855	0	0	0	680	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	381	0	-1	0	0	9	349	0	-1	0	0	-0.2	0.2
35808	散件紫双剑士饰品2(80)	-1	-1	8	-1	-1	2240	0	0	0	825	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	428	0	-1	0	0	9	392	0	-1	0	0	-0.2	0.2
35809	散件紫双剑士饰品2(90)	-1	-1	8	-1	-1	2672	0	0	0	987	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	475	0	-1	0	0	9	435	0	-1	0	0	-0.2	0.2
35810	散件紫双剑士饰品2(100)	-1	-1	8	-1	-1	3155	0	0	0	1168	0	0	0	0	0	0	0	-1	0	0	0	0	0	7	522	0	-1	0	0	9	479	0	-1	0	0	-0.2	0.2
36101	散件紫魔导师头部(10)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	72	0	119	0	-1	0	0	0	0	0	-1	0	0	8	58	0	-1	0	0	10	110	0	-0.2	0.2
36102	散件紫魔导师头部(20)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	101	0	192	0	-1	0	0	0	0	0	-1	0	0	8	86	0	-1	0	0	10	162	0	-0.2	0.2
36103	散件紫魔导师头部(30)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	134	0	277	0	-1	0	0	0	0	0	-1	0	0	8	113	0	-1	0	0	10	215	0	-0.2	0.2
36104	散件紫魔导师头部(40)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	171	0	372	0	-1	0	0	0	0	0	-1	0	0	8	141	0	-1	0	0	10	267	0	-0.2	0.2
36105	散件紫魔导师头部(50)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	215	0	481	0	-1	0	0	0	0	0	-1	0	0	8	169	0	-1	0	0	10	319	0	-0.2	0.2
36106	散件紫魔导师头部(60)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	262	0	604	0	-1	0	0	0	0	0	-1	0	0	8	196	0	-1	0	0	10	371	0	-0.2	0.2
36107	散件紫魔导师头部(70)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	317	0	742	0	-1	0	0	0	0	0	-1	0	0	8	224	0	-1	0	0	10	423	0	-0.2	0.2
36108	散件紫魔导师头部(80)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	378	0	897	0	-1	0	0	0	0	0	-1	0	0	8	251	0	-1	0	0	10	476	0	-0.2	0.2
36109	散件紫魔导师头部(90)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	447	0	1072	0	-1	0	0	0	0	0	-1	0	0	8	279	0	-1	0	0	10	528	0	-0.2	0.2
36110	散件紫魔导师头部(100)	-1	-1	2	-1	-1	0	0	0	0	0	0	0	0	523	0	1267	0	-1	0	0	0	0	0	-1	0	0	8	308	0	-1	0	0	10	580	0	-0.2	0.2
36201	散件紫魔导师上衣(10)	9	-1	3	-1	-1	543	0	297	0	0	0	0	0	59	0	79	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
36202	散件紫魔导师上衣(20)	9	-1	3	-1	-1	839	0	482	0	0	0	0	0	83	0	128	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
36203	散件紫魔导师上衣(30)	9	-1	3	-1	-1	1176	0	692	0	0	0	0	0	110	0	184	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
36204	散件紫魔导师上衣(40)	7	-1	3	-1	-1	1558	0	932	0	0	0	0	0	140	0	248	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
36205	散件紫魔导师上衣(50)	7	-1	3	-1	-1	1992	0	1204	0	0	0	0	0	176	0	321	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
36206	散件紫魔导师上衣(60)	7	-1	3	-1	-1	2483	0	1509	0	0	0	0	0	215	0	403	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
36207	散件紫魔导师上衣(70)	7	-1	3	-1	-1	3036	0	1855	0	0	0	0	0	259	0	495	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
36208	散件紫魔导师上衣(80)	7	-1	3	-1	-1	3657	0	2243	0	0	0	0	0	309	0	598	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
36209	散件紫魔导师上衣(90)	7	-1	3	-1	-1	4354	0	2680	0	0	0	0	0	365	0	715	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
36210	散件紫魔导师上衣(100)	7	-1	3	-1	-1	5135	0	3168	0	0	0	0	0	428	0	844	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
36301	散件紫魔导师下衣(10)	-1	-1	4	-1	-1	815	0	255	0	0	0	0	0	52	0	89	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
36302	散件紫魔导师下衣(20)	-1	-1	4	-1	-1	1258	0	413	0	0	0	0	0	74	0	144	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
36303	散件紫魔导师下衣(30)	-1	-1	4	-1	-1	1763	0	593	0	0	0	0	0	97	0	207	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
36304	散件紫魔导师下衣(40)	-1	-1	4	-1	-1	2338	0	799	0	0	0	0	0	125	0	279	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
36305	散件紫魔导师下衣(50)	-1	-1	4	-1	-1	2988	0	1032	0	0	0	0	0	156	0	361	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
36306	散件紫魔导师下衣(60)	-1	-1	4	-1	-1	3724	0	1294	0	0	0	0	0	191	0	453	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
36307	散件紫魔导师下衣(70)	-1	-1	4	-1	-1	4554	0	1590	0	0	0	0	0	230	0	557	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
36308	散件紫魔导师下衣(80)	-1	-1	4	-1	-1	5485	0	1923	0	0	0	0	0	275	0	673	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
36309	散件紫魔导师下衣(90)	-1	-1	4	-1	-1	6531	0	2297	0	0	0	0	0	325	0	804	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
36310	散件紫魔导师下衣(100)	-1	-1	4	-1	-1	7703	0	2715	0	0	0	0	0	380	0	950	0	-1	0	0	0	0	0	-1	0	0	-1	0	0	-1	0	0	10	0	0	-0.2	0.2
36401	散件紫魔导师鞋子(10)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	50	0	-1	0	0	0	0	0	-1	0	0	8	339	0	-1	0	0	10	88	0	-0.2	0.2
36402	散件紫魔导师鞋子(20)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	80	0	-1	0	0	0	0	0	-1	0	0	8	498	0	-1	0	0	10	130	0	-0.2	0.2
36403	散件紫魔导师鞋子(30)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	115	0	-1	0	0	0	0	0	-1	0	0	8	658	0	-1	0	0	10	172	0	-0.2	0.2
36404	散件紫魔导师鞋子(40)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	155	0	-1	0	0	0	0	0	-1	0	0	8	818	0	-1	0	0	10	213	0	-0.2	0.2
36405	散件紫魔导师鞋子(50)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	200	0	-1	0	0	0	0	0	-1	0	0	8	978	0	-1	0	0	10	255	0	-0.2	0.2
36406	散件紫魔导师鞋子(60)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	252	0	-1	0	0	0	0	0	-1	0	0	8	1137	0	-1	0	0	10	297	0	-0.2	0.2
36407	散件紫魔导师鞋子(70)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	309	0	-1	0	0	0	0	0	-1	0	0	8	1297	0	-1	0	0	10	339	0	-0.2	0.2
36408	散件紫魔导师鞋子(80)	-1	-1	6	-1	-1	0	0	0	0	0	0	0	0	0	0	374	0	-1	0	0	0	0	0	-1	0	0	8	1457	0	-1	0	0	10	380	0	-0.2	0.2
