Id	Desc	TargetPosX	TargetPosY	TargetPosZ	TargetPosRadius	CameraMove	DialogType	SpeakerID	SpriteName	Story	NextPageTime	SendMsgOnOver	PauseOnOver
								1136	LiQiLai	居然还真的就这么追过来了啊，该说你天真呢还是无脑呢？	5	0	0
								-1	MainPlayer	什么？难道……	5	0	0
								1136	LiQiLai	你就在这里悔恨终生吧！	5	0	0
235	雷纳堡副本1结尾	-1	-1	-1	-1	0	0	-1	MainPlayer	看来已经追不上了啊……可恶！这次完全中了他的圈套了啊！	5	0	0
236	雷纳堡副本2开场	-1	-1	-1	-1	0	0	1138	ShouHuZheR10	出现外来者……扫描完毕……判定为入侵者，开始毁灭模式。	5	0	0
								-1	MainPlayer	那是……那个就是守卫程式的机器人吗？看来只能先解决它了！	5	0	0
237	雷纳堡副本2结尾1	-1	-1	-1	-1	0	0	1138	ShouHuZheR10	入侵者威胁等级上升，开始彻底毁灭模式！	5	0	0
								-1	MainPlayer	糟糕……没办法击败它……	5	0	0
								1137	QiaoAnNa	住手！	5	0	0
238	雷纳堡副本2结尾2	-1	-1	-1	-1	0	0	1138	ShouHuZheR10	新入侵者发现，开始扫描。扫描结束，人类特征和乔安娜符合度100%，系统解除攻击。	5	0	0
								1137	QiaoAnNa	乔安娜……乔安娜是谁……	5	0	0
								1138	ShouHuZheR10	乔安娜，七贤者之一，雷纳堡的守护者，伟大的，同伴，不能攻击。	5	0	0
								1137	QiaoAnNa	我是……乔安娜？	5	0	0
								-1	MainPlayer	总之还是先回去吧……	5	0	0
239	雷纳堡边缘副本3开场	-1	-1	-1	-1	0	0	-1	MainPlayer	那是……狮鹫？这种生物居然真的存在？！	5	0	0
								-1	MainPlayer	等等！好像并不像传说中的友好！	5	0	0
240	雷纳堡边缘副本3第二阶段开始	-1	-1	-1	-1	0	0	-1	MainPlayer	难道这里是这种狮鹫的领地吗？	5	0	0
								1129	ChiYiShiJiu	嗷！！！！	5	0	0
								-1	MainPlayer	等等！那是什么！？	5	0	0
241	雷纳堡边缘副本3结束	-1	-1	-1	-1	0	0	-1	MainPlayer	刚才那个……看起来很像狮鹫，但是好像更像恶魔？发生了什么？	5	0	0
								935	YiLongShou	吼！！！	5	0	0
								-1	MainPlayer	什么？！难道是……龙吼？这里难道有龙？！我还是快点回去吧……	5	0	0
242	血色冰封副本1结束	-1	-1	-1	-1	0	0	-1	MainPlayer	奇怪……这些僵尸虽然有组织，但是又不像是来攻击城镇的……	5	0	0
								-1	MainPlayer	算了以后有机会的话再来调查这个事情吧。	5	0	0
243	血色冰封副本2开场1	-1	-1	-1	-1	0	0	-1	MainPlayer	艾莉娜！我终于追……哎这是个什么情况？	5	0	0
								1139	AiLiNa	放弃吧！我不会让你们带走这个孩子的！	5	0	0
								1140	Elena	真是可惜啊，我本来还想陪你们多玩一会的，但是出现了更好玩的玩具呢，还是先解决你吧！	5	0	0
244	血色冰封副本2开场2	-1	-1	-1	-1	0	0	1141	ALiAoNaiEr	艾莉娜老师！！！	5	0	0
								1140	Elena	别着急啊小姑娘，等我玩够了那个人，就该轮到你了~	5	0	0
								-1	MainPlayer	休想！	5	0	0
245	血色冰封副本2第二阶段	-1	-1	-1	-1	0	0	1140	Elena	不愧是敢挑战马斯特马大人的人类，这点三头犬完全不够看呢~那这样好了~	5	0	0
246	血色冰封副本2结束	-1	-1	-1	-1	0	0	1140	Elena	果然和姐姐说的一样不是很好对付呢~那这次看在姐姐的份上就饶了你一命吧~还不快快回去？	5	0	0
								1141	ALiAoNaiEr	不！我要为老师报仇！	5	0	0
								-1	MainPlayer	你冷静下！还是先撤退吧！（拉着阿里奥奈尔离开）	5	0	0
247	血色冰封副本3第二阶段	-1	-1	-1	-1	0	0	1135	Elena	你杀掉我那么多可爱的仆从就是为了和我见面嘛~不过可惜啊，这次就得亲自处决你了呢~	5	0	0
248	血色冰封副本3结束	-1	-1	-1	-1	0	0	1135	Elena	真令我惊讶，你居然有这种实力，但是想击败我还不可能哦~	5	0	0
								1135	Elena	但是很可惜，我今天还有别的事情要忙~就先放你一条生路吧，我会在魔界地狱等着你哦~	5	0	0
249	日常任务对话	-1	-1	-1	-1	0	0	32	ALiAoNaiEr	不过作为补偿，我也告诉你一点好事吧~你每天能做的事情超级多哦~	5	0	0
250	任务311	-1	-1	-1	-1	0	0	-1	MainPlayer	不知道和“方舟”会不会有什么关系……	5	0	0
								1155	MeiLiYa	咦？！“方舟”发生了什么吗！	5	0	0
								-1	MainPlayer	莉莉丝大人没告诉你们方舟被摧毁的事情吗！	5	0	0
251	兽人祭司对话	-1	-1	-1	-1	0	0	-1	MainPlayer	咦？那个半兽人看起来好像不太一样……？	5	0	0
								-1	MainPlayer	它手里拿的是……法杖，难道它就是半兽人祭司？	5	0	0
252	探查异常对话1	-1	-1	-1	-1	0	0	-1	MainPlayer	这些蜥蜴……看起来真的是和机械融合改造的了……	5	0	0
								-1	MainPlayer	不知道里奇莱先生会不会有什么办法……	5	0	0
253	探查异常对话2	-1	-1	-1	-1	0	0	-1	MainPlayer	哎？那不是菲尔沦吗？她怎么会在这？	5	0	0
								208	Phil	嘘——别说话，快过来！	5	0	0
								-1	MainPlayer	先去找菲尔沦问一下吧。	5	0	0
254	巨猿军队对话	-1	-1	-1	-1	0	0	-1	MainPlayer	那是……	5	0	0
								-1	MainPlayer	这些巨猿简直就是军队的配置了啊……看来没法轻易通过啊……	5	0	0
255	机械反叛	-1	-1	-1	-1	0	0	-1	MainPlayer	这些机械……好像在这里是为了堵住什么人一样……发生了什么？	5	0	0
								-1	MainPlayer	但是又不像是里奇莱在操控……到底发生了什么？难道……	5	0	0
256	剧情副本1	-1	-1	-1	-1	0	0	1149	SeKeSaSi	不要急！我来教给你怎么样合理运用你的能力来消灭这些家伙！	5	0	0
257	新手关新增对话	-1	-1	-1	-1	0	0	-1	MainPlayer	情况紧急，必须阻止魔王破坏方舟！	5	0	0
258	新手关新增对话：boss战前威胁	-1	-1	-1	-1	0	0	1080	PingPangWuYaoWang	蝼蚁之徒！你这是在自寻死路！	5	0	0
259	原装备升星任务	-1	-1	-1	-1	0	0	-1	MainPlayer	预感？什么预感？	5	0	0
								37	JieXiKa	我总觉得你这次去遗忘废墟会遇到之前很久不曾见到的人……	5	0	0
								-1	MainPlayer	很久没见到的人……是谁啊？	5	0	0
260	暮色雨林新增	-1	-1	-1	-1	0	0	-1	MainPlayer	不不不敢！听说你也是被卷进来受伤的？我怎么没看到你？	5	0	0
								1153	Fread	哎，这话说来可就长了！我是和伙伴们一起出发要去黄昏湖畔旅行的，然后我迷路了，不知不觉就跑到了沙漠里……	5	0	0
								-1	MainPlayer	……黄昏湖畔，那好像是在另一个方向吧…………	5	0	0
261	任务123	-1	-1	-1	-1	0	0	-1	MainPlayer	嗯我很能理解……现在能跟我说一下你这边知道的事情吗？	5	0	0
								14	SeKeSaSi	……很惭愧，我虽然奉命守护这个地方，但是我只知道发生过这个事情……	5	0	0
								-1	MainPlayer	是这样么……那好吧……	5	0	0
262	任务217	-1	-1	-1	-1	0	0	-1	MainPlayer	一直以来保存的……为什么会刚找到啊……	5	0	0
								210	HaiYinDa	因为之前被一个人藏到了地窖的深处，想找到还真是费了一番功夫。不过这样一来就能很快解除诅咒了。	5	0	0
								-1	MainPlayer	好吧，那么事不宜迟，赶快吧！	5	0	0
263	8-1对话1	-1	-1	-1	-1	0	0	1147	AerDeBaLan	这里看起来就是第一站了，不过我还是要提醒你一下。	5	0	0
								1147	AerDeBaLan	你在这里看到的所有东西都是发生过的，无论发生什么，你都无法改变，只能去接受。你明白了吗？	5	0	0
								-1	MainPlayer	明白了，那我们赶快开始吧！	5	0	0
264	8-1对话2	-1	-1	-1	-1	0	0	164	SeKeSaSi	……你说你有办法救我的女儿？	5	0	0
								1139	AiLiNa	是的，不过需要你和恶魔定下契约……	5	0	0
								164	SeKeSaSi	什么！我作为贤者之塔的修士，怎么可以做出这种邪恶的事情！	5	0	0
								1139	AiLiNa	你已经失去了你的妻子，现在是你的女儿，你想想要怎么做吧。	5	0	0
265	8-1对话3	-1	-1	-1	-1	0	0	-1	MainPlayer	阿尔得巴兰大人，怎么停下了？	5	0	0
								1147	AerDeBaLan	我刚刚感受到一股恶魔的力量入侵，似乎有什么人不想让我们知道这些事，做好准备，就要开战了。	5	0	0
266	8-1对话4	-1	-1	-1	-1	0	0	1147	AerDeBaLan	看起来已经结束了，那我们继续吧	5	0	0
267	8-1对话5	-1	-1	-1	-1	0	0	164	SeKeSaSi	…………只要这么做真的能拯救我的女儿吗……	5	0	0
								1139	AiLiNa	可以的！那位大人是不会骗人的！	5	0	0
								164	SeKeSaSi	（咬牙）那就拜托你了，我不能再失去我的女儿了！请一定救救她！	5	0	0
268	8-2对话1	-1	-1	-1	-1	0	0	38	PiYaSuoLa	……所以你的意思是让我做这种伤天害理的事，就是为了掩护你逃跑？	5	0	0
								1139	AiLiNa	你知道我的研究，我一定要证明这一点！	5	0	0
								38	PiYaSuoLa	我虽然知道……但是你知道做这种事情一不小心就会导致很多无辜的死伤吧！只是为了你的研究，做这些值吗！	5	0	0
								1139	AiLiNa	我已经踏出这一步了！不可能就此停下！你知道的！	5	0	0
269	8-2对话2	-1	-1	-1	-1	0	0	1147	AerDeBaLan	又有人来捣乱了，准备好了吗？	5	0	0
270	8-2对话3	-1	-1	-1	-1	0	0	38	PiYaSuoLa	算啦算啦，看在这么多年的交情上，我就帮你一把吧。	5	0	0
								1139	AiLiNa	那这里就麻烦你了！我还要赶到下一个地方去！	5	0	0
								38	PiYaSuoLa	你去吧，反正演反派这种事我太在行了！这里的伤亡我会尽力控制在最小程度的！	5	0	0
271	8-2对话3	-1	-1	-1	-1	0	0	1136	LiQiLai	……不是我不想帮你，在我的研究的这个节骨眼上，做出这种事，前功尽弃不说，我可是要背负一生的骂名啊！	5	0	0
								1139	AiLiNa	如果我的研究没有错的话，付出这些也是值得的！	5	0	0
								1136	LiQiLai	哼！自私的女人！你就怀抱着你的梦想溺死吧！	5	0	0
272	8-2对话3	-1	-1	-1	-1	0	0	1136	LiQiLai	哼！但是也不能这么看着你去死！我最多只能帮你拖延时间！剩下的我一概不管！	5	0	0
								1139	AiLiNa	哦？那你要怎么做呢？	5	0	0
								1136	LiQiLai	我的做法，你不用知道！	5	0	0
273	8-2对话3	-1	-1	-1	-1	0	0	38	PiYaSuoLa	你看看你，搞得这么狼狈，就是为了赶到这里啊？	5	0	0
								1139	AiLiNa	哼，嘲讽的话你有的是时间说，再说了，贤者出手了，换成谁都一样！	5	0	0
								38	PiYaSuoLa	你还真是嘴硬！算了！现在是什么情况？！	5	0	0
274	8-2对话2	-1	-1	-1	-1	0	0	-1	MainPlayer	阿尔得巴兰大人，皮亚索拉怎么逃出来了？！还有这次是不是来的有点早了？	5	0	0
								1147	AerDeBaLan	不，是我放他走的。这次的敌人似乎有些不一般，你等下就知道了。	5	0	0
275	8-2对话3	-1	-1	-1	-1	0	0	-1	MainPlayer	呼…………刚才那家伙好强，让人感觉和魔王不相上下了……	5	0	0
								1147	AerDeBaLan	那和我一样只不过是个幻影罢了，那家伙是掌控时间和梦境的魔物，当然不简单。不过你能够获胜也说明你也很强了。	5	0	0
								1147	AerDeBaLan	好了，时间宝贵，我们来看看之后发生了什么吧。	5	0	0
276	8-2对话3	-1	-1	-1	-1	0	0	38	PiYaSuoLa	哼！真是个姗姗来迟的家伙啊，让我们听听这家伙会说什么吧！	5	0	0
								1140	Elena	真是辛苦了，你们居然真的遵守约定把那孩子带来了，来，把她交给我吧！	5	0	0
								1139	AiLiNa	等等！那约定好了的事情呢！	5	0	0
								1140	Elena	愚蠢的妹妹啊，你真的认为人类是我们魔族让你们诞生的吗，真是天真！蝼蚁就安心被碾死就好了！	5	0	0
								38	PiYaSuoLa	休想！这里我拦着，艾莉娜你快跑！	5	0	0
								1140	Elena	就凭你？	5	0	0
277	8-2对话3	-1	-1	-1	-1	0	0	-1	MainPlayer	居然……是这样么？我一直以来做的事……	5	0	0
								1147	AerDeBaLan	不要想那么多，谁能没犯过错，之后做对的事情就好了。	5	0	0
