Id	Desc	Name	Info	Icon	Type	OpenLevel	ProductGroup	StaticProductItemId	Money	Stamina	StuffID1	StuffCount1	StuffID2	StuffCount2	StuffID3	StuffCount3	StuffID4	StuffCount4	SortID
363		职业橙套逍遥头部(90)2阶	逍遥六合帽·2阶	maozi08	4	90	-1	14129	9000	40	14119	1	70037	4	70052	1	-1	-1	1
364		职业橙套逍遥头部(100)2阶	逍遥纯阳帽·2阶	maozi08	4	100	-1	14130	10000	40	14120	1	70038	4	70053	1	-1	-1	1
365		职业橙套逍遥头部(80)3阶	逍遥八荒帽·3阶	maozi08	4	80	-1	14138	8000	40	14128	1	70036	5	70051	1	-1	-1	1
366		职业橙套逍遥头部(90)3阶	逍遥六合帽·3阶	maozi08	4	90	-1	14139	9000	40	14129	1	70037	5	70052	1	-1	-1	1
367		职业橙套逍遥头部(100)3阶	逍遥纯阳帽·3阶	maozi08	4	100	-1	14140	10000	40	14130	1	70038	5	70053	1	-1	-1	1
368		职业橙套逍遥头部(80)4阶	逍遥八荒帽·4阶	maozi08	4	80	-1	14148	8000	40	14138	1	70036	6	70051	1	-1	-1	1
369		职业橙套逍遥头部(90)4阶	逍遥六合帽·4阶	maozi08	4	90	-1	14149	9000	40	14139	1	70037	6	70052	1	-1	-1	1
370		职业橙套逍遥头部(100)4阶	逍遥纯阳帽·4阶	maozi08	4	100	-1	14150	10000	40	14140	1	70038	6	70053	1	-1	-1	1
371		职业橙套逍遥头部(80)5阶	逍遥八荒帽·5阶	maozi08	4	80	-1	14158	8000	40	14148	1	70036	7	70051	1	-1	-1	1
372		职业橙套逍遥头部(90)5阶	逍遥六合帽·5阶	maozi08	4	90	-1	14159	9000	40	14149	1	70037	7	70052	1	-1	-1	1
373		职业橙套逍遥头部(100)5阶	逍遥纯阳帽·5阶	maozi08	4	100	-1	14160	10000	40	14150	1	70038	7	70053	1	-1	-1	1
374		职业橙套逍遥头部(100)6阶	逍遥纯阳帽·6阶	maozi08	4	100	-1	14170	10000	40	14160	1	70038	8	70053	1	-1	-1	1
375		职业橙套逍遥头部(100)7阶	逍遥纯阳帽·7阶	maozi08	4	100	-1	14180	10000	40	14170	1	70038	9	70053	1	-1	-1	1
376		职业橙套逍遥头部(100)8阶	逍遥纯阳帽·8阶	maozi08	4	100	-1	14190	10000	40	14180	1	70038	10	70053	1	-1	-1	1
377		职业橙套逍遥头部(100)9阶	逍遥纯阳帽·9阶	maozi08	4	100	-1	14200	10000	40	14190	1	70038	12	70053	1	-1	-1	1
378		职业橙套逍遥头部(100)10阶	逍遥纯阳帽·10阶	maozi08	4	100	-1	14210	10000	40	14200	1	70038	15	70053	1	-1	-1	1
379		职业橙套逍遥上衣(80)1阶	逍遥八荒衣·1阶	muxuetao	4	80	-1	14218	8000	40	44208	1	70036	3	70051	1	-1	-1	1
380		职业橙套逍遥上衣(90)1阶	逍遥六合衣·1阶	xiaoyao90	4	90	-1	14219	9000	40	44209	1	70037	3	70052	1	-1	-1	1
381		职业橙套逍遥上衣(100)1阶	逍遥纯阳衣·1阶	xiaoyao100	4	100	-1	14220	10000	40	44210	1	70038	3	70053	1	-1	-1	1
382		VIP逍遥上衣(90)1阶	逍遥降龙衣·1阶	shangyi_xiaoyao_10	4	90	-1	14221	9000	40	59019	1	70037	3	70052	1	-1	-1	1
383		职业橙套逍遥上衣(80)2阶	逍遥八荒衣·2阶	muxuetao	4	80	-1	14228	8000	40	14218	1	70036	4	70051	1	-1	-1	1
384		职业橙套逍遥上衣(90)2阶	逍遥六合衣·2阶	xiaoyao90	4	90	-1	14229	9000	40	14219	1	70037	4	70052	1	-1	-1	1
385		职业橙套逍遥上衣(100)2阶	逍遥纯阳衣·2阶	xiaoyao100	4	100	-1	14230	10000	40	14220	1	70038	4	70053	1	-1	-1	1
386		VIP逍遥上衣(90)2阶	逍遥降龙衣·2阶	shangyi_xiaoyao_10	4	90	-1	14231	9000	40	14221	1	70037	4	70052	1	-1	-1	1
387		职业橙套逍遥上衣(80)3阶	逍遥八荒衣·3阶	muxuetao	4	80	-1	14238	8000	40	14228	1	70036	5	70051	1	-1	-1	1
388		职业橙套逍遥上衣(90)3阶	逍遥六合衣·3阶	xiaoyao90	4	90	-1	14239	9000	40	14229	1	70037	5	70052	1	-1	-1	1
389		职业橙套逍遥上衣(100)3阶	逍遥纯阳衣·3阶	xiaoyao100	4	100	-1	14240	10000	40	14230	1	70038	5	70053	1	-1	-1	1
390		VIP逍遥上衣(90)3阶	逍遥降龙衣·3阶	shangyi_xiaoyao_10	4	90	-1	14241	9000	40	14231	1	70037	5	70052	1	-1	-1	1
391		职业橙套逍遥上衣(80)4阶	逍遥八荒衣·4阶	muxuetao	4	80	-1	14248	8000	40	14238	1	70036	6	70051	1	-1	-1	1
392		职业橙套逍遥上衣(90)4阶	逍遥六合衣·4阶	xiaoyao90	4	90	-1	14249	9000	40	14239	1	70037	6	70052	1	-1	-1	1
393		职业橙套逍遥上衣(100)4阶	逍遥纯阳衣·4阶	xiaoyao100	4	100	-1	14250	10000	40	14240	1	70038	6	70053	1	-1	-1	1
394		VIP逍遥上衣(90)4阶	逍遥降龙衣·4阶	shangyi_xiaoyao_10	4	90	-1	14251	9000	40	14241	1	70037	6	70052	1	-1	-1	1
395		职业橙套逍遥上衣(80)5阶	逍遥八荒衣·5阶	muxuetao	4	80	-1	14258	8000	40	14248	1	70036	7	70051	1	-1	-1	1
396		职业橙套逍遥上衣(90)5阶	逍遥六合衣·5阶	xiaoyao90	4	90	-1	14259	9000	40	14249	1	70037	7	70052	1	-1	-1	1
397		职业橙套逍遥上衣(100)5阶	逍遥纯阳衣·5阶	xiaoyao100	4	100	-1	14260	10000	40	14250	1	70038	7	70053	1	-1	-1	1
398		VIP逍遥上衣(90)5阶	逍遥降龙衣·5阶	shangyi_xiaoyao_10	4	90	-1	14261	9000	40	14251	1	70037	7	70052	1	-1	-1	1
399		职业橙套逍遥上衣(100)6阶	逍遥纯阳衣·6阶	xiaoyao100	4	100	-1	14270	10000	40	14260	1	70038	8	70053	1	-1	-1	1
400		职业橙套逍遥上衣(100)7阶	逍遥纯阳衣·7阶	xiaoyao100	4	100	-1	14280	10000	40	14270	1	70038	9	70053	1	-1	-1	1
401		职业橙套逍遥上衣(100)8阶	逍遥纯阳衣·8阶	xiaoyao100	4	100	-1	14290	10000	40	14280	1	70038	10	70053	1	-1	-1	1
402		职业橙套逍遥上衣(100)9阶	逍遥纯阳衣·9阶	xiaoyao100	4	100	-1	14300	10000	40	14290	1	70038	12	70053	1	-1	-1	1
403		职业橙套逍遥上衣(100)10阶	逍遥纯阳衣·10阶	xiaoyao100	4	100	-1	14310	10000	40	14300	1	70038	15	70053	1	-1	-1	1
404		职业橙套逍遥下衣(80)1阶	逍遥八荒裤·1阶	kuzi08	4	80	-1	14318	8000	40	44308	1	70036	3	70051	1	-1	-1	1
405		职业橙套逍遥下衣(90)1阶	逍遥六合裤·1阶	kuzi08	4	90	-1	14319	9000	40	44309	1	70037	3	70052	1	-1	-1	1
406		职业橙套逍遥下衣(100)1阶	逍遥纯阳裤·1阶	kuzi08	4	100	-1	14320	10000	40	44310	1	70038	3	70053	1	-1	-1	1
407		VIP逍遥下衣(90)1阶	逍遥降龙裤·1阶	kuzi08	4	90	-1	14321	9000	40	59033	1	70037	3	70052	1	-1	-1	1
408		职业橙套逍遥下衣(80)2阶	逍遥八荒裤·2阶	kuzi08	4	80	-1	14328	8000	40	14318	1	70036	4	70051	1	-1	-1	1
409		职业橙套逍遥下衣(90)2阶	逍遥六合裤·2阶	kuzi08	4	90	-1	14329	9000	40	14319	1	70037	4	70052	1	-1	-1	1
410		职业橙套逍遥下衣(100)2阶	逍遥纯阳裤·2阶	kuzi08	4	100	-1	14330	10000	40	14320	1	70038	4	70053	1	-1	-1	1
411		VIP逍遥下衣(90)2阶	逍遥降龙裤·2阶	kuzi08	4	90	-1	14331	9000	40	14321	1	70037	4	70052	1	-1	-1	1
412		职业橙套逍遥下衣(80)3阶	逍遥八荒裤·3阶	kuzi08	4	80	-1	14338	8000	40	14328	1	70036	5	70051	1	-1	-1	1
413		职业橙套逍遥下衣(90)3阶	逍遥六合裤·3阶	kuzi08	4	90	-1	14339	9000	40	14329	1	70037	5	70052	1	-1	-1	1
414		职业橙套逍遥下衣(100)3阶	逍遥纯阳裤·3阶	kuzi08	4	100	-1	14340	10000	40	14330	1	70038	5	70053	1	-1	-1	1
415		VIP逍遥下衣(90)3阶	逍遥降龙裤·3阶	kuzi08	4	90	-1	14341	9000	40	14331	1	70037	5	70052	1	-1	-1	1
416		职业橙套逍遥下衣(80)4阶	逍遥八荒裤·4阶	kuzi08	4	80	-1	14348	8000	40	14338	1	70036	6	70051	1	-1	-1	1
417		职业橙套逍遥下衣(90)4阶	逍遥六合裤·4阶	kuzi08	4	90	-1	14349	9000	40	14339	1	70037	6	70052	1	-1	-1	1
418		职业橙套逍遥下衣(100)4阶	逍遥纯阳裤·4阶	kuzi08	4	100	-1	14350	10000	40	14340	1	70038	6	70053	1	-1	-1	1
419		VIP逍遥下衣(90)4阶	逍遥降龙裤·4阶	kuzi08	4	90	-1	14351	9000	40	14341	1	70037	6	70052	1	-1	-1	1
420		职业橙套逍遥下衣(80)5阶	逍遥八荒裤·5阶	kuzi08	4	80	-1	14358	8000	40	14348	1	70036	7	70051	1	-1	-1	1
421		职业橙套逍遥下衣(90)5阶	逍遥六合裤·5阶	kuzi08	4	90	-1	14359	9000	40	14349	1	70037	7	70052	1	-1	-1	1
422		职业橙套逍遥下衣(100)5阶	逍遥纯阳裤·5阶	kuzi08	4	100	-1	14360	10000	40	14350	1	70038	7	70053	1	-1	-1	1
423		VIP逍遥下衣(90)5阶	逍遥降龙裤·5阶	kuzi08	4	90	-1	14361	9000	40	14351	1	70037	7	70052	1	-1	-1	1
424		职业橙套逍遥下衣(100)6阶	逍遥纯阳裤·6阶	kuzi08	4	100	-1	14370	10000	40	14360	1	70038	8	70053	1	-1	-1	1
425		职业橙套逍遥下衣(100)7阶	逍遥纯阳裤·7阶	kuzi08	4	100	-1	14380	10000	40	14370	1	70038	9	70053	1	-1	-1	1
426		职业橙套逍遥下衣(100)8阶	逍遥纯阳裤·8阶	kuzi08	4	100	-1	14390	10000	40	14380	1	70038	10	70053	1	-1	-1	1
427		职业橙套逍遥下衣(100)9阶	逍遥纯阳裤·9阶	kuzi08	4	100	-1	14400	10000	40	14390	1	70038	12	70053	1	-1	-1	1
428		职业橙套逍遥下衣(100)10阶	逍遥纯阳裤·10阶	kuzi08	4	100	-1	14410	10000	40	14400	1	70038	15	70053	1	-1	-1	1
429		职业橙套逍遥鞋子(80)1阶	逍遥八荒靴·1阶	xiezi08	4	80	-1	14418	8000	40	44408	1	70036	3	70051	1	-1	-1	1
430		职业橙套逍遥鞋子(90)1阶	逍遥六合靴·1阶	xiezi08	4	90	-1	14419	9000	40	44409	1	70037	3	70052	1	-1	-1	1
431		职业橙套逍遥鞋子(100)1阶	逍遥纯阳靴·1阶	xiezi08	4	100	-1	14420	10000	40	44410	1	70038	3	70053	1	-1	-1	1
432		职业橙套逍遥鞋子(80)2阶	逍遥八荒靴·2阶	xiezi08	4	80	-1	14428	8000	40	14418	1	70036	4	70051	1	-1	-1	1
433		职业橙套逍遥鞋子(90)2阶	逍遥六合靴·2阶	xiezi08	4	90	-1	14429	9000	40	14419	1	70037	4	70052	1	-1	-1	1
434		职业橙套逍遥鞋子(100)2阶	逍遥纯阳靴·2阶	xiezi08	4	100	-1	14430	10000	40	14420	1	70038	4	70053	1	-1	-1	1
435		职业橙套逍遥鞋子(80)3阶	逍遥八荒靴·3阶	xiezi08	4	80	-1	14438	8000	40	14428	1	70036	5	70051	1	-1	-1	1
436		职业橙套逍遥鞋子(90)3阶	逍遥六合靴·3阶	xiezi08	4	90	-1	14439	9000	40	14429	1	70037	5	70052	1	-1	-1	1
437		职业橙套逍遥鞋子(100)3阶	逍遥纯阳靴·3阶	xiezi08	4	100	-1	14440	10000	40	14430	1	70038	5	70053	1	-1	-1	1
438		职业橙套逍遥鞋子(80)4阶	逍遥八荒靴·4阶	xiezi08	4	80	-1	14448	8000	40	14438	1	70036	6	70051	1	-1	-1	1
439		职业橙套逍遥鞋子(90)4阶	逍遥六合靴·4阶	xiezi08	4	90	-1	14449	9000	40	14439	1	70037	6	70052	1	-1	-1	1
440		职业橙套逍遥鞋子(100)4阶	逍遥纯阳靴·4阶	xiezi08	4	100	-1	14450	10000	40	14440	1	70038	6	70053	1	-1	-1	1
441		职业橙套逍遥鞋子(80)5阶	逍遥八荒靴·5阶	xiezi08	4	80	-1	14458	8000	40	14448	1	70036	7	70051	1	-1	-1	1
442		职业橙套逍遥鞋子(90)5阶	逍遥六合靴·5阶	xiezi08	4	90	-1	14459	9000	40	14449	1	70037	7	70052	1	-1	-1	1
443		职业橙套逍遥鞋子(100)5阶	逍遥纯阳靴·5阶	xiezi08	4	100	-1	14460	10000	40	14450	1	70038	7	70053	1	-1	-1	1
444		职业橙套逍遥鞋子(100)6阶	逍遥纯阳靴·6阶	xiezi08	4	100	-1	14470	10000	40	14460	1	70038	8	70053	1	-1	-1	1
445		职业橙套逍遥鞋子(100)7阶	逍遥纯阳靴·7阶	xiezi08	4	100	-1	14480	10000	40	14470	1	70038	9	70053	1	-1	-1	1
446		职业橙套逍遥鞋子(100)8阶	逍遥纯阳靴·8阶	xiezi08	4	100	-1	14490	10000	40	14480	1	70038	10	70053	1	-1	-1	1
447		职业橙套逍遥鞋子(100)9阶	逍遥纯阳靴·9阶	xiezi08	4	100	-1	14500	10000	40	14490	1	70038	12	70053	1	-1	-1	1
448		职业橙套逍遥鞋子(100)10阶	逍遥纯阳靴·10阶	xiezi08	4	100	-1	14510	10000	40	14500	1	70038	15	70053	1	-1	-1	1
449		职业橙套逍遥手腕(80)1阶	逍遥八荒腕·1阶	shoutao08	4	80	-1	14518	8000	40	44508	1	70036	3	70051	1	-1	-1	1
450		职业橙套逍遥手腕(90)1阶	逍遥六合腕·1阶	shoutao08	4	90	-1	14519	9000	40	44509	1	70037	3	70052	1	-1	-1	1
451		职业橙套逍遥手腕(100)1阶	逍遥纯阳腕·1阶	shoutao08	4	100	-1	14520	10000	40	44510	1	70038	3	70053	1	-1	-1	1
452		职业橙套逍遥手腕(80)2阶	逍遥八荒腕·2阶	shoutao08	4	80	-1	14528	8000	40	14518	1	70036	4	70051	1	-1	-1	1
453		职业橙套逍遥手腕(90)2阶	逍遥六合腕·2阶	shoutao08	4	90	-1	14529	9000	40	14519	1	70037	4	70052	1	-1	-1	1
454		职业橙套逍遥手腕(100)2阶	逍遥纯阳腕·2阶	shoutao08	4	100	-1	14530	10000	40	14520	1	70038	4	70053	1	-1	-1	1
455		职业橙套逍遥手腕(80)3阶	逍遥八荒腕·3阶	shoutao08	4	80	-1	14538	8000	40	14528	1	70036	5	70051	1	-1	-1	1
456		职业橙套逍遥手腕(90)3阶	逍遥六合腕·3阶	shoutao08	4	90	-1	14539	9000	40	14529	1	70037	5	70052	1	-1	-1	1
457		职业橙套逍遥手腕(100)3阶	逍遥纯阳腕·3阶	shoutao08	4	100	-1	14540	10000	40	14530	1	70038	5	70053	1	-1	-1	1
458		职业橙套逍遥手腕(80)4阶	逍遥八荒腕·4阶	shoutao08	4	80	-1	14548	8000	40	14538	1	70036	6	70051	1	-1	-1	1
459		职业橙套逍遥手腕(90)4阶	逍遥六合腕·4阶	shoutao08	4	90	-1	14549	9000	40	14539	1	70037	6	70052	1	-1	-1	1
460		职业橙套逍遥手腕(100)4阶	逍遥纯阳腕·4阶	shoutao08	4	100	-1	14550	10000	40	14540	1	70038	6	70053	1	-1	-1	1
461		职业橙套逍遥手腕(80)5阶	逍遥八荒腕·5阶	shoutao08	4	80	-1	14558	8000	40	14548	1	70036	7	70051	1	-1	-1	1
462		职业橙套逍遥手腕(90)5阶	逍遥六合腕·5阶	shoutao08	4	90	-1	14559	9000	40	14549	1	70037	7	70052	1	-1	-1	1
463		职业橙套逍遥手腕(100)5阶	逍遥纯阳腕·5阶	shoutao08	4	100	-1	14560	10000	40	14550	1	70038	7	70053	1	-1	-1	1
464		职业橙套逍遥手腕(100)6阶	逍遥纯阳腕·6阶	shoutao08	4	100	-1	14570	10000	40	14560	1	70038	8	70053	1	-1	-1	1
465		职业橙套逍遥手腕(100)7阶	逍遥纯阳腕·7阶	shoutao08	4	100	-1	14580	10000	40	14570	1	70038	9	70053	1	-1	-1	1
466		职业橙套逍遥手腕(100)8阶	逍遥纯阳腕·8阶	shoutao08	4	100	-1	14590	10000	40	14580	1	70038	10	70053	1	-1	-1	1
467		职业橙套逍遥手腕(100)9阶	逍遥纯阳腕·9阶	shoutao08	4	100	-1	14600	10000	40	14590	1	70038	12	70053	1	-1	-1	1
468		职业橙套逍遥手腕(100)10阶	逍遥纯阳腕·10阶	shoutao08	4	100	-1	14610	10000	40	14600	1	70038	15	70053	1	-1	-1	1
469		职业橙套逍遥饰品1(80)1阶	逍遥八荒坠·1阶	shipin08	4	80	-1	14718	8000	40	44708	1	70036	3	70051	1	-1	-1	1
470		职业橙套逍遥饰品1(90)1阶	逍遥六合坠·1阶	shipin08	4	90	-1	14719	9000	40	44709	1	70037	3	70052	1	-1	-1	1
471		职业橙套逍遥饰品1(100)1阶	逍遥纯阳坠·1阶	shipin08	4	100	-1	14720	10000	40	44710	1	70038	3	70053	1	-1	-1	1
472		VIP逍遥饰品1(90)1阶	逍遥降龙坠·1阶	shipin08	4	90	-1	14721	9000	40	59037	1	70037	3	70052	1	-1	-1	1
473		职业橙套逍遥饰品1(80)2阶	逍遥八荒坠·2阶	shipin08	4	80	-1	14728	8000	40	14718	1	70036	4	70051	1	-1	-1	1
474		职业橙套逍遥饰品1(90)2阶	逍遥六合坠·2阶	shipin08	4	90	-1	14729	9000	40	14719	1	70037	4	70052	1	-1	-1	1
475		职业橙套逍遥饰品1(100)2阶	逍遥纯阳坠·2阶	shipin08	4	100	-1	14730	10000	40	14720	1	70038	4	70053	1	-1	-1	1
476		VIP逍遥饰品1(90)2阶	逍遥降龙坠·2阶	shipin08	4	90	-1	14731	9000	40	14721	1	70037	4	70052	1	-1	-1	1
477		职业橙套逍遥饰品1(80)3阶	逍遥八荒坠·3阶	shipin08	4	80	-1	14738	8000	40	14728	1	70036	5	70051	1	-1	-1	1
478		职业橙套逍遥饰品1(90)3阶	逍遥六合坠·3阶	shipin08	4	90	-1	14739	9000	40	14729	1	70037	5	70052	1	-1	-1	1
479		职业橙套逍遥饰品1(100)3阶	逍遥纯阳坠·3阶	shipin08	4	100	-1	14740	10000	40	14730	1	70038	5	70053	1	-1	-1	1
480		VIP逍遥饰品1(90)3阶	逍遥降龙坠·3阶	shipin08	4	90	-1	14741	9000	40	14731	1	70037	5	70052	1	-1	-1	1
481		职业橙套逍遥饰品1(80)4阶	逍遥八荒坠·4阶	shipin08	4	80	-1	14748	8000	40	14738	1	70036	6	70051	1	-1	-1	1
482		职业橙套逍遥饰品1(90)4阶	逍遥六合坠·4阶	shipin08	4	90	-1	14749	9000	40	14739	1	70037	6	70052	1	-1	-1	1
483		职业橙套逍遥饰品1(100)4阶	逍遥纯阳坠·4阶	shipin08	4	100	-1	14750	10000	40	14740	1	70038	6	70053	1	-1	-1	1
484		VIP逍遥饰品1(90)4阶	逍遥降龙坠·4阶	shipin08	4	90	-1	14751	9000	40	14741	1	70037	6	70052	1	-1	-1	1
485		职业橙套逍遥饰品1(80)5阶	逍遥八荒坠·5阶	shipin08	4	80	-1	14758	8000	40	14748	1	70036	7	70051	1	-1	-1	1
486		职业橙套逍遥饰品1(90)5阶	逍遥六合坠·5阶	shipin08	4	90	-1	14759	9000	40	14749	1	70037	7	70052	1	-1	-1	1
487		职业橙套逍遥饰品1(100)5阶	逍遥纯阳坠·5阶	shipin08	4	100	-1	14760	10000	40	14750	1	70038	7	70053	1	-1	-1	1
488		VIP逍遥饰品1(90)5阶	逍遥降龙坠·5阶	shipin08	4	90	-1	14761	9000	40	14751	1	70037	7	70052	1	-1	-1	1
489		职业橙套逍遥饰品1(100)6阶	逍遥纯阳坠·6阶	shipin08	4	100	-1	14770	10000	40	14760	1	70038	8	70053	1	-1	-1	1
490		职业橙套逍遥饰品1(100)7阶	逍遥纯阳坠·7阶	shipin08	4	100	-1	14780	10000	40	14770	1	70038	9	70053	1	-1	-1	1
491		职业橙套逍遥饰品1(100)8阶	逍遥纯阳坠·8阶	shipin08	4	100	-1	14790	10000	40	14780	1	70038	10	70053	1	-1	-1	1
492		职业橙套逍遥饰品1(100)9阶	逍遥纯阳坠·9阶	shipin08	4	100	-1	14800	10000	40	14790	1	70038	12	70053	1	-1	-1	1
493		职业橙套逍遥饰品1(100)10阶	逍遥纯阳坠·10阶	shipin08	4	100	-1	14810	10000	40	14800	1	70038	15	70053	1	-1	-1	1
494		职业橙套大理头部(80)1阶	大理龙渊帽·1阶	maozi08	4	80	-1	15118	8000	40	45108	1	70036	3	70051	1	-1	-1	1
495		职业橙套大理头部(90)1阶	大理轩辕帽·1阶	maozi08	4	90	-1	15119	9000	40	45109	1	70037	3	70052	1	-1	-1	1
496		职业橙套大理头部(100)1阶	大理神女帽·1阶	maozi08	4	100	-1	15120	10000	40	45110	1	70038	3	70053	1	-1	-1	1
497		职业橙套大理头部(80)2阶	大理龙渊帽·2阶	maozi08	4	80	-1	15128	8000	40	15118	1	70036	4	70051	1	-1	-1	1
498		职业橙套大理头部(90)2阶	大理轩辕帽·2阶	maozi08	4	90	-1	15129	9000	40	15119	1	70037	4	70052	1	-1	-1	1
499		职业橙套大理头部(100)2阶	大理神女帽·2阶	maozi08	4	100	-1	15130	10000	40	15120	1	70038	4	70053	1	-1	-1	1
500		职业橙套大理头部(80)3阶	大理龙渊帽·3阶	maozi08	4	80	-1	15138	8000	40	15128	1	70036	5	70051	1	-1	-1	1
501		职业橙套大理头部(90)3阶	大理轩辕帽·3阶	maozi08	4	90	-1	15139	9000	40	15129	1	70037	5	70052	1	-1	-1	1
502		职业橙套大理头部(100)3阶	大理神女帽·3阶	maozi08	4	100	-1	15140	10000	40	15130	1	70038	5	70053	1	-1	-1	1
503		职业橙套大理头部(80)4阶	大理龙渊帽·4阶	maozi08	4	80	-1	15148	8000	40	15138	1	70036	6	70051	1	-1	-1	1
504		职业橙套大理头部(90)4阶	大理轩辕帽·4阶	maozi08	4	90	-1	15149	9000	40	15139	1	70037	6	70052	1	-1	-1	1
505		职业橙套大理头部(100)4阶	大理神女帽·4阶	maozi08	4	100	-1	15150	10000	40	15140	1	70038	6	70053	1	-1	-1	1
506		职业橙套大理头部(80)5阶	大理龙渊帽·5阶	maozi08	4	80	-1	15158	8000	40	15148	1	70036	7	70051	1	-1	-1	1
507		职业橙套大理头部(90)5阶	大理轩辕帽·5阶	maozi08	4	90	-1	15159	9000	40	15149	1	70037	7	70052	1	-1	-1	1
508		职业橙套大理头部(100)5阶	大理神女帽·5阶	maozi08	4	100	-1	15160	10000	40	15150	1	70038	7	70053	1	-1	-1	1
509		职业橙套大理头部(100)6阶	大理神女帽·6阶	maozi08	4	100	-1	15170	10000	40	15160	1	70038	8	70053	1	-1	-1	1
510		职业橙套大理头部(100)7阶	大理神女帽·7阶	maozi08	4	100	-1	15180	10000	40	15170	1	70038	9	70053	1	-1	-1	1
511		职业橙套大理头部(100)8阶	大理神女帽·8阶	maozi08	4	100	-1	15190	10000	40	15180	1	70038	10	70053	1	-1	-1	1
512		职业橙套大理头部(100)9阶	大理神女帽·9阶	maozi08	4	100	-1	15200	10000	40	15190	1	70038	12	70053	1	-1	-1	1
513		职业橙套大理头部(100)10阶	大理神女帽·10阶	maozi08	4	100	-1	15210	10000	40	15200	1	70038	15	70053	1	-1	-1	1
514		职业橙套大理上衣(80)1阶	大理龙渊衣·1阶	panlongtao	4	80	-1	15218	8000	40	45208	1	70036	3	70051	1	-1	-1	1
515		职业橙套大理上衣(90)1阶	大理轩辕衣·1阶	dali90	4	90	-1	15219	9000	40	45209	1	70037	3	70052	1	-1	-1	1
516		职业橙套大理上衣(100)1阶	大理神女衣·1阶	dali100	4	100	-1	15220	10000	40	45210	1	70038	3	70053	1	-1	-1	1
517		VIP大理上衣(90)1阶	大理降龙衣·1阶	panlongtao	4	90	-1	15221	9000	40	59020	1	70037	3	70052	1	-1	-1	1
518		职业橙套大理上衣(80)2阶	大理龙渊衣·2阶	panlongtao	4	80	-1	15228	8000	40	15218	1	70036	4	70051	1	-1	-1	1
519		职业橙套大理上衣(90)2阶	大理轩辕衣·2阶	dali90	4	90	-1	15229	9000	40	15219	1	70037	4	70052	1	-1	-1	1
520		职业橙套大理上衣(100)2阶	大理神女衣·2阶	dali100	4	100	-1	15230	10000	40	15220	1	70038	4	70053	1	-1	-1	1
521		VIP大理上衣(90)2阶	大理降龙衣·2阶	panlongtao	4	90	-1	15231	9000	40	15221	1	70037	4	70052	1	-1	-1	1
522		职业橙套大理上衣(80)3阶	大理龙渊衣·3阶	panlongtao	4	80	-1	15238	8000	40	15228	1	70036	5	70051	1	-1	-1	1
523		职业橙套大理上衣(90)3阶	大理轩辕衣·3阶	dali90	4	90	-1	15239	9000	40	15229	1	70037	5	70052	1	-1	-1	1
524		职业橙套大理上衣(100)3阶	大理神女衣·3阶	dali100	4	100	-1	15240	10000	40	15230	1	70038	5	70053	1	-1	-1	1
525		VIP大理上衣(90)3阶	大理降龙衣·3阶	panlongtao	4	90	-1	15241	9000	40	15231	1	70037	5	70052	1	-1	-1	1
526		职业橙套大理上衣(80)4阶	大理龙渊衣·4阶	panlongtao	4	80	-1	15248	8000	40	15238	1	70036	6	70051	1	-1	-1	1
527		职业橙套大理上衣(90)4阶	大理轩辕衣·4阶	dali90	4	90	-1	15249	9000	40	15239	1	70037	6	70052	1	-1	-1	1
528		职业橙套大理上衣(100)4阶	大理神女衣·4阶	dali100	4	100	-1	15250	10000	40	15240	1	70038	6	70053	1	-1	-1	1
529		VIP大理上衣(90)4阶	大理降龙衣·4阶	panlongtao	4	90	-1	15251	9000	40	15241	1	70037	6	70052	1	-1	-1	1
530		职业橙套大理上衣(80)5阶	大理龙渊衣·5阶	panlongtao	4	80	-1	15258	8000	40	15248	1	70036	7	70051	1	-1	-1	1
531		职业橙套大理上衣(90)5阶	大理轩辕衣·5阶	dali90	4	90	-1	15259	9000	40	15249	1	70037	7	70052	1	-1	-1	1
532		职业橙套大理上衣(100)5阶	大理神女衣·5阶	dali100	4	100	-1	15260	10000	40	15250	1	70038	7	70053	1	-1	-1	1
533		VIP大理上衣(90)5阶	大理降龙衣·5阶	panlongtao	4	90	-1	15261	9000	40	15251	1	70037	7	70052	1	-1	-1	1
534		职业橙套大理上衣(100)6阶	大理神女衣·6阶	dali100	4	100	-1	15270	10000	40	15260	1	70038	8	70053	1	-1	-1	1
535		职业橙套大理上衣(100)7阶	大理神女衣·7阶	dali100	4	100	-1	15280	10000	40	15270	1	70038	9	70053	1	-1	-1	1
536		职业橙套大理上衣(100)8阶	大理神女衣·8阶	dali100	4	100	-1	15290	10000	40	15280	1	70038	10	70053	1	-1	-1	1
537		职业橙套大理上衣(100)9阶	大理神女衣·9阶	dali100	4	100	-1	15300	10000	40	15290	1	70038	12	70053	1	-1	-1	1
538		职业橙套大理上衣(100)10阶	大理神女衣·10阶	dali100	4	100	-1	15310	10000	40	15300	1	70038	15	70053	1	-1	-1	1
539		职业橙套大理下衣(80)1阶	大理龙渊裤·1阶	kuzi08	4	80	-1	15318	8000	40	45308	1	70036	3	70051	1	-1	-1	1
540		职业橙套大理下衣(90)1阶	大理轩辕裤·1阶	kuzi08	4	90	-1	15319	9000	40	45309	1	70037	3	70052	1	-1	-1	1
