Id	Desc	Name	ScriptId	ConsumeFlag	CoolDownId	UseParamA	UseParamB	UseParamC	UseParamD	UseParamE
70081	丐帮100级VIP橙色裤子礼包	丐帮·降龙裤宝箱	104	1	-1	1	2712	-1	0	0
70082	少林100级VIP橙色项链礼包	少林·降龙吊坠宝箱	104	1	-1	1	2713	-1	0	0
70083	天山100级VIP橙色项链礼包	天山·降龙吊坠宝箱	104	1	-1	1	2714	-1	0	0
70084	逍遥100级VIP橙色项链礼包	逍遥·降龙吊坠宝箱	104	1	-1	1	2715	-1	0	0
70085	大理100级VIP橙色项链礼包	大理·降龙吊坠宝箱	104	1	-1	1	2716	-1	0	0
70086	丐帮100级VIP橙色项链礼包	丐帮·降龙吊坠宝箱	104	1	-1	1	2717	-1	0	0
71003	吉尔伽美什翅膀	吉尔伽美什翅膀	5000	1	-1	1	2	-1	0	0
71004	银月天使翅膀	银月天使翅膀	5000	1	-1	1	3	-1	0	0
71002	测试用宠物蛋	宠物蛋	137	1	-1	-1	1	-1	0	0
72001	双剑士时装白	双剑士时装白	117	1	-1	0	0	-1	0	0
72002	双剑士时装黑	双剑士时装黑	117	1	-1	1	0	-1	0	0
110002	双剑士双剑乱舞	双剑乱舞技能书	136	1	-1	126001	-1	-1	-1	24
110003	双剑士龙卷风暴	龙卷风暴技能书	136	1	-1	127001	-1	-1	-1	23
110004	双剑士剑刃风暴	剑刃风暴技能书	136	1	-1	112001	-1	-1	-1	23
120001	双剑士变1	罗刹冲击技能书	136	1	-1	123001	-1	-1	-1	25
120002	双剑士百裂拳	百裂拳技能书	136	1	-1	124001	-1	-1	-1	23
120003	双剑士修罗之怒	修罗之怒技能书	136	1	-1	125001	-1	-1	-1	23
130001	狂战士狂怒	狂怒技能书	136	1	-1	217001	-1	-1	-1	24
130003	狂战士旋风斩	旋风斩技能书	136	1	-1	218001	-1	-1	-1	23
130004	狂战士血之盾	血之盾技能书	136	1	-1	212001	-1	-1	-1	23
140001	狂战士舍命一击	舍命一击技能书	136	1	-1	216001	-1	-1	-1	25
140003	狂战士天崩地裂	天崩地裂技能书	136	1	-1	219001	-1	-1	-1	23
140004	狂战士舍命一击	舍命一击技能书	136	1	-1	220001	-1	-1	-1	23
150001	魔导师暴风龙卷	暴风龙卷技能书	136	1	-1	313001	-1	-1	-1	24
150003	魔导师熔岩巨龙	熔岩巨龙技能书	136	1	-1	309001	-1	-1	-1	23
150004	流星风暴	流星风暴技能书	136	1	-1	314001	-1	-1	-1	23
160001	魔导师静默立场	静默立场技能书	136	1	-1	312001	-1	-1	-1	25
160002	魔导师冰霜轰爆	冰霜轰爆技能书	136	1	-1	315001	-1	-1	-1	23
160003	魔导师制裁之雷	制裁之雷	136	1	-1	316001	-1	-1	-1	23
2000	40级戒指打造图	40级戒指打造图	99999	1	-1	0	0	-1	-1	"20,21"
2001	60级戒指打造图	60级戒指打造图	99999	1	-1	0	0	-1	-1	"20,21"
2002	80级戒指打造图	80级戒指打造图	99999	1	-1	0	0	-1	-1	"20,21"
2003	100级戒指打造图	100级戒指打造图	99999	1	-1	0	0	-1	-1	"20,21"
2004	110级戒指打造图	110级戒指打造图	99999	1	-1	0	0	-1	-1	"20,21"
2005	120级戒指打造图	120级戒指打造图	99999	1	-1	0	0	-1	-1	"20,21"
2006	40级耳环打造图	40级耳环打造图	99999	1	-1	0	0	-1	-1	"20,21"
2007	60级耳环打造图	60级耳环打造图	99999	1	-1	0	0	-1	-1	"20,21"
2008	80级耳环打造图	80级耳环打造图	99999	1	-1	0	0	-1	-1	"20,21"
2009	100级耳环打造图	100级耳环打造图	99999	1	-1	0	0	-1	-1	"20,21"
2010	110级耳环打造图	110级耳环打造图	99999	1	-1	0	0	-1	-1	"20,21"
2011	120级耳环打造图	120级耳环打造图	99999	1	-1	0	0	-1	-1	"20,21"
2012	一级合金	一级合金	99999	1	-1	0	0	-1	-1	"19,20"
2013	二级合金	二级合金	99999	1	-1	0	0	-1	-1	"19,20"
2014	三级合金	三级合金	99999	1	-1	0	0	-1	-1	"19,20"
2015	四级合金	四级合金	99999	1	-1	0	0	-1	-1	"19,20"
2016	五级合金	五级合金	99999	1	-1	0	0	-1	-1	"19,20"
2017	六级合金	六级合金	99999	1	-1	0	0	-1	-1	"19,20"
2018	七级合金	七级合金	99999	1	-1	0	0	-1	-1	"19,20"
2019	八级合金	八级合金	99999	1	-1	0	0	-1	-1	"19,20"
2020	九级合金	九级合金	99999	1	-1	0	0	-1	-1	"19,20"
2021	一级魔晶	一级魔晶	99999	1	-1	0	0	-1	-1	"19,20"
2022	二级魔晶	二级魔晶	99999	1	-1	0	0	-1	-1	"19,20"
2023	三级魔晶	三级魔晶	99999	1	-1	0	0	-1	-1	"19,20"
2024	四级魔晶	四级魔晶	99999	1	-1	0	0	-1	-1	"19,20"
2025	五级魔晶	五级魔晶	99999	1	-1	0	0	-1	-1	"19,20"
2026	六级魔晶	六级魔晶	99999	1	-1	0	0	-1	-1	"19,20"
2027	七级魔晶	七级魔晶	99999	1	-1	0	0	-1	-1	"19,20"
2028	八级魔晶	八级魔晶	99999	1	-1	0	0	-1	-1	"19,20"
2029	九级魔晶	九级魔晶	99999	1	-1	0	0	-1	-1	"19,20"
2030	一级维生素	一级维生素	99999	1	-1	0	0	-1	-1	"19,20"
2031	二级维生素	二级维生素	99999	1	-1	0	0	-1	-1	"19,20"
2032	三级维生素	三级维生素	99999	1	-1	0	0	-1	-1	"19,20"
2033	四级维生素	四级维生素	99999	1	-1	0	0	-1	-1	"19,20"
2034	五级维生素	五级维生素	99999	1	-1	0	0	-1	-1	"19,20"
2035	六级维生素	六级维生素	99999	1	-1	0	0	-1	-1	"19,20"
2036	七级维生素	七级维生素	99999	1	-1	0	0	-1	-1	"19,20"
2037	八级维生素	八级维生素	99999	1	-1	0	0	-1	-1	"19,20"
2038	九级维生素	九级维生素	99999	1	-1	0	0	-1	-1	"19,20"
2039	50级增幅剂配方	50级增幅剂配方	99999	1	-1	0	0	-1	-1	"19,20"
2040	70级增幅剂配方	70级增幅剂配方	99999	1	-1	0	0	-1	-1	"19,20"
2041	90级增幅剂配方	90级增幅剂配方	99999	1	-1	0	0	-1	-1	"19,20"
2042	100级增幅剂配方	100级增幅剂配方	99999	1	-1	0	0	-1	-1	"19,20"
2043	110级增幅剂配方	110级增幅剂配方	99999	1	-1	0	0	-1	-1	"19,20"
2044	120级增幅剂配方	120级增幅剂配方	99999	1	-1	0	0	-1	-1	"19,20"
73001	狗宝宝宠物蛋	狗宝宝宠物蛋	137	1	-1	0	-1	-1	-1	-1
73002	丛林野猪宝宝宠物蛋	丛林野猪宝宝宠物蛋	137	1	-1	14	-1	-1	-1	-1
73003	搬箱鼠宝宝宠物蛋	搬箱鼠宝宝宠物蛋	137	1	-1	122	-1	-1	-1	-1
73004	挖煤工宝宝宠物蛋	挖煤工宝宝宠物蛋	137	1	-1	28	-1	-1	-1	-1
73005	紫糯米宝宝宠物蛋	紫糯米宝宝宠物蛋	137	1	-1	86	-1	-1	-1	-1
73006	安吉拉宝宝宠物蛋	安吉拉宝宝宠物蛋	137	1	-1	134	-1	-1	-1	-1
73007	机器人宝宝宠物蛋	机器人宝宝宠物蛋	137	1	-1	40	-1	-1	-1	-1
73008	骷髅宝宝宠物蛋	骷髅宝宝宠物蛋	137	1	-1	98	-1	-1	-1	-1
73009	顶角豹宝宝宠物蛋	顶角豹宝宝宠物蛋	137	1	-1	172	-1	-1	-1	-1
73010	白光虎宝宝宠物蛋	白光虎宝宝宠物蛋	137	1	-1	16	-1	-1	-1	-1
73011	德拉卡宝宝宠物蛋	德拉卡宝宝宠物蛋	137	1	-1	52	-1	-1	-1	-1
73012	德比鲁宝宝宠物蛋	德比鲁宝宝宠物蛋	137	1	-1	146	-1	-1	-1	-1
73013	成年狗宠物蛋	成年狗宠物蛋	137	1	-1	1	2	-1	-1	-1
73014	成年野猪宠物蛋	成年野猪宠物蛋	137	1	-1	15	3	-1	-1	-1
73015	成年搬箱鼠宠物蛋	成年搬箱鼠宠物蛋	137	1	-1	123	4	-1	-1	-1
73016	成年挖煤工宠物蛋	成年挖煤工宠物蛋	137	1	-1	29	5	-1	-1	-1
73017	成年紫糯米宠物蛋	成年紫糯米宠物蛋	137	1	-1	87	6	-1	-1	-1
73018	成年安吉拉宠物蛋	成年安吉拉宠物蛋	137	1	-1	135	7	-1	-1	-1
73019	成年机器人宠物蛋	成年机器人宠物蛋	137	1	-1	41	8	-1	-1	-1
73020	成年骷髅宠物蛋	成年骷髅宠物蛋	137	1	-1	99	9	-1	-1	-1
73021	成年顶角豹宠物蛋	成年顶角豹宠物蛋	137	1	-1	173	10	-1	-1	-1
73022	成年白光虎宠物蛋	成年白光虎宠物蛋	137	1	-1	17	11	-1	-1	-1
73023	成年德拉卡宠物蛋	成年德拉卡宠物蛋	137	1	-1	53	12	-1	-1	-1
73024	成年德比鲁宠物蛋	成年德比鲁宠物蛋	137	1	-1	147	13	-1	-1	-1
80001	VIP1道具	VIP执照（1级）	103	1	-1	5	1	-1	0	0
80002	VIP2道具	VIP执照（2级）	103	1	-1	5	6	-1	0	0
80003	VIP3道具	VIP执照（3级）	103	1	-1	5	30	-1	0	0
80004	VIP4道具	VIP执照（4级）	103	1	-1	5	60	-1	0	0
80005	VIP5道具	VIP执照（5级）	103	1	-1	5	100	-1	0	0
80006	VIP6道具	VIP执照（6级）	103	1	-1	5	200	-1	0	0
80007	VIP7道具	VIP执照（7级）	103	1	-1	5	500	-1	0	0
80008	VIP8道具	VIP执照（8级）	103	1	-1	5	1000	-1	0	0
80009	VIP9道具	VIP执照（9级）	103	1	-1	5	2000	-1	0	0
80010	VIP10道具	VIP执照（10级）	103	1	-1	5	5000	-1	0	0
80011	VIP11道具	VIP执照（11级）	103	1	-1	5	10000	-1	0	0
80012	VIP12道具	VIP执照（12级）	103	1	-1	5	20000	-1	0	0
80013	VIP13道具	VIP执照（13级）	103	1	-1	5	50000	-1	0	0
80014	VIP14道具	VIP执照（14级）	103	1	-1	5	100000	-1	0	0
80015	VIP15道具	VIP执照（15级）	103	1	-1	5	200000	-1	0	0
