Id	MissionType	MissionName	MissionDesc	MissionDoneDesc	FollowText	TargetNpcPosX	TargetNpcPosZ	TargetNpcSceneID	TargetNpcDataID	AccepteNpcPosX	AccepteNpcPosZ	AccepteNpcSceneID	AcceptNpcDataID	CompleteNpcPosX	CompleteNpcPosZ	CompleteNpcSceneID	CompleteNpcDataID	IsAcceptAutoFindPath	AcceptTalkID	MissionIcon	IsDifficult
179	5	{0}【主】{1}魔界傀儡	不管怎么看，前面那批[ff0006]魔王兵[b4ffd1]都好像在守护着什么！快去把碍事的东西除掉吧！	好样的年轻人！	魔王小兵：{0}{1}/20	55.12	6.66	38	167	30	8.4	38	166	30	8.4	38	166	1	0	Equip-hand	0
180	1	{0}【支】{1}宠物克隆	既然你的宝宝宠物已经准备完毕了！那就让我们开始吧！	嗯，你获得的变异宠物想必是个很强大的帮手呢！	宠物克隆：{0}{1}/1	-1	-1	-1	-1	38.96	23.57	34	212	38.96	23.57	34	212	1	0	Equip-hand	1
181	0	{0}【主】{1}事情处理	啊啊啊！真是气人！居然会发生这种事！	你对魔法的造诣还不够强，抵抗不住的！	和马修斯对话：{0}{1}/1	30	8.4	38	166	30	8.4	38	166	30	8.4	38	166	1	0	Equip-hand	0
182	2	{0}【主】{1}请求支援	你就赶快去报告[f8fb04]霍姆斯[b4ffd1]就是了！前面就是异次元之门，你很快就能回去！	居然出了这样的事情，看来我得亲自去一趟了。	和霍姆斯对话：{0}{1}/1	112.75	95.95	33	36	30	8.4	38	166	112.75	95.95	33	36	1	0	Equip-hand	0
183	2	{0}【主】{1}碍事生物	我本来想追上去的但是却被前面的那些[ff0006]雪地猿[b4ffd1]拦住了……庶民你懂我的意思吧？	啊哈哈哈，看来你很适合做这种事嘛，庶民！	雪地猿：{0}{1}/20	11.57	12.04	38	173	16.29	23.05	38	172	16.29	23.05	38	172	1	0	Equip-hand	0
184	0	{0}【主】{1}少女潜力	庶民啊，既然拦路的已经没有了，你就快去替我追上去吧。	是啊，她有相当大的潜力但是自己却什么都不知道，庶民就是这么可笑。	和艾莉娜对话：{0}{1}/1	16.29	23.05	38	172	16.29	23.05	38	172	16.29	23.05	38	172	1	0	Equip-hand	0
185	2	{0}【主】{1}营地前哨	兽人营地门前也是戒备森严，想去的话一定要谨慎行事。	嗯你果然很有天分，就只剩一步了。	通关护法：{0}{1}/1	-1	-1	-1	-1	13.33	83.75	36	56	13.33	83.75	36	56	1	0	Equip-hand	1
186	0	{0}【主】{1}攻击计划	我现在有一个攻击的计划，但是也需要你和我的伙伴们的配合。	别着急，你先去和琳联络下吧，告诉她们也要准备好。	和银木对话：{0}{1}/1	13.33	83.75	36	56	13.33	83.75	36	56	13.33	83.75	36	56	1	0	Equip-hand	0
187	2	{0}【主】{1}废弃都市	我们四个人曾经到过一个神奇的地方，似乎是一个废弃了的遗迹，但是那里有很多远古的符文，你可以去那里碰碰运气没准能得到一些。	嗯，虽然危险，但是有收获就好。	废弃都市：{0}{1}/1	-1	-1	-1	-1	8.03	9.91	12	60	8.03	9.91	12	60	1	0	Equip-hand	0
188	0	{0}【主】{1}通知计划	希望[f8fb04]琳[b4ffd1]能从伤感中走出来，麻烦你去告诉她我们的计划吧。	银木定下了怎么样的计划？	和琳对话：{0}{1}/1	24.81	57.35	36	55	13.33	83.75	36	56	24.81	57.35	36	55	1	0	Equip-hand	0
189	2	{0}【主】{1}质疑	和我说一下[f8fb04]银木[b4ffd1]的计划吧。	算了，既然他定了这个计划就一定有他的考虑，我会告诉同伴们的，你准备一下再出发吧。	和琳对话：{0}{1}/1	24.81	57.35	36	55	24.81	57.35	36	55	24.81	57.35	36	55	1	0	Equip-hand	0
190	1	{0}【主】{1}修尔克	他为什么……要做这种事……	我不知道……但是这种会伤及无辜的复仇行为我绝不认可！	和琳对话：{0}{1}/1	24.81	57.35	36	55	24.81	57.35	36	55	24.81	57.35	36	55	1	0	Equip-hand	0
191	1	{0}【主】{1}前往要塞	绝对不能让他得逞，我们去黄昏要塞彻底击碎他的阴谋吧！[f8fb04]佩特伦[b4ffd1]应该已经在那边了，你去找他接应吧。	你来了啊……抱歉之前一直没有发现银木被替换的事情……	和佩特伦对话：{0}{1}/1	8.03	9.91	12	60	24.81	57.35	36	55	8.03	9.91	12	60	1	0	Equip-hand	0
192	0	{0}【主】{1}消除隐患	不过临走之前，得先把这些暴走的机器人解决掉啊，那就交给你了哦~	这样一来就可以安心的出发了呢，嘿嘿~	备用机器人：{0}{1}/17	88.56	54.18	23	174	79.56	43.24	23	32	79.56	43.24	23	32	1	0	Equip-hand	0
193	1	{0}【主】{1}采集水样	之前土著祭祀先生提过这里水可能会是兽人狂暴的原因，我想就近采集些[0afb04]水样[b4ffd1]看一看，你能帮我么？	唔……奇怪……这里面有一些很奇怪的东西……但是我看不出来……	水样：{0}{1}/1	11.02	35.34	12	-1	8.03	9.91	12	60	8.03	9.91	12	60	1	0	Equip-hand	0
194	2	{0}【主】{1}追缉	不过既然和[f8fb04]皮亚索拉[b4ffd1]有关系的话你还是快回去把他控制住吧，他应该还没有跑。	啧，第六贤者居然在这，真是不走运！	和皮亚索拉对话：{0}{1}/1	85.16	78.63	12	64	54.78873	35.49168	12	65	85.16	78.63	12	64	1	0	Equip-hand	0
195	5	{0}【主】{1}绳之以法	如果说是基因研究会的人要来抓我那我没有怨言，你的话我怎么可能会束手就擒！	……（垂头丧气不说话）	击败皮亚索拉：{0}{1}/1	85.16	78.63	12	64	85.16	78.63	12	64	85.16	78.63	12	64	1	0	Equip-hand	0
196	2	{0}【主】{1}沉默不语	……（白了你一眼没有说话）	（小声嘟囔）……成王败寇哼！	和皮亚索拉对话：{0}{1}/1	85.16	78.63	12	64	85.16	78.63	12	64	85.16	78.63	12	64	1	0	Equip-hand	0
197	2	{0}【主】{1}报告	……（鼓着腮帮瞪着你不说话）	抓到了啊，你和我所想的一样很有实力啊。（阿尔得巴兰微微一笑）	和贤者巴兰对话：{0}{1}/1	54.78873	35.49168	12	65	85.16	78.63	12	64	54.78873	35.49168	12	65	1	0	Equip-hand	0
198	5	{0}【主】{1}批准帮忙	之前艾莉娜的事情我已经知道了，我也希望你能帮上忙。你回勒克斯港问一下现在的进展吧	既然巴兰大人这么说了，我也不会再阻拦了。	和霍姆斯对话：{0}{1}/1	112.75	95.95	33	36	54.78873	35.49168	12	65	112.75	95.95	33	36	1	0	Equip-hand	0
199	0	{0}【主】{1}事情进展	我就和你说一下这件事情的进展吧。	你可以去一下呼啸沙漠看看。	和霍姆斯对话：{0}{1}/1	112.75	95.95	33	36	112.75	95.95	33	36	112.75	95.95	33	36	1	0	Equip-hand	0
200	1	{0}【主】{1}出发之前	你出发之前，杰西卡有事情要和你说一下。	呀嚯！好久不见啊~	和杰西卡对话：{0}{1}/1	106.1	84.6	33	37	112.75	95.95	33	36	106.1	84.6	33	37	1	0	Equip-hand	0
201	2	{0}【主】{1}目击证人	好啦，快出发吧，啊对了！听说目击证人是贝因呢~	好久不见啊，嗯你的身体看起来没问题了。	和贝因对话：{0}{1}/1	48.85	10.28	23	13	106.1	84.6	33	37	48.85	10.28	23	13	1	0	Equip-hand	0
202	0	{0}【主】{1}已经离去	你是说要来调查贝拉大人正在调查的那件事情么？	贝拉大人之前的确在这里，但是已经出发去贤者之塔了。	和贝因对话：{0}{1}/1	48.85	10.28	23	13	48.85	10.28	23	13	48.85	10.28	23	13	1	0	Equip-hand	0
203	2	{0}【主】{1}遗忘废墟	我来就是告诉你一下，听说遗忘废墟的那个知情人士是梅里娅哦~哎，你正好认识啊？那太好了！快去找她吧~	哎是你！好久不见了！	和梅里娅对话：{0}{1}/1	74.6	22.38	34	206	106.1	84.6	33	37	74.6	22.38	34	206	1	0	Equip-hand	0
204	5	{0}【主】{1}沙狼泛滥	先不说贝拉大人的事情，这里的沙漠狼已经快泛滥成灾了！你能帮我解决它们吗？	谢谢你！你果然就和贝因说的一样可靠呢！	沙漠狼：{0}{1}/40	79.96	32.45	34	207	74.6	22.38	34	206	74.6	22.38	34	206	1	0	Equip-hand	0
205	2	{0}【主】{1}咨询详情	贝拉大人的确来过这里，还是我接待的呢！	在我们的村子里，那里距离这里有点远，你要去的话还是赶快出发的好。	和梅里娅对话：{0}{1}/1	74.6	22.38	34	206	74.6	22.38	34	206	74.6	22.38	34	206	1	0	Equip-hand	0
206	5	{0}【主】{1}再会佣兵	啊对了！之前佣兵协会的菲尔沦也到这里了！刚刚从这里经过，你没准能追上她！	是你啊……好久不见（菲尔沦的脸上带着一丝痛苦）	和菲尔沦对话：{0}{1}/1	64.81	29.51	34	208	74.6	22.38	34	206	64.81	29.51	34	208	1	0	Equip-hand	0
207	5	{0}【主】{1}不慎中毒	我本来来这里是来调查这边的一个异变的，却在这里中了招……	这附近肯定有能解毒的草药……	和菲尔沦对话：{0}{1}/1	72.93	34.51	34	208	64.81	29.51	34	208	64.81	29.51	34	208	1	0	Equip-hand	0
208	1	{0}【主】{1}解毒药草	解毒药的事情就拜托你了，你一定要小心啊。	就是这个，真是太感谢你了！	解毒药：{0}{1}/1	49.09	24.01	34	-1	64.81	29.51	34	208	64.81	29.51	34	208	1	0	Equip-hand	0
209	5	{0}【支】{1}兽人大营	吼……之前听说我们的大营被人袭击了，你能告诉我发生什么了吗！	吼……居然是这样！不过情况特殊我就不追究了！	通关潜入营地：{0}{1}/1	-1	-1	-1	-1	54.76	17.93	36	53	54.76	17.93	36	53	1	0	Equip-hand	0
210	5	{0}【主】{1}巨大魔力	我来这里是为了调查一个奇怪的事情。	好的，那就拜托你了。	和菲尔沦对话：{0}{1}/1	64.81	29.51	34	208	64.81	29.51	34	208	64.81	29.51	34	208	1	0	Equip-hand	0
211	5	{0}【主】{1}少女长老	前方不远就是这里的村落了，你先过去，我解了毒就过去。	你好，我是这里的长老海因达。	和海因达对话：{0}{1}/1	49.36	15.46	34	210	64.81	29.51	34	208	49.36	15.46	34	210	1	0	Equip-hand	0
212	5	{0}【主】{1}村落现状	村子这边现在的状况也不是很乐观。	魔力？很抱歉……拳脚功夫我还是很有自信的，但是魔法我一窍不通。	和海因达对话：{0}{1}/1	49.36	15.46	34	210	49.36	15.46	34	210	49.36	15.46	34	210	1	0	Equip-hand	0
213	5	{0}【主】{1}询问旅人	我看这边现在有几个冒险者似乎很懂魔法的样子，你可以去问问他们。	真巧，我们又见面了。	和冒险者对话：{0}{1}/1	41.43	23.38	34	211	49.36	15.46	34	210	41.43	23.38	34	211	1	0	Equip-hand	0
214	3	{0}【主】{1}意外之灾	魔力吗？的确这里很奇怪，但是现在有更要紧的事情。	他是我们不可或缺的一员，不管怎么样都不可能放下他不管。	和佩特伦对话：{0}{1}/1	41.43	23.38	34	211	41.43	23.38	34	211	41.43	23.38	34	211	1	0	Equip-hand	0
215	5	{0}【主】{1}求助长老	诅咒这种事情，果然还是当地的人最清楚，你替我问一下这里的长老吧。	火焰鹰仙子法师的诅咒啊……真难办。	和海因达对话：{0}{1}/1	49.36	15.46	34	210	41.43	23.38	34	211	49.36	15.46	34	210	1	0	Equip-hand	0
216	5	{0}【主】{1}兽人祭司	她的使者是一些兽人祭司，它们应该就在附近，你去确认一下吧。	在附近就好办多了。	探查：{0}{1}/1	33.7	28.17	34	-1	49.36	15.46	34	210	49.36	15.46	34	210	1	0	Equip-hand	0
217	5	{0}【主】{1}召唤神器	我刚好也找到了我们一族长久以来的保存的神器，这样一来就能解除你的朋友的诅咒了！	嗯，就这么干。	和海因达对话：{0}{1}/1	49.36	15.46	34	210	49.36	15.46	34	210	49.36	15.46	34	210	1	0	Equip-hand	0
218	5	{0}【支】{1}更加强大	找不到升级的方法？看剧情之余不要忘了剧情副本啊。	是你救了那家伙啊……嗯总之是做了件好事没错。	通关护卫：{0}{1}/1	-1	-1	-1	-1	70.35	25.1	36	52	70.35	25.1	36	52	1	0	Equip-hand	1
219	5	{0}【主】{1}询问诅咒	诅咒应该解除了，去问问你的朋友现在感觉怎么样了吧。	哦哦！我现在感觉特别棒！火力全开！	和弗里德对话：{0}{1}/1	38.96	23.57	34	212	49.36	15.46	34	210	38.96	23.57	34	212	1	0	Equip-hand	0
220	5	{0}【主】{1}担心伙伴	之前我中了诅咒的时候，琳去找办法了但是现在还没回来，你能去找她一下么？	……你来了啊。	和琳对话：{0}{1}/1	42.61	62.54	34	213	38.96	23.57	34	212	42.61	62.54	34	213	1	0	Equip-hand	0
221	5	{0}【主】{1}触景生情	你现在有时间么……陪我说说话吧，啊不要告诉佩特伦他们……	算了，现在想这些也没有用了……	和琳对话：{0}{1}/1	42.61	62.54	34	213	42.61	62.54	34	213	42.61	62.54	34	213	1	0	Equip-hand	0
222	5	{0}【主】{1}入侵者	我发现我的……家……被一堆很像顶角兽的生物占据了，你能帮我赶走它们吗？	谢谢你……	雷装顶角兽：{0}{1}/45	35.6	74.12	34	214	42.61	62.54	34	213	42.61	62.54	34	213	1	0	Equip-hand	0
223	5	{0}【主】{1}鬼祟之人	我刚刚看到了一个很鬼祟的人，你去看一下是什么人吧。	啊！有人来了真好！	和鬼祟人对话：{0}{1}/1	18.61	68.52	34	215	42.61	62.54	34	213	18.61	68.52	34	215	1	0	Equip-hand	0
224	5	{0}【主】{1}魔物追杀	我叫里奇莱！我是被魔物追杀到这里的！	我逃出来的时候太匆忙……没注意到他们，这不正准备回来找人再进去找他们！	和里奇莱对话：{0}{1}/1	18.61	68.52	34	215	18.61	68.52	34	215	18.61	68.52	34	215	1	0	Equip-hand	0
225	5	{0}【主】{1}阴魂不散	这些魔物还真是阴魂不散啊！快帮我干掉他！	啊！真是太感谢你了！我都不知道该说点什么好了！	废墟卫士：{0}{1}/1	9.43	78.44	34	216	18.61	68.52	34	215	18.61	68.52	34	215	1	0	Equip-hand	1
226	5	{0}【主】{1}一绝后患	我发现这种魔物好像是有首领的，能不能麻烦你帮我把它们都解决掉？	真的是……你的救命之恩我没齿难忘！	通关剿灭狼窝：{0}{1}/1	-1	-1	-1	-1	18.61	68.52	34	215	18.61	68.52	34	215	1	0	Equip-hand	1
227	5	{0}【主】{1}疑惑	啊小朋友，我能再多麻烦你陪我去一趟雷纳堡吗？	年轻人你的思想很可怕啊，我们只是科学信仰不太一样罢了。	和里奇莱对话：{0}{1}/1	18.61	68.52	34	215	18.61	68.52	34	215	18.61	68.52	34	215	1	0	Equip-hand	0
228	5	{0}【主】{1}结伴而行	那我们这就去雷纳堡吧！	这里就是雷纳堡的边缘了，马上就到马上就到！	和里奇莱对话：{0}{1}/1	77.87	20.82	39	217	18.61	68.52	34	215	77.87	20.82	39	217	1	0	Equip-hand	0
229	5	{0}【主】{1}边缘现状	这里之前一直很平和，但是最近不知道为什么发生了异变。	我也不清楚，但是他就是发生了。	和里奇莱对话：{0}{1}/1	77.87	20.82	39	217	77.87	20.82	39	217	77.87	20.82	39	217	1	0	Equip-hand	0
230	5	{0}【主】{1}融合种	我跑出来的时候就发现这里有很多蜥蜴和机械的融合种，能麻烦你除掉他们吗？	这些畸形的生物就不该存在！	转换型A01：{0}{1}/50	60.24	13.87	39	218	77.87	20.82	39	217	77.87	20.82	39	217	1	0	Equip-hand	0
231	5	{0}【主】{1}探查异常	这里的蜥蜴应该是生活在附近的树林里的，你能看看那边发生了什么吗？	嘘——小点声快过来！	探查：{0}{1}/1	60.66	22.67	39	-1	56.61	25.02	39	219	56.61	25.02	39	219	1	0	Equip-hand	0
232	5	{0}【主】{1}暗中观察	我在暗中观察这个叫里奇莱的。	嗯……现在还不能下结论，我会自己观察的。	和菲尔沦对话：{0}{1}/1	56.61	25.02	39	219	56.61	25.02	39	219	56.61	25.02	39	219	1	0	Equip-hand	0
233	5	{0}【主】{1}缄口不言	你快点回去吧，时间长了会起疑的，对了不要说我在这里。	怎么样，发现什么了吗？	和里奇莱对话：{0}{1}/1	77.87	20.82	39	217	56.61	25.02	39	219	77.87	20.82	39	217	1	0	Equip-hand	0
234	5	{0}【主】{1}发现甚少	快说说你有什么大发现吧！	算了算了！夜长梦多，我们还是快点进去雷纳堡吧！	和里奇莱对话：{0}{1}/1	77.87	20.82	39	217	77.87	20.82	39	217	77.87	20.82	39	217	1	0	Equip-hand	0
235	5	{0}【主】{1}护送	你准备好了么？准备好了我们就出发。	这可真是……不会错，这边的融合生物和村民都是他捣的鬼！	和菲尔沦对话：{0}{1}/1	56.61	25.02	39	219	77.87	20.82	39	217	56.61	25.02	39	219	1	0	Equip-hand	1
236	5	{0}【主】{1}不加责备	我们来讨论一下接下来怎么办吧！	她做了这么多的坏事，就不能放过他！	和菲尔沦对话：{0}{1}/1	56.61	25.02	39	219	56.61	25.02	39	219	56.61	25.02	39	219	1	0	Equip-hand	0
237	3	{0}【主】{1}巨猿军队	你去看看那些巨猿有没有什么异样。	这么有组织性，一定是有人控制的不会错。	探查：{0}{1}/1	29.17	18.2	39	-1	56.61	25.02	39	219	56.61	25.02	39	219	1	0	Equip-hand	0
238	5	{0}【主】{1}不懂机械	我觉得这些巨猿和机械很像，但是我不懂机械，你看看有没有你认识的懂机械的人？	机械吗？我略懂一二。	求助佩特伦：{0}{1}/1	49.07	14.41	39	220	56.61	25.02	39	219	49.07	14.41	39	220	1	0	Equip-hand	0
239	5	{0}【主】{1}收集证据	但是现在没什么证据，你去收集一下有没有什么可疑的吧。	这些就够了，我研究一下看看。	控制核心：{0}{1}/20	18.21	14.87	39	314	49.07	14.41	39	220	49.07	14.41	39	220	1	0	Equip-hand	0
240	0	{0}【主】{1}有人操纵	我研究了一下这些部件，已经可以得出初步结论了。	我们绝对不能放过他们。	和佩特伦对话：{0}{1}/1	49.07	14.41	39	220	49.07	14.41	39	220	49.07	14.41	39	220	1	0	Equip-hand	0
241	5	{0}【主】{1}请教盗贼	要潜入雷纳堡这种地方的话还是琳更擅长一点，你可以问问她。	潜入雷纳堡？我可以告诉你不可能。	和琳对话：{0}{1}/1	47.51	13.37	39	221	49.07	14.41	39	220	47.51	13.37	39	221	1	0	Equip-hand	0
242	5	{0}【主】{1}机关林立	我是觉得潜入雷纳堡根本不可能。	话说你看到弗里德了么？他怎么又失踪了？	和琳对话：{0}{1}/1	47.51	13.37	39	221	47.51	13.37	39	221	47.51	13.37	39	221	1	0	Equip-hand	0
243	0	{0}【主】{1}求助长老	进入雷纳堡的办法我不知道，你或许可以问问海因达长老。	什么？你想进入雷纳堡？	和海因达对话：{0}{1}/1	24.69	31.41	39	222	47.51	13.37	39	221	24.69	31.41	39	222	1	0	Equip-hand	0
244	0	{0}【主】{1}神圣禁地	你想进我们的禁地，先给我一个理由。	我……我对此一无所知。	和海因达对话：{0}{1}/1	24.69	31.41	39	222	24.69	31.41	39	222	24.69	31.41	39	222	1	0	Equip-hand	0
245	5	{0}【主】{1}符文	那么接下来我来教给你怎么利用这些符文吧。	符文的力量很强大，请好好利用。	吸收符文：{0}{1}/1	-1	-1	-1	-1	8.03	9.91	12	60	8.03	9.91	12	60	1	0	Equip-hand	0
246	5	{0}【主】{1}记忆丧失	你是谁？我有见过你吗？	雷纳堡？啊！我好像知道！	对话神秘少女：{0}{1}/1	12.89	3.27	39	223	12.89	3.27	39	223	12.89	3.27	39	223	1	0	Equip-hand	0
247	2	{0}【主】{1}雷纳堡	雷纳堡的大门打开了，我就不去了。	那个少女是什么？居然知道开门的方法！	和海因达对话：{0}{1}/1	92.83	63.7	51	317	12.89	3.27	39	223	92.83	63.7	51	317	1	0	Equip-hand	0
248	0	{0}【主】{1}融合生物	我看到前面有一批机械融合的生物，这种存在必须要消灭！	基因研究所都是些什么样的人会做出这种事啊！	转换型A02：{0}{1}/50	90.55	86.04	51	318	92.83	63.7	51	317	92.83	63.7	51	317	1	0	Equip-hand	0
249	2	{0}【主】{1}邪恶实验	我想起来了！之前他们就做过类似的实验！	不管是什么理由，这种邪恶的实验都必须终止！	和海因达对话：{0}{1}/1	92.83	63.7	51	317	92.83	63.7	51	317	92.83	63.7	51	317	1	0	Equip-hand	0
250	3	{0}【主】{1}会合佣兵	我必须在这里阻止外人进来，你去和前方的菲尔沦会合吧！	正是时候！	和菲尔沦对话：{0}{1}/1	55.67	85.05	51	319	92.83	63.7	51	317	55.67	85.05	51	319	1	0	Equip-hand	0
251	2	{0}【主】{1}高级融合	我观察前方的融合种有一段时间了，看起来比之前的都强，你去小心点干掉它们吧。	真厉害，我也不一定能这么干净利落。	转换型A03：{0}{1}/50	30.92	88.99	51	320	55.67	85.05	51	319	55.67	85.05	51	319	1	0	Equip-hand	0
252	0	{0}【主】{1}抓捕	你去消灭融合种的时候，我看到了不远处有里奇莱的身影，你没准还能追的上！	居然……抱歉是我太冒进了。	通关解除诅咒：{0}{1}/1	-1	-1	-1	-1	55.67	85.05	51	319	55.67	85.05	51	319	1	0	Equip-hand	1
253	2	{0}【主】{1}滑稽身影	我看到了一个好像有点眼熟的滑稽身影，你去看看是谁吧。	别动手！自己人！	和弗里德对话：{0}{1}/1	5.63	45.1	51	321	55.67	85.05	51	319	5.63	45.1	51	321	1	0	Equip-hand	0
254	0	{0}【主】{1}误打误撞	你听我说，这其实是一个意外！	不不不！我真的可以助你一臂之力！	和弗里德对话：{0}{1}/1	5.63	45.1	51	321	5.63	45.1	51	321	5.63	45.1	51	321	1	0	Equip-hand	0
255	1	{0}【主】{1}第七贤者	我看到前面有一个大名人啊！好像是第七贤者贝拉·德里克斯！你去看看吧！	你好，我是贝拉·德里克斯。	对话贤者贝拉：{0}{1}/1	16.71	40.45	51	322	5.63	45.1	51	321	16.71	40.45	51	322	1	0	Equip-hand	0
256	2	{0}【主】{1}追捕受阻	阿尔得巴兰和我联络的时候提到了你，他说你回帮我的忙，是这样么？	我本人却被困在了这里，这里的机械卫兵太强，我的卫士不是它的对手。	对话贤者贝拉：{0}{1}/1	16.71	40.45	51	322	16.71	40.45	51	322	16.71	40.45	51	322	1	0	Equip-hand	0
257	0	{0}【主】{1}机械反叛	我刚刚截到了逃过来的里奇莱，在这里召唤机械显然不是明智之举，你能看一下情况么？	果然，这里的机械感应太强，这些卫士都反过来被控制了。	探查：{0}{1}/1	28.9	44.45	51	-1	16.71	40.45	51	322	16.71	40.45	51	322	1	0	Equip-hand	0
258	1	{0}【主】{1}于心不忍	虽然里奇莱作恶多端，但是也不能让他就这样被杀掉，你还是去救他吧。	啊！谢谢你！你又一次救了我！	机器人：{0}{1}/50	41.41	55.96	51	324	16.71	40.45	51	322	53.31	58.1	51	323	1	0	Equip-hand	0
259	2	{0}【主】{1}机械控制	这里的机关被触发了！启动了这里的防御机制，我召唤的机械都被控制了！	哎，不和你争这个了，现在最重要的是活着出去！	和里奇莱对话：{0}{1}/1	53.31	58.1	51	323	53.31	58.1	51	323	53.31	58.1	51	323	1	0	Equip-hand	0
260	1	{0}【主】{1}自首	你去告诉第七贤者，我愿意自首。	哎？他居然愿意自首，这么突然？	对话贤者贝拉：{0}{1}/1	16.71	40.45	51	322	53.31	58.1	51	323	16.71	40.45	51	322	1	0	Equip-hand	0
261	2	{0}【主】{1}疑惑	他还说了什么？	……（沉思）我去问问他吧，不过的确，当务之急是先离开这里。	对话贤者贝拉：{0}{1}/1	16.71	40.45	51	322	16.71	40.45	51	322	16.71	40.45	51	322	1	0	Equip-hand	0
262	2	{0}【主】{1}熟悉之人	我总觉得出口附近有一个我很熟悉的人，你去确认一下吧。	啊，我们又见面了啊。	对话神秘少女：{0}{1}/1	61.34	44	51	325	16.71	40.45	51	322	61.34	44	51	325	1	0	Equip-hand	0
263	1	{0}【主】{1}进入理由	这里果然发生了好大的意外啊。	我还是不知道。	对话神秘少女：{0}{1}/1	61.34	44	51	325	61.34	44	51	325	61.34	44	51	325	1	0	Equip-hand	0
264	2	{0}【主】{1}防御启动	这里的防御程式完全启动了，趁着机器人还没有完全集合起来，先去消灭它们吧。	嗯干得好。	罗塔战车：{0}{1}/50	70.35	31.01	51	326	61.34	44	51	325	61.34	44	51	325	1	0	Equip-hand	0
265	1	{0}【主】{1}守卫者	快点出去吧。	我是……乔安娜？乔安娜……是谁……	通关人心隔肚：{0}{1}/1	-1	-1	-1	-1	61.34	44	51	325	61.34	44	51	325	1	0	Equip-hand	1
266	1	{0}【主】{1}逃离	你们快出去，我有点乱需要整理一下……	你也出来了啊，那就好，你应该是最后一个人了。	和海因达对话：{0}{1}/1	24.69	31.41	39	222	61.34	44	51	325	24.69	31.41	39	222	1	0	Equip-hand	0
267	1	{0}【主】{1}关闭入口	我准备把雷纳堡的大门关上了，这个地方再有人进去可不好。	只可惜我的族人们……就这么死掉了……	和海因达对话：{0}{1}/1	24.69	31.41	39	222	24.69	31.41	39	222	24.69	31.41	39	222	1	0	Equip-hand	0
268	1	{0}【主】{1}善后处理	这里有我就够了，你去找贝拉大人吧，看看她怎么处理之后的事情。	你平安出来了，那就好。	对话贤者贝拉：{0}{1}/1	38.54	44.94	39	315	24.69	31.41	39	222	38.54	44.94	39	315	1	0	Equip-hand	0
269	1	{0}【主】{1}有言相告	啊对了，里奇莱有话跟你说，我马上就带他回基因研究所了，你不妨听一听。	你靠得近一些，别让别人听到了。	和里奇莱对话：{0}{1}/1	40.32	45.15	39	316	38.54	44.94	39	315	40.32	45.15	39	316	1	0	Equip-hand	0
270	1	{0}【主】{1}良心发现	别这么有戒心啊，我又不会吃了你。	我和你说过，我不是坏人，你会知道的（微微一笑）。	和里奇莱对话：{0}{1}/1	40.32	45.15	39	316	40.32	45.15	39	316	40.32	45.15	39	316	1	0	Equip-hand	0
271	1	{0}【主】{1}通知长老	好了，还不快去告诉那个小女孩长老？	……什么？！那我一定要去确认一下！	和海因达对话：{0}{1}/1	24.69	31.41	39	222	40.32	45.15	39	316	24.69	31.41	39	222	1	0	Equip-hand	0
272	1	{0}【主】{1}感谢贤者	我这就去看看，你替我去感谢一下贝拉贤者吧。	海因达这孩子……还需要历练啊。	对话贤者贝拉：{0}{1}/1	38.54	44.94	39	315	24.69	31.41	39	222	38.54	44.94	39	315	1	0	Equip-hand	0
273	1	{0}【主】{1}交付任务	在我回去之前有两件事要交给你。	把这些事情都推给你，真是抱歉……	对话贤者贝拉：{0}{1}/1	38.54	44.94	39	315	38.54	44.94	39	315	38.54	44.94	39	315	1	0	Equip-hand	0
274	1	{0}【主】{1}不安贤者	乔安娜应该还在这附近，你去找找他吧。	你来了啊……	和乔安娜对话：{0}{1}/1	54.5	48.13	39	327	38.54	44.94	39	315	54.5	48.13	39	327	1	0	Equip-hand	0
275	1	{0}【主】{1}记忆	我好像想起来了一些事情。	你说什么？莉莉丝？唔啊……（痛苦的表情）	和乔安娜对话：{0}{1}/1	54.5	48.13	39	327	54.5	48.13	39	327	54.5	48.13	39	327	1	0	Equip-hand	0
276	1	{0}【主】{1}止痛草	快！快帮我找一点附近的止痛草！	谢谢你……	止痛草：{0}{1}/1	57.07	50.58	39	-1	54.5	48.13	39	327	54.5	48.13	39	327	1	0	Equip-hand	0
277	1	{0}【主】{1}梦忆	出了这样的事情，你好好睡一觉吧……	做了噩梦吗……你说的那个事情……不没什么。	通关僵尸盗贼：{0}{1}/1	54.5	48.13	39	327	54.5	48.13	39	327	54.5	48.13	39	327	1	0	Equip-hand	1
278	1	{0}【主】{1}亡灵冰塔	看来我们有必要去一趟亡灵冰塔了。	在血色冰封的深处，那里有大批的亡灵……	和乔安娜对话：{0}{1}/1	54.5	48.13	39	327	54.5	48.13	39	327	54.5	48.13	39	327	1	0	Equip-hand	0
279	1	{0}【主】{1}告别	前面似乎有你的朋友，出发前和他告别一下吧。	啊！我就知道你会来这里！	和弗里德对话：{0}{1}/1	36.5	71.28	39	328	54.5	48.13	39	327	36.5	71.28	39	328	1	0	Equip-hand	0
