Id	Desc	Money	BindYuanBao	Exp	FellowExp	ToolID1	ToolNum1	ToolID2	ToolNum2	ProfessionItemID1	ProfessionNum1	ProfessionItemID2	ProfessionNum2	ProfessionItemID3	ProfessionNum3	ProfessionItemID4	ProfessionNum4	ProfessionItemID5	ProfessionNum5	ChoosedItemNum	ItemID1	ItemNum1	ItemID2	ItemNum2	ItemID3	ItemNum3
334	{0}【环】{1}保护庄稼	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
335	{0}【环】{1}保护庄稼	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
336	{0}【环】{1}保护庄稼	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
337	{0}【环】{1}保护庄稼	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
338	{0}【环】{1}保护庄稼	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
339	{0}【环】{1}证明自己	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
340	{0}【环】{1}证明自己	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
341	{0}【环】{1}证明自己	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
342	{0}【环】{1}证明自己	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
343	{0}【环】{1}证明自己	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
344	{0}【环】{1}储备饲料	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
345	{0}【环】{1}储备饲料	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
346	{0}【环】{1}储备饲料	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
347	{0}【环】{1}储备饲料	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
348	{0}【环】{1}储备饲料	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
349	{0}【环】{1}储备食材	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
350	{0}【环】{1}储备食材	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
351	{0}【环】{1}储备食材	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
352	{0}【环】{1}储备食材	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
353	{0}【环】{1}储备食材	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
354	{0}【环】{1}问候	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
355	{0}【环】{1}问候	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
356	{0}【环】{1}问候	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
357	{0}【环】{1}问候	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
358	{0}【环】{1}问候	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
359	{0}【环】{1}问候	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
360	{0}【环】{1}问候	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
361	{0}【环】{1}问候	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
362	{0}【环】{1}问候	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
363	{0}【环】{1}消灭蚊子	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
364	{0}【环】{1}消灭蚊子	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
365	{0}【环】{1}消灭蚊子	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
366	{0}【环】{1}消灭蚊子	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
367	{0}【环】{1}消灭蚊子	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
368	{0}【环】{1}驱蚊准备	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
369	{0}【环】{1}驱蚊准备	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
370	{0}【环】{1}驱蚊准备	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
371	{0}【环】{1}驱蚊准备	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
372	{0}【环】{1}驱蚊准备	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
373	{0}【环】{1}驱蚊	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
374	{0}【环】{1}驱蚊	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
375	{0}【环】{1}驱蚊	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
376	{0}【环】{1}驱蚊	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
377	{0}【环】{1}驱蚊	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
378	{0}【环】{1}扫荡骷髅	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
379	{0}【环】{1}扫荡骷髅	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
380	{0}【环】{1}扫荡骷髅	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
381	{0}【环】{1}扫荡骷髅	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
382	{0}【环】{1}扫荡骷髅	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
383	{0}【环】{1}消灭兽人	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
384	{0}【环】{1}消灭兽人	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
385	{0}【环】{1}消灭兽人	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
386	{0}【环】{1}消灭兽人	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
387	{0}【环】{1}消灭兽人	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
388	{0}【环】{1}问候	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
389	{0}【环】{1}问候	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
390	{0}【环】{1}问候	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
391	{0}【环】{1}问候	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
392	{0}【环】{1}问候	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
393	{0}【环】{1}问候	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
394	{0}【环】{1}问候	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
395	{0}【环】{1}问候	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
396	{0}【环】{1}问候	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
397	{0}【主】{1}领取奖励	3938	0	872	291	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
398	{0}【主】{1}装备翅膀	23650	0	108618	36206	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
399	升到40	3914	0	14108	4703	125	3	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
400	升到45	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
401	升到48	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
402	升到53	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
403	升到57	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
404	升到60	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
405	升到63	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
406	升到64	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
407	升到66	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
408	升到67	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
409	升到68	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
410	升到69	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
411	升到70	0	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
412	升到36	1586	0	1638	546	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
413	升到38	2690	0	5863	1954	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	0	-1	0	0	-1	0	-1	0	-1	0
