Id	Description	CharModelID	Name	Sex	NpcType	Level	AttackType	AttackDisType	SkillstrategyIndex	MaxHP	MaxMP	MaxXP	PDefense	PAttack	MDefense	MAttack	Hit	Dodge	Critical	DeCritical	Strike	Ductical	CritiAdd	CritiMis	AttackTime	MoveSpeed	Camp	PathRadius	AlertRadius	IsRanbdMove	RandMoveDis	CorpseTime	ReviveTime	DialogID	DialogRadius	DropItemId	Exp	IsAttackFly	BornEffctID	DieEffectID	RampType	EnhanceID	BelongType	IsImmuneJT	CombatNPC	MissionNpcFlag	HpCount	ShowBornEffect
618	混沌之地73层小怪3	138	混沌守卫	1	0	83	1	0	0	650376	0	0	5803	13410	5803	13410	17449	704	1458	654	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	149	1	-1	-1	-1	-1	2	0	1	0	1	0
619	混沌之地74层小怪1	138	混沌守卫	1	0	84	0	0	0	671300	0	0	5992	13839	5992	13839	17498	708	1466	658	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	151	1	-1	-1	-1	-1	2	0	1	0	1	0
620	混沌之地74层小怪2	138	混沌守卫	1	0	84	0	0	0	671300	0	0	5992	13839	5992	13839	17498	708	1466	658	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	151	1	-1	-1	-1	-1	2	0	1	0	1	0
621	混沌之地74层小怪3	138	混沌守卫	1	0	84	1	0	0	671300	0	0	5992	13839	5992	13839	17498	708	1466	658	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	151	1	-1	-1	-1	-1	2	0	1	0	1	0
622	混沌之地75层小怪1	138	混沌守卫	1	0	85	0	0	0	692983	0	0	6186	14290	6186	14290	17548	712	1475	662	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	152	1	-1	-1	-1	-1	2	0	1	0	1	0
623	混沌之地75层小怪2	138	混沌守卫	1	0	85	0	0	0	692983	0	0	6186	14290	6186	14290	17548	712	1475	662	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	152	1	-1	-1	-1	-1	2	0	1	0	1	0
624	混沌之地75层小怪3	138	混沌守卫	1	0	85	1	0	0	692983	0	0	6186	14290	6186	14290	17548	712	1475	662	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	152	1	-1	-1	-1	-1	2	0	1	0	1	0
625	混沌之地76层小怪1	138	混沌守卫	1	0	86	0	0	0	800578	0	0	7195	16445	7195	16445	17597	716	1483	666	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	154	1	-1	-1	-1	-1	2	0	1	0	1	0
626	混沌之地76层小怪2	138	混沌守卫	1	0	86	0	0	0	800578	0	0	7195	16445	7195	16445	17597	716	1483	666	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	154	1	-1	-1	-1	-1	2	0	1	0	1	0
627	混沌之地76层小怪3	138	混沌守卫	1	0	86	1	0	0	800578	0	0	7195	16445	7195	16445	17597	716	1483	666	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	154	1	-1	-1	-1	-1	2	0	1	0	1	0
628	混沌之地77层小怪1	138	混沌守卫	1	0	87	0	0	0	828010	0	0	7440	17005	7440	17005	17647	721	1491	671	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	156	1	-1	-1	-1	-1	2	0	1	0	1	0
629	混沌之地77层小怪2	138	混沌守卫	1	0	87	0	0	0	828010	0	0	7440	17005	7440	17005	17647	721	1491	671	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	156	1	-1	-1	-1	-1	2	0	1	0	1	0
630	混沌之地77层小怪3	138	混沌守卫	1	0	87	1	0	0	828010	0	0	7440	17005	7440	17005	17647	721	1491	671	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	156	1	-1	-1	-1	-1	2	0	1	0	1	0
631	混沌之地78层小怪1	138	混沌守卫	1	0	88	0	0	0	855037	0	0	7687	17566	7687	17566	17696	725	1499	675	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	158	1	-1	-1	-1	-1	2	0	1	0	1	0
632	混沌之地78层小怪2	138	混沌守卫	1	0	88	0	0	0	855037	0	0	7687	17566	7687	17566	17696	725	1499	675	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	158	1	-1	-1	-1	-1	2	0	1	0	1	0
633	混沌之地78层小怪3	138	混沌守卫	1	0	88	1	0	0	855037	0	0	7687	17566	7687	17566	17696	725	1499	675	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	158	1	-1	-1	-1	-1	2	0	1	0	1	0
634	混沌之地79层小怪1	138	混沌守卫	1	0	89	0	0	0	929934	0	0	8039	18373	8039	18373	17746	729	1508	679	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	160	1	-1	-1	-1	-1	2	0	1	0	1	0
635	混沌之地79层小怪2	138	混沌守卫	1	0	89	0	0	0	929934	0	0	8039	18373	8039	18373	17746	729	1508	679	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	160	1	-1	-1	-1	-1	2	0	1	0	1	0
636	混沌之地79层小怪3	138	混沌守卫	1	0	89	1	0	0	929934	0	0	8039	18373	8039	18373	17746	729	1508	679	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	160	1	-1	-1	-1	-1	2	0	1	0	1	0
637	混沌之地80层小怪1	138	混沌守卫	1	0	90	0	0	0	1016100	0	0	9158	20848	9158	20848	17795	733	1516	683	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	161	1	-1	-1	-1	-1	2	0	1	0	1	0
638	混沌之地80层小怪2	138	混沌守卫	1	0	90	0	0	0	1016100	0	0	9158	20848	9158	20848	17795	733	1516	683	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	161	1	-1	-1	-1	-1	2	0	1	0	1	0
639	混沌之地80层小怪3	138	混沌守卫	1	0	90	1	0	0	1016100	0	0	9158	20848	9158	20848	17795	733	1516	683	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	161	1	-1	-1	-1	-1	2	0	1	0	1	0
640	混沌之地81层小怪1	138	混沌守卫	1	0	91	0	0	0	1174666	0	0	10163	24131	10163	24131	18175	765	1579	715	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	163	1	-1	-1	-1	-1	2	0	1	0	1	0
641	混沌之地81层小怪2	138	混沌守卫	1	0	91	0	0	0	1174666	0	0	10163	24131	10163	24131	18175	765	1579	715	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	163	1	-1	-1	-1	-1	2	0	1	0	1	0
642	混沌之地81层小怪3	138	混沌守卫	1	0	91	1	0	0	1174666	0	0	10163	24131	10163	24131	18175	765	1579	715	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	163	1	-1	-1	-1	-1	2	0	1	0	1	0
643	混沌之地82层小怪1	138	混沌守卫	1	0	92	0	0	0	1224897	0	0	11009	25168	11009	25168	18556	796	1643	746	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	165	1	-1	-1	-1	-1	2	0	1	0	1	0
644	混沌之地82层小怪2	138	混沌守卫	1	0	92	0	0	0	1224897	0	0	11009	25168	11009	25168	18556	796	1643	746	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	165	1	-1	-1	-1	-1	2	0	1	0	1	0
645	混沌之地82层小怪3	138	混沌守卫	1	0	92	1	0	0	1224897	0	0	11009	25168	11009	25168	18556	796	1643	746	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	165	1	-1	-1	-1	-1	2	0	1	0	1	0
646	混沌之地83层小怪1	138	混沌守卫	1	0	93	0	0	0	1265674	0	0	11371	26001	11371	26001	18936	828	1706	778	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	167	1	-1	-1	-1	-1	2	0	1	0	1	0
647	混沌之地83层小怪2	138	混沌守卫	1	0	93	0	0	0	1265674	0	0	11371	26001	11371	26001	18936	828	1706	778	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	167	1	-1	-1	-1	-1	2	0	1	0	1	0
648	混沌之地83层小怪3	138	混沌守卫	1	0	93	1	0	0	1265674	0	0	11371	26001	11371	26001	18936	828	1706	778	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	167	1	-1	-1	-1	-1	2	0	1	0	1	0
649	混沌之地84层小怪1	138	混沌守卫	1	0	94	0	0	0	1307663	0	0	11750	26868	11750	26868	19316	860	1769	810	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	169	1	-1	-1	-1	-1	2	0	1	0	1	0
650	混沌之地84层小怪2	138	混沌守卫	1	0	94	0	0	0	1307663	0	0	11750	26868	11750	26868	19316	860	1769	810	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	169	1	-1	-1	-1	-1	2	0	1	0	1	0
651	混沌之地84层小怪3	138	混沌守卫	1	0	94	1	0	0	1307663	0	0	11750	26868	11750	26868	19316	860	1769	810	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	169	1	-1	-1	-1	-1	2	0	1	0	1	0
652	混沌之地85层小怪1	138	混沌守卫	1	0	95	0	0	0	1363542	0	0	12258	28004	12258	28004	19697	891	1833	841	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	171	1	-1	-1	-1	-1	2	0	1	0	1	0
653	混沌之地85层小怪2	138	混沌守卫	1	0	95	0	0	0	1363542	0	0	12258	28004	12258	28004	19697	891	1833	841	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	171	1	-1	-1	-1	-1	2	0	1	0	1	0
654	混沌之地85层小怪3	138	混沌守卫	1	0	95	1	0	0	1363542	0	0	12258	28004	12258	28004	19697	891	1833	841	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	171	1	-1	-1	-1	-1	2	0	1	0	1	0
655	混沌之地86层小怪1	138	混沌守卫	1	0	96	0	0	0	1426871	0	0	12822	29315	12822	29315	20077	923	1896	873	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	172	1	-1	-1	-1	-1	2	0	1	0	1	0
656	混沌之地86层小怪2	138	混沌守卫	1	0	96	0	0	0	1426871	0	0	12822	29315	12822	29315	20077	923	1896	873	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	172	1	-1	-1	-1	-1	2	0	1	0	1	0
657	混沌之地86层小怪3	138	混沌守卫	1	0	96	1	0	0	1426871	0	0	12822	29315	12822	29315	20077	923	1896	873	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	172	1	-1	-1	-1	-1	2	0	1	0	1	0
658	混沌之地87层小怪1	138	混沌守卫	1	0	97	0	0	0	1486678	0	0	13359	30540	13359	30540	20458	955	1960	905	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	174	1	-1	-1	-1	-1	2	0	1	0	1	0
659	混沌之地87层小怪2	138	混沌守卫	1	0	97	0	0	0	1486678	0	0	13359	30540	13359	30540	20458	955	1960	905	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	174	1	-1	-1	-1	-1	2	0	1	0	1	0
660	混沌之地87层小怪3	138	混沌守卫	1	0	97	1	0	0	1486678	0	0	13359	30540	13359	30540	20458	955	1960	905	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	174	1	-1	-1	-1	-1	2	0	1	0	1	0
661	混沌之地88层小怪1	138	混沌守卫	1	0	98	0	0	0	1551356	0	0	13940	31867	13940	31867	20838	987	2023	937	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	176	1	-1	-1	-1	-1	2	0	1	0	1	0
662	混沌之地88层小怪2	138	混沌守卫	1	0	98	0	0	0	1551356	0	0	13940	31867	13940	31867	20838	987	2023	937	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	176	1	-1	-1	-1	-1	2	0	1	0	1	0
663	混沌之地88层小怪3	138	混沌守卫	1	0	98	1	0	0	1551356	0	0	13940	31867	13940	31867	20838	987	2023	937	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	176	1	-1	-1	-1	-1	2	0	1	0	1	0
664	混沌之地89层小怪1	138	混沌守卫	1	0	99	0	0	0	1604928	0	0	14422	32974	14422	32974	21218	1018	2086	968	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	178	1	-1	-1	-1	-1	2	0	1	0	1	0
665	混沌之地89层小怪2	138	混沌守卫	1	0	99	0	0	0	1604928	0	0	14422	32974	14422	32974	21218	1018	2086	968	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	178	1	-1	-1	-1	-1	2	0	1	0	1	0
666	混沌之地89层小怪3	138	混沌守卫	1	0	99	1	0	0	1604928	0	0	14422	32974	14422	32974	21218	1018	2086	968	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	178	1	-1	-1	-1	-1	2	0	1	0	1	0
667	混沌之地90层小怪1	138	混沌守卫	1	0	100	0	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
668	混沌之地90层小怪2	138	混沌守卫	1	0	100	0	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
669	混沌之地90层小怪3	138	混沌守卫	1	0	100	1	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
670	混沌之地91层小怪1	138	混沌守卫	1	0	100	0	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
671	混沌之地91层小怪2	138	混沌守卫	1	0	100	0	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
672	混沌之地91层小怪3	138	混沌守卫	1	0	100	1	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
673	混沌之地92层小怪1	138	混沌守卫	1	0	100	0	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
674	混沌之地92层小怪2	138	混沌守卫	1	0	100	0	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
675	混沌之地92层小怪3	138	混沌守卫	1	0	100	1	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
676	混沌之地93层小怪1	138	混沌守卫	1	0	100	0	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
677	混沌之地93层小怪2	138	混沌守卫	1	0	100	0	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
678	混沌之地93层小怪3	138	混沌守卫	1	0	100	1	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
679	混沌之地94层小怪1	138	混沌守卫	1	0	100	0	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
680	混沌之地94层小怪2	138	混沌守卫	1	0	100	0	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
681	混沌之地94层小怪3	138	混沌守卫	1	0	100	1	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
682	混沌之地95层小怪1	138	混沌守卫	1	0	100	0	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
683	混沌之地95层小怪2	138	混沌守卫	1	0	100	0	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
684	混沌之地95层小怪3	138	混沌守卫	1	0	100	1	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
685	混沌之地96层小怪1	138	混沌守卫	1	0	100	0	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
686	混沌之地96层小怪2	138	混沌守卫	1	0	100	0	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
687	混沌之地96层小怪3	138	混沌守卫	1	0	100	1	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
688	混沌之地97层小怪1	138	混沌守卫	1	0	100	0	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
689	混沌之地97层小怪2	138	混沌守卫	1	0	100	0	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
690	混沌之地97层小怪3	138	混沌守卫	1	0	100	1	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
691	混沌之地98层小怪1	138	混沌守卫	1	0	100	0	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
692	混沌之地98层小怪2	138	混沌守卫	1	0	100	0	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
693	混沌之地98层小怪3	138	混沌守卫	1	0	100	1	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
694	混沌之地99层小怪1	138	混沌守卫	1	0	100	0	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
695	混沌之地99层小怪2	138	混沌守卫	1	0	100	0	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
696	混沌之地99层小怪3	138	混沌守卫	1	0	100	1	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
697	混沌之地100层小怪1	138	混沌守卫	1	0	100	0	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
698	混沌之地100层小怪2	138	混沌守卫	1	0	100	0	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
699	混沌之地100层小怪3	138	混沌守卫	1	0	100	1	0	0	1872591	0	0	16380	39000	16380	39000	21599	1050	2150	1000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	0	1	0	1	0
700	混沌之地5层BOSS	189	混沌首领	1	2	5	0	0	32	3331	0	0	15	211	16	211	13119	52	143	11	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	1	1	-1	-1	-1	-1	2	1	1	0	2	0
701	混沌之地10层BOSS	183	混沌首领	1	2	10	1	0	32	7751	0	0	31	394	31	394	13321	56	153	15	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	2	1	-1	-1	-1	-1	2	1	1	0	2	0
702	混沌之地15层BOSS	190	混沌首领	1	2	15	0	0	32	14863	0	0	50	827	50	827	13568	61	162	19	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	3	1	-1	-1	-1	-1	2	1	1	0	2	0
703	混沌之地20层BOSS	192	混沌首领	1	2	25	1	0	32	29735	0	0	98	1453	98	1453	14332	71	185	28	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	6	1	-1	-1	-1	-1	2	1	1	0	2	0
704	混沌之地25层BOSS	191	混沌首领	1	2	35	0	0	32	61078	0	0	217	3580	217	3580	15930	99	245	53	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	8	1	-1	-1	-1	-1	2	1	1	0	2	0
705	混沌之地30层BOSS	188	混沌首领	1	2	40	1	0	32	108948	0	0	448	7047	448	7047	17181	124	298	75	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	10	1	-1	-1	-1	-1	2	1	1	0	2	0
706	混沌之地35层BOSS	195	混沌首领	1	2	45	0	0	32	169634	0	0	562	9455	562	9455	19065	171	395	119	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	11	1	-1	-1	-1	-1	2	1	1	0	2	0
707	混沌之地40层BOSS	196	混沌首领	1	2	50	1	0	32	220172	0	0	876	13284	876	13284	21312	226	508	170	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	15	1	-1	-1	-1	-1	2	1	1	0	2	0
708	混沌之地45层BOSS	193	混沌首领	1	2	55	0	0	32	325326	0	0	1198	19693	1198	19693	23794	280	621	220	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	21	1	-1	-1	-1	-1	2	1	1	0	2	0
709	混沌之地50层BOSS	187	混沌首领	1	2	60	1	0	32	485282	0	0	1939	29221	1939	29221	26736	345	756	279	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	34	1	-1	-1	-1	-1	2	1	1	0	2	0
710	混沌之地55层BOSS	186	混沌首领	1	2	65	0	0	32	701135	0	0	2786	42367	2786	42367	32237	523	1118	450	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	66	1	-1	-1	-1	-1	2	1	1	0	2	0
711	混沌之地60层BOSS	184	混沌首领	1	2	70	1	0	32	900356	0	0	3577	54387	3577	54387	38750	736	1552	656	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	125	1	-1	-1	-1	-1	2	1	1	0	2	0
712	混沌之地65层BOSS	185	混沌首领	1	2	75	0	0	32	1188268	0	0	4709	71855	4709	71855	47035	1021	2131	933	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	134	1	-1	-1	-1	-1	2	1	1	0	2	0
713	混沌之地70层BOSS	194	混沌首领	1	2	80	1	0	32	1595420	0	0	6335	96384	6335	96384	56801	1363	2824	1264	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	143	1	-1	-1	-1	-1	2	1	1	0	2	0
714	混沌之地75层BOSS	193	混沌首领	1	2	85	0	0	32	2078948	0	0	8248	125755	8248	125755	64076	1561	3231	1451	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	152	1	-1	-1	-1	-1	2	1	1	0	2	0
715	混沌之地80层BOSS	187	混沌首领	1	2	90	1	0	32	3048299	0	0	12210	183462	12210	183462	72336	1788	3697	1666	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	161	1	-1	-1	-1	-1	2	1	1	0	2	0
716	混沌之地85层BOSS	186	混沌首领	1	2	95	0	0	32	4090625	0	0	16344	246438	16344	246438	89147	2421	4977	2285	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	171	1	-1	-1	-1	-1	2	1	1	0	2	0
717	混沌之地90层BOSS	184	混沌首领	1	2	100	1	0	32	5617773	0	0	21840	343197	21840	343197	107994	3150	6449	3000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	1	1	0	2	0
718	混沌之地95层BOSS	185	混沌首领	1	2	110	0	0	32	5617773	0	0	21840	343197	21840	343197	107994	3150	6449	3000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	1	1	0	2	0
719	混沌之地100层BOSS	194	混沌首领	1	2	120	1	0	32	5617773	0	0	21840	343197	21840	343197	107994	3150	6449	3000	0	0	0	0	1200	375	3	50	15	0	2	3000	2000	-1	2	-1	180	1	-1	-1	-1	-1	2	1	1	0	2	0
720	黄昏要塞副本-单人-简单-恶灵之王（物）	82	恶灵物象	1	2	25	0	0	27	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	27	6	1	-1	-1	-1	10	2	1	1	0	2	0
721	黄昏要塞副本-单人-困难-恶灵之王（物）	82	恶灵物象	1	2	45	0	0	27	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	28	11	1	-1	-1	-1	11	2	0	1	0	2	0
722	黄昏要塞副本-单人-挑战-恶灵之王（物）	82	恶灵物象	1	2	65	0	0	27	100	0	0	1	10	1	10	8000	500	750	0	0	0	0	0	1200	375	3	12	5	0	2	3000	2000	-1	2	29	66	1	-1	-1	-1	12	2	1	1	0	2	0
